General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Edge frame?;N;9;20,94300;0,04600;-0,012000;110,025;99,84;-0,0400;0,000;100,958;29,500;0,000;343,850;347,250;27,00;1131,750;263,164;0,000;830,900;883,000;861,900;326,550;;;;;0,00;0,00;0,00;3,00;2,95;15,305;27,424;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,3777;;;-0,00083351;-0,00083351;-0,00265;-30,35401;0,0223;24,719667;0,001743;24,066444;24,304414;0,0004;0,0372;0,00;0,08;0,00;0,03;1,60;;1,263;2,396;0,2138197;20,88300;0,11500;-0,01700;0,0028960;;67,31;9,00;;;
Grid?;N;10;20,94300;0,04600;-0,011000;107,475;99,63;-0,0400;0,000;100,958;29,500;0,000;343,850;347,450;27,00;1131,250;263,164;0,000;829,700;882,900;861,700;326,550;;;;;0,00;0,00;0,00;3,00;2,95;15,347;27,418;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;74,4694;;;0,00500170;0,00500170;0,00061;18,07707;0,0968;24,431529;0,003855;23,785920;24,034951;0,0008;0,0813;0,00;0,17;0,00;0,09;5,93;;5,929;2,396;0,7448433;20,72200;0,29000;-0,00200;0,0102200;;67,31;10,00;;;
Non-scrubbed?;;11;20,94400;0,04600;-0,013000;108,000;99,23;-0,0500;0,000;100,958;29,500;0,000;343,950;347,550;27,00;1131,150;263,164;0,000;829,700;882,800;861,500;326,550;;;;;0,00;0,00;0,00;3,00;2,95;15,318;27,429;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;146,4913;;;-0,01000214;-0,01000214;-0,00328;-16,85112;0,2433;24,487568;0,007882;23,847411;24,097013;0,0017;0,1666;0,00;0,33;0,00;0,17;11,44;;15,434;17,221;1,4652062;20,51900;0,49800;-0,02000;0,0200776;;67,30;11,00;;;
Substrate used? {Y/N};;12;20,94400;0,04500;-0,008000;108,675;99,40;-0,0600;0,000;100,950;29,500;0,000;344,050;347,950;27,00;1131,217;263,164;0,000;830,300;882,600;861,300;326,550;;;;;0,00;0,00;0,00;3,00;2,95;15,347;27,429;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;257,7405;17,57701;8,8531;0,14666430;0,14666430;-0,00069;1,90840;0,5010;24,560402;0,006117;23,925295;24,196502;0,0013;0,1298;0,00;0,46;0,00;0,28;20,05;;30,991;17,221;2,5779204;20,20300;0,79300;-0,00800;0,0352786;;67,29;12,00;;;
Substrate;;13;20,94400;0,04600;-0,003000;102,275;97,15;-0,3200;0,000;100,950;29,500;0,000;345,350;351,250;27,00;1131,850;263,164;0,000;832,200;882,700;861,200;326,550;;;;;0,00;0,00;0,00;3,00;2,95;15,362;27,408;0,58;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;362,1512;17,38647;28,8950;0,20833651;0,20833651;0,00185;1,69034;0,8632;23,781347;0,029016;23,253920;23,651193;0,0060;0,6019;0,01;1,06;0,00;0,35;27,70;;52,449;53,698;3,6222358;19,88800;1,01600;0,00400;0,0512809;;67,03;13,00;;;
Additional preparation details;;14;20,94600;0,04500;0,001000;93,075;93,72;-0,4400;0,000;100,950;29,500;0,000;348,250;358,250;27,00;1132,017;263,164;0,000;832,800;882,700;861,100;326,550;;;;;0,00;0,00;0,00;3,00;2,95;15,334;27,426;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;431,6723;35,97925;108,9282;0,12000211;0,12000211;0,00435;3,46200;1,2948;22,591881;0,065027;22,276338;22,916003;0,0131;1,3069;0,02;2,37;0,00;0,42;33,06;;77,053;53,698;4,3175864;19,61800;1,25000;0,01700;0,0644328;;66,91;14,00;;;
;;15;20,94500;0,04500;-0,002000;86,625;91,07;-0,5900;0,000;100,952;29,500;0,000;352,350;367,250;27,00;1132,550;263,164;0,000;834,500;882,600;861,100;326,550;;;;;0,00;0,00;0,00;3,00;2,95;15,326;27,405;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;489,5973;31,25668;118,1897;0,15666898;0,15666898;0,00284;2,88416;1,7844;21,667856;0,093689;21,616754;22,530872;0,0185;1,8513;0,04;4,22;0,00;0,45;37,22;;102,625;103,322;4,8969521;19,38800;1,41100;0,01000;0,0762886;;66,76;15,00;;;
Specimen;;16;20,94600;0,04400;-0,008000;88,875;89,15;-0,7800;0,000;100,950;29,500;0,000;357,150;377,350;27,00;1132,183;263,170;0,000;833,400;882,700;861,000;326,550;;;;;0,00;0,00;0,00;3,00;2,95;15,292;27,440;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;552,2632;18,26030;77,6365;0,30249977;0,30249977;0,00266;1,68157;2,3367;21,799469;0,114949;22,044327;23,291129;0,0235;2,3480;0,07;6,57;0,00;0,51;42,01;;128,769;103,322;5,5237360;19,19900;1,57300;0,00900;0,0856166;;66,57;16,00;;;
Sample description;PMMA_CN_6mm_q75_Al2O3_R2;17;20,94500;0,04500;0,007000;91,800;87,88;-1,1600;0,000;100,950;29,600;0,000;362,050;387,250;27,00;1132,617;263,170;0,000;834,900;882,600;860,900;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,311;27,426;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;610,2408;19,58396;87,8567;0,31166458;0,31166458;-0,00197;1,76537;2,9469;22,004854;0,129377;22,557311;24,127381;0,0274;2,7376;0,09;9,31;0,00;0,55;46,18;;155,386;155,863;6,1036282;19,04400;1,68200;-0,01500;0,0937994;;66,19;17,00;;;
Material name/ID;PMMA_CN;18;20,94600;0,05800;-0,015000;90,750;86,57;-1,3700;0,000;100,958;29,600;0,000;366,750;396,750;27,00;1132,583;263,170;0,000;834,800;882,700;860,800;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,326;27,432;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;644,7792;36,85232;176,7330;0,17499797;0,17499797;-0,00253;3,33994;3,5917;21,738006;0,144384;22,573042;24,419508;0,0309;3,0922;0,12;12,40;0,00;0,58;48,87;;181,615;155,863;6,4490818;18,90900;1,80500;-0,01800;0,1003935;;65,98;18,00;;;
Specimen number;R2;19;20,94500;0,11500;0,000000;86,925;87,32;-1,5700;0,000;100,958;29,600;0,000;371,850;406,550;27,00;1133,017;263,170;0,000;836,100;882,700;860,800;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,343;27,437;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;656,4326;21,23675;93,6289;0,30916405;0,30916405;-0,00003;1,92862;4,2482;21,128560;0,135681;22,245284;24,321151;0,0289;2,8941;0,15;15,29;0,00;0,60;49,86;;206,299;206,123;6,5656386;18,80800;1,89200;-0,00500;0,1052100;;65,78;19,00;;;
E (MJ/kg);13,10;20;20,93800;0,29000;-0,017000;90,775;86,32;-1,9600;0,000;100,950;29,500;0,000;376,550;415,250;27,00;1132,583;263,170;0,000;835,000;882,600;860,700;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,351;27,424;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;699,7595;22,45636;104,5498;0,31167094;0,31167094;0,00035;2,03454;4,9479;21,456221;0,147252;22,875793;25,226858;0,0326;3,2579;0,19;18,55;0,00;0,63;53,18;;229,889;206,123;6,9989949;18,70100;1,97900;-0,00300;0,1105024;;65,39;20,00;;;
Initial mass (g);67,35;21;20,88300;0,49800;-0,002000;90,600;85,96;-2,1700;0,000;100,950;29,500;0,000;381,550;424,350;27,00;1133,250;263,170;0,000;837,000;882,700;860,600;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,343;27,437;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;718,2447;35,04324;165,7366;0,20500056;0,20500056;0,00523;3,15273;5,6662;21,294616;0,151385;23,004963;25,585522;0,0340;3,3969;0,22;21,95;0,01;0,65;54,66;;252,704;251,953;7,1838833;18,62100;2,03100;0,02300;0,1143298;;65,18;21,00;;;
Thickness (mm);5,65;22;20,72200;0,79300;-0,020000;92,800;86,25;-2,4300;0,000;100,950;29,500;0,000;386,350;432,750;27,00;1133,750;263,170;0,000;838,500;882,700;860,600;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,328;27,434;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;745,0766;20,09612;91,9276;0,37083054;0,37083054;0,00470;1,80250;6,4112;21,417312;0,148089;23,428590;26,242326;0,0341;3,4083;0,25;25,36;0,00;0,67;56,69;;274,474;251,953;7,4522557;18,54900;2,08700;0,02000;0,1179656;;64,92;22,00;;;
Surface area (cm²);100,02;23;20,51900;1,01600;-0,008000;90,000;83,73;-2,8700;0,000;100,952;29,500;0,000;391,350;441,050;27,00;1134,150;263,170;0,000;839,800;882,700;860,500;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,336;27,432;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;751,3875;22,60226;122,6694;0,33250554;0,33250554;0,00589;2,03463;7,1626;20,956562;0,177677;23,221252;26,170265;0,0408;4,0780;0,29;29,43;0,01;0,68;57,26;;295,073;293,941;7,5153781;18,47200;2,15700;0,02700;0,1216271;;64,48;23,00;;;
Sponsor;;24;20,20300;1,25000;0,004000;93,500;84,97;-3,1100;0,000;100,952;29,500;0,000;395,850;448,350;27,00;1134,050;263,170;0,000;839,400;882,700;860,600;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,282;27,440;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;783,8380;20,45204;100,5552;0,38333321;0,38333321;0,00466;1,83190;7,9465;21,238406;0,162985;23,804159;26,961209;0,0385;3,8538;0,33;33,29;0,00;0,70;59,67;;314,762;293,941;7,8399477;18,40200;2,20800;0,02000;0,1252424;;64,24;24,00;;;
Manufacturer;;25;19,88800;1,41100;0,017000;95,000;83,67;-3,6200;0,000;100,952;29,500;0,000;399,850;454,750;27,00;1134,183;263,170;0,000;839,800;882,700;860,600;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,349;27,434;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;808,1048;21,31719;113,2345;0,37916183;0,37916183;0,00505;1,91258;8,7546;21,300740;0,178460;24,115266;27,426328;0,0429;4,2926;0,38;37,58;0,01;0,73;61,57;;334,010;332,806;8,0826641;18,32900;2,27200;0,02200;0,1287893;;63,73;25,00;;;
Test start time (s);60;26;19,61800;1,57300;0,010000;86,675;85,84;-3,8300;0,000;100,950;29,500;0,000;404,150;461,950;27,00;1134,650;263,170;0,000;841,100;882,800;860,600;326,550;;;;;0,00;0,00;0,00;3,00;2,96;15,364;27,440;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;782,2977;42,67819;193,5231;0,18333817;0,18333817;0,00587;3,80880;9,5369;20,237510;0,152805;23,157940;26,469901;0,0355;3,5473;0,41;41,13;0,01;0,70;59,60;;351,748;332,806;7,8245413;18,28000;2,30200;0,02800;0,1312607;;63,52;26,00;;;
Time to ignition (s);12;27;19,38800;1,68200;0,009000;89,250;84,59;-4,0800;0,000;100,952;29,500;0,000;408,750;468,550;27,00;1134,950;263,170;0,000;842,100;882,800;860,500;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,326;27,429;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;796,5364;19,47110;97,2554;0,40916824;0,40916824;0,00267;1,74117;10,3334;20,420043;0,167459;23,632774;27,090241;0,0398;3,9786;0,45;45,11;0,00;0,71;60,63;;367,958;367,584;7,9669568;18,25800;2,32700;0,01000;0,1324701;;63,27;27,00;;;
Time to flameout (s);205;28;19,19900;1,80500;-0,015000;88,925;84,95;-4,5900;0,000;100,958;29,400;0,000;413,150;475,750;27,00;1134,817;263,170;0,000;841,900;882,700;860,400;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,357;27,437;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;797,1852;21,45355;105,2207;0,37166087;0,37166087;0,00176;1,90992;11,1306;20,274003;0,163243;23,716332;27,309803;0,0391;3,9099;0,49;49,02;0,00;0,71;60,63;;383,276;367,584;7,9734464;18,23900;2,33500;0,00500;0,1335475;;62,76;28,00;;;
End of test criteria;User end of test;29;19,04400;1,89200;-0,018000;87,250;85,70;-4,7900;0,000;100,952;29,400;0,000;417,650;482,450;27,00;1134,383;263,170;0,000;840,800;882,600;860,300;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,362;27,418;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;785,7775;42,10354;198,0793;0,18666712;0,18666712;0,00050;3,73010;11,9164;19,973672;0,154490;23,619498;27,284154;0,0370;3,6968;0,53;52,71;0,00;0,70;59,69;;397,352;396,796;7,8593465;18,24100;2,32500;-0,00200;0,1336161;;62,56;29,00;;;
User EOT time (s);224;30;18,90900;1,97900;-0,005000;88,325;85,01;-5,0500;0,000;100,950;29,400;0,000;421,050;486,650;27,00;1134,417;263,170;0,000;841,000;882,600;860,200;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,355;27,424;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;784,6263;19,99461;100,1403;0,39249738;0,39249738;0,00032;1,77926;12,7010;20,015038;0,162471;23,861094;27,578677;0,0393;3,9297;0,57;56,64;0,00;0,70;59,63;;410,281;396,796;7,8478319;18,24900;2,32700;-0,00300;0,1331379;;62,30;30,00;;;
MLR EOT mass (g/m²);;31;18,80800;2,03100;-0,003000;90,725;85,37;-5,5200;0,000;100,952;29,400;0,000;424,850;491,650;26,90;1134,417;263,170;0,000;841,100;882,500;860,200;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,372;27,434;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;795,8294;23,07222;113,1601;0,34499868;0,34499868;0,00158;2,06389;13,4968;20,194221;0,158319;24,291985;28,111461;0,0390;3,9032;0,61;60,55;0,00;0,71;60,57;;422,537;422,216;7,9598856;18,23100;2,35100;0,00400;0,1338512;;61,83;31,00;;;
MLR time period (s);;32;18,70100;2,08700;0,023000;90,425;84,78;-5,7200;0,000;100,952;29,400;0,000;427,750;494,850;26,90;1134,650;263,170;0,000;842,000;882,400;860,100;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,349;27,445;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;806,5211;39,51016;199,7922;0,20417086;0,20417086;0,00476;3,55430;14,3033;20,092348;0,165186;24,334419;28,151694;0,0408;4,0784;0,65;64,62;0,00;0,73;61,53;;434,369;422,216;8,0668243;18,17400;2,40700;0,02200;0,1363744;;61,63;32,00;;;
Truncate graphs at EOT;;33;18,62100;2,15700;0,020000;86,000;84,04;-6,0100;0,000;100,952;29,400;0,000;430,250;496,850;26,90;1134,983;263,170;0,000;842,900;882,400;860,200;326,550;;;;;0,00;0,00;0,00;3,00;2,97;15,318;27,429;0,58;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;798,8068;18,54485;97,3914;0,43082937;0,43082937;0,00601;1,66219;15,1021;19,537555;0,174034;23,800790;27,485003;0,0420;4,1951;0,69;68,82;0,01;0,72;60,96;;445,530;444,950;7,9896653;18,12200;2,44200;0,03000;0,1389430;;61,34;33,00;;;
