General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Smooth data?;;34;18,57800;2,16500;0,004000;92,675;84,64;-6,5900;0,000;100,892;30,500;0,005;423,950;489,050;27,30;1133,850;263,203;0,000;840,200;882,700;859,200;314,450;;;;;0,00;0,00;0,00;3,00;3,36;15,658;26,553;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;826,0098;22,61086;113,0600;0,36666711;0,36666711;0,00297;2,02843;16,3170;20,431743;0,167042;24,525639;28,291693;0,0415;4,1303;0,71;70,66;0,00;0,74;63,01;;467,750;456,594;8,2906605;18,15600;2,42200;0,01200;0,1378733;;61,72;34,00;;;
Correct O2 for pressure?;;35;18,51800;2,20300;-0,006000;87,750;85,78;-6,8000;0,000;100,888;30,500;0,005;427,050;492,950;27,40;1133,517;263,196;0,000;839,300;882,700;859,100;314,450;;;;;0,00;0,00;0,00;3,00;3,36;15,711;26,550;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;806,2295;43,93931;202,3861;0,18416595;0,18416595;0,00288;3,93201;17,1232;19,809141;0,153683;23,952157;27,648322;0,0373;3,7135;0,75;74,37;0,00;0,72;61,48;;477,704;476,289;8,0921252;18,13800;2,43200;0,01200;0,1388148;;61,51;35,00;;;
;;36;18,47800;2,24400;0,008000;91,775;84,34;-7,0500;0,000;100,884;30,500;0,005;430,150;495,850;27,30;1133,683;263,203;0,000;839,800;882,700;859,100;314,450;;;;;0,00;0,00;0,00;3,00;3,36;15,687;26,556;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;818,9355;19,96677;103,0075;0,41166687;0,41166687;0,00187;1,78346;17,9422;20,185228;0,170583;24,584075;28,338982;0,0424;4,2248;0,79;78,60;0,00;0,73;62,41;;487,006;476,289;8,2196560;18,14900;2,42000;0,00600;0,1383685;;61,26;36,00;;;
Apparatus;;37;18,42600;2,26000;0,009000;90,875;83,06;-7,5700;0,000;100,888;30,500;0,005;432,650;498,350;27,30;1133,917;263,196;0,000;840,600;882,600;859,100;314,450;;;;;0,00;0,00;0,00;3,00;3,36;15,706;26,526;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;807,5044;20,17815;114,7640;0,40166823;0,40166823;0,00397;1,80828;18,7497;20,027894;0,185955;24,534221;28,259861;0,0461;4,5927;0,83;83,19;0,00;0,73;61,61;;495,822;494,159;8,1049213;18,16300;2,41300;0,01800;0,1374975;;60,74;37,00;;;
C-factor (SI units);0,0437;38;18,37400;2,27400;0,011000;88,575;84,53;-7,8100;0,000;100,884;30,500;0,005;435,650;501,750;27,40;1134,183;263,203;0,000;841,400;882,600;859,100;314,450;;;;;0,00;0,00;0,00;3,00;3,36;15,711;26,545;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;798,7394;40,08503;206,7848;0,19999854;0,19999854;0,00269;3,60933;19,5484;19,704624;0,168420;24,305589;27,993410;0,0414;4,1204;0,88;87,31;0,00;0,72;60,97;;503,909;494,159;8,0169475;18,14700;2,43700;0,01100;0,1382464;;60,50;38,00;;;
OD correction factor;1;39;18,34600;2,29300;0,016000;87,275;84,67;-8,0600;0,000;100,888;30,500;0,005;438,050;504,250;27,40;1134,450;263,196;0,000;842,300;882,500;859,100;314,450;;;;;0,00;0,00;0,00;3,00;3,36;15,708;26,550;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;803,4219;20,11801;101,5948;0,40083218;0,40083218;0,00559;1,81108;20,3518;19,505834;0,166697;24,192930;27,849070;0,0407;4,0572;0,92;91,37;0,01;0,73;61,41;;511,529;510,123;8,0639454;18,09800;2,47500;0,02800;0,1405084;;60,25;39,00;;;
Duct diameter (m);0,114;40;18,32900;2,31400;0,019000;83,950;84,95;-8,5700;0,000;100,884;30,500;0,005;440,350;506,250;27,40;1134,750;263,203;0,000;843,200;882,500;859,100;314,450;;;;;0,00;0,00;0,00;3,00;3,37;15,704;26,550;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;800,1132;20,59153;100,5283;0,39000193;0,39000193;0,00497;1,85453;21,1520;19,080633;0,163419;23,789815;27,350048;0,0392;3,9062;0,96;95,27;0,00;0,72;61,16;;518,785;510,123;8,0307363;18,04600;2,52000;0,02500;0,1430858;;59,74;40,00;;;
O2 delay time (s);12;41;18,30800;2,34900;0,023000;90,075;82,64;-8,8400;0,000;100,884;30,500;0,005;441,850;506,750;27,40;1134,917;263,203;0,000;843,700;882,500;859,100;314,450;;;;;0,00;0,00;0,00;3,00;3,37;15,721;26,553;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;836,2310;20,59697;116,4185;0,40749931;0,40749931;0,00479;1,85022;21,9882;19,730866;0,191035;24,684326;28,310021;0,0474;4,7266;1,00;100,00;0,00;0,75;63,90;;526,087;525,230;8,3932510;18,01600;2,54000;0,02300;0,1446396;;59,47;41,00;;;
CO2 delay time (s);10;42;18,28600;2,37200;0,029000;92,675;81,34;-9,3700;0,000;100,892;30,500;0,005;443,650;508,150;27,40;1134,583;263,203;0,000;842,700;882,500;859,100;314,450;;;;;0,00;0,00;0,00;3,00;3,37;15,648;26,534;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;851,6433;22,34758;136,2758;0,38249969;0,38249969;0,00379;2,00734;22,8398;19,972963;0,206785;25,088994;28,736554;0,0521;5,1933;1,06;105,19;0,00;0,77;65,06;;533,655;525,230;8,5479435;17,99900;2,55500;0,01700;0,1455328;;58,94;42,00;;;
CO delay time (s);10;43;18,24900;2,40000;0,020000;80,675;84,66;-9,5700;0,000;100,884;30,500;0,005;445,950;511,150;27,40;1134,483;263,203;0,000;842,500;882,500;859,000;314,450;;;;;0,00;0,00;0,00;3,00;3,37;15,711;26,553;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;797,2782;45,29579;222,9148;0,17666721;0,17666721;0,00254;4,07031;23,6371;18,586937;0,166895;23,468983;26,900260;0,0394;3,9237;1,10;109,12;0,00;0,72;60,89;;540,418;538,790;8,0022809;17,98200;2,57100;0,01100;0,1464151;;58,74;43,00;;;
;;44;18,21500;2,42200;0,023000;82,575;83,87;-9,8200;0,000;100,892;30,500;0,005;448,450;513,750;27,40;1134,350;263,203;0,000;842,100;882,500;859,000;314,450;;;;;0,00;0,00;0,00;3,00;3,37;15,687;26,556;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;811,6571;20,24000;104,7548;0,40250015;0,40250015;0,00041;1,81886;24,4488;18,752048;0,176215;23,810198;27,277265;0,0422;4,2008;1,14;113,32;0,00;0,73;61,95;;546,419;538,790;8,1466024;17,95700;2,59400;-0,00200;0,1477627;;58,49;44,00;;;
Laboratory;;45;18,18600;2,43200;0,012000;84,425;82,35;-10,3200;0,000;100,884;30,500;0,005;450,350;515,050;27,40;1134,217;263,203;0,000;841,800;882,400;859,000;314,550;;;;;0,00;0,00;0,00;3,00;3,37;15,679;26,558;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;820,6577;21,77176;124,4452;0,37833150;0,37833150;0,00192;1,95249;25,2694;18,920904;0,194520;24,126389;27,592532;0,0471;4,6908;1,18;118,01;0,00;0,74;62,66;;552,413;550,798;8,2369409;17,95000;2,59400;0,00700;0,1480735;;57,99;45,00;;;
Laboratory name;FZJ IAS-7;46;18,15600;2,42000;0,012000;86,025;83,26;-10,5400;0,000;100,892;30,500;0,005;452,050;516,650;27,40;1133,783;263,203;0,000;840,700;882,300;858,900;314,450;;;;;0,00;0,00;0,00;3,00;3,37;15,662;26,537;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;824,9399;43,38808;235,2021;0,19083405;0,19083405;0,00328;3,89543;26,0944;19,063408;0,183487;24,399857;27,886708;0,0449;4,4719;1,23;122,48;0,00;0,74;63,02;;558,291;550,798;8,2799221;17,95500;2,59100;0,01500;0,1477289;;57,77;46,00;;;
Operator;DK;47;18,13800;2,41300;0,006000;81,875;82,99;-10,7900;0,000;100,884;30,500;0,005;453,850;518,350;27,40;1133,650;263,203;0,000;840,200;882,400;858,900;314,550;;;;;0,00;0,00;0,00;3,00;3,37;15,654;26,542;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;806,9308;20,33249;112,0410;0,39833609;0,39833609;0,00221;1,82918;26,9013;18,560981;0,186770;23,851381;27,241079;0,0446;4,4465;1,27;126,93;0,00;0,73;61,65;;563,773;561,989;8,0991644;17,94100;2,60800;0,00900;0,1484256;;57,52;47,00;;;
Filename;24072026_FZJ_PMMA_CN_6mm_q75_Al2O3_R3,csv;48;18,14900;2,43700;0,018000;82,400;85,17;-11,2900;0,000;100,892;30,500;0,005;456,050;520,850;27,40;1133,617;263,203;0,000;840,200;882,300;858,900;314,550;;;;;0,00;0,00;0,00;3,00;3,37;15,717;26,574;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;813,3138;20,66655;97,8163;0,39499728;0,39499728;0,00336;1,86266;27,7146;18,575427;0,160790;23,985652;27,393766;0,0386;3,8495;1,31;130,78;0,00;0,74;62,19;;568,905;561,989;8,1632301;17,91700;2,63100;0,01600;0,1495006;;57,02;48,00;;;
Report name;;49;18,16300;2,47500;0,011000;82,175;83,63;-11,5400;0,000;100,884;30,500;0,005;457,750;522,350;27,40;1133,517;263,203;0,000;839,900;882,300;858,900;314,550;;;;;0,00;0,00;0,00;3,00;3,38;15,692;26,561;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;820,5289;38,75618;202,4485;0,21249898;0,21249898;0,00613;3,50327;28,5351;18,515571;0,179092;23,997485;27,384132;0,0430;4,2862;1,36;135,06;0,01;0,74;62,85;;573,967;572,264;8,2356482;17,87500;2,67000;0,03300;0,1513447;;56,77;49,00;;;
;;50;18,14700;2,52000;0,028000;90,525;82,15;-11,8000;0,000;100,884;30,500;0,005;458,750;522,350;27,40;1133,683;263,203;0,000;840,200;882,400;859,000;314,550;;;;;0,00;0,00;0,00;3,00;3,38;15,700;26,564;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;870,5453;21,22500;120,4916;0,41166846;0,41166846;0,00694;1,91110;29,4057;19,412330;0,196956;25,214712;28,710419;0,0496;4,9420;1,41;140,00;0,01;0,79;66,66;;579,398;572,264;8,7376630;17,83900;2,69100;0,03600;0,1531818;;56,51;50,00;;;
Pre-test conditions;;51;18,09800;2,54000;0,025000;83,750;83,71;-12,3200;0,000;100,886;30,500;0,005;460,650;524,250;27,30;1133,983;263,203;0,000;841,200;882,300;859,000;314,550;;;;;0,00;0,00;0,00;3,00;3,38;15,711;26,553;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;838,8206;21,26965;109,1414;0,39583365;0,39583365;0,00485;1,91068;30,2445;18,633237;0,178066;24,302987;27,658398;0,0432;4,3043;1,45;144,31;0,00;0,76;64,17;;584,796;582,359;8,4192425;17,83000;2,69500;0,02500;0,1537795;;55,99;51,00;;;
Ambient temperature (°C);27,4;52;18,04600;2,55500;0,023000;78,300;83,06;-12,5900;0,000;100,892;30,500;0,005;462,050;525,850;27,40;1134,583;263,203;0,000;842,800;882,400;859,100;314,550;;;;;0,00;0,00;0,00;3,00;3,38;15,725;26,590;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;812,8874;20,48270;109,6523;0,39833387;0,39833387;0,00198;1,84071;31,0574;17,989448;0,185905;23,534613;26,784280;0,0437;4,3517;1,49;148,66;0,00;0,73;62,13;;589,432;582,359;8,1589513;17,82100;2,70600;0,00800;0,1543663;;55,72;52,00;;;
Barometric pressure (Pa);100888;53;18,01600;2,57100;0,017000;78,900;84,95;-13,1100;0,000;100,892;30,500;0,005;463,950;528,250;27,30;1134,483;263,203;0,000;842,500;882,400;859,100;314,550;;;;;0,00;0,00;0,00;3,00;3,38;15,677;26,532;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;817,5812;20,86286;98,2174;0,39333344;0,39333344;0,00183;1,87655;31,8750;18,021227;0,163392;23,673137;26,954057;0,0386;3,8490;1,53;152,51;0,00;0,74;62,50;;593,692;591,636;8,2060621;17,80800;2,71900;0,00700;0,1549938;;55,20;53,00;;;
Relative hunidity (%);30,4;54;17,99900;2,59400;0,011000;85,050;82,04;-13,3400;0,000;100,884;30,500;0,005;465,850;530,050;27,30;1134,417;263,203;0,000;842,400;882,400;859,000;314,550;;;;;0,00;0,00;0,00;3,00;3,38;15,727;26,537;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;849,6387;42,28703;241,6572;0,20166524;0,20166524;0,00222;3,79656;32,7246;18,672202;0,198254;24,628724;28,022872;0,0487;4,8554;1,58;157,36;0,00;0,77;64,95;;598,135;591,636;8,5278233;17,79900;2,72200;0,00900;0,1554634;;54,97;54,00;;;
;;55;17,98200;2,59400;-0,002000;85,550;84,12;-13,6000;0,000;100,886;30,500;0,005;466,950;530,550;27,30;1134,517;263,203;0,000;842,600;882,400;859,100;314,550;;;;;0,00;0,00;0,00;3,00;3,38;15,711;26,550;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;850,4699;21,47463;107,4349;0,39750004;0,39750004;0,00289;1,93095;33,5751;18,704937;0,173262;24,730158;28,098480;0,0427;4,2548;1,62;161,62;0,00;0,77;65,04;;602,715;600,450;8,5361667;17,80000;2,72400;0,01300;0,1553415;;54,71;55,00;;;
Conditioning;;56;17,95700;2,59100;0,007000;81,400;83,91;-14,0900;0,000;100,884;30,500;0,005;468,550;532,650;27,30;1134,317;263,203;0,000;842,100;882,400;859,000;314,550;;;;;0,00;0,00;0,00;3,00;3,38;15,708;26,577;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;830,4657;21,41848;108,8142;0,38916779;0,38916779;0,00217;1,92919;34,4055;18,214434;0,175740;24,164170;27,469950;0,0423;4,2191;1,66;165,84;0,00;0,75;63,52;;606,961;600,450;8,3353838;17,79100;2,73600;0,00900;0,1557792;;54,22;56,00;;;
Conditionet ? (Y/N);N;57;17,95000;2,60800;0,015000;82,075;85,13;-14,3400;0,000;100,892;30,500;0,005;469,950;533,550;27,30;1134,150;263,203;0,000;841,600;882,300;859,100;314,550;;;;;0,00;0,00;0,00;3,00;3,38;15,749;26,574;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;840,3660;40,64945;188,0615;0,20749982;0,20749982;0,00266;3,65879;35,2459;18,262535;0,161245;24,300375;27,589031;0,0390;3,8879;1,70;169,73;0,00;0,76;64,29;;610,969;609,045;8,4347539;17,76100;2,75900;0,01200;0,1572452;;53,97;57,00;;;
Conditioning temperature (°C);;58;17,95500;2,63100;0,009000;78,875;84,87;-14,5900;0,000;100,886;30,500;0,005;471,250;535,150;27,30;1134,250;263,203;0,000;841,700;882,300;859,300;314,550;;;;;0,00;0,00;0,00;3,00;3,39;15,687;26,561;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;831,7097;20,56967;96,2326;0,40583388;0,40583388;0,00497;1,85363;36,0776;17,878268;0,164352;23,854871;27,089515;0,0391;3,8910;1,74;173,62;0,00;0,75;63,71;;614,849;609,045;8,3478701;17,72200;2,79200;0,02700;0,1590005;;53,72;58,00;;;
Conditioning RH (%);;59;17,94100;2,67000;0,016000;79,000;82,06;-15,1100;0,000;100,884;30,500;0,005;472,150;535,050;27,30;1134,517;263,203;0,000;842,400;882,300;859,400;314,550;;;;;0,00;0,00;0,00;3,00;3,39;15,694;26,561;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;838,2227;21,34448;119,3098;0,39416472;0,39416472;0,00418;1,92209;36,9158;17,875368;0,197974;23,896553;27,080060;0,0470;4,6854;1,79;178,30;0,00;0,76;64,19;;618,580;616,850;8,4132416;17,69700;2,81200;0,02200;0,1602925;;53,20;59,00;;;
;;60;17,91700;2,69100;0,033000;78,600;80,09;-15,3800;0,000;100,884;30,500;0,005;473,550;536,450;27,30;1134,883;263,203;0,000;843,400;882,300;859,500;314,550;;;;;0,00;0,00;0,00;3,00;3,39;15,723;26,572;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;844,0685;20,45533;127,3479;0,41416677;0,41416677;0,00401;1,84432;37,7599;17,803681;0,222348;23,871291;27,042031;0,0527;5,2549;1,84;183,56;0,00;0,76;64,66;;622,290;616,850;8,4719159;17,66000;2,84600;0,02100;0,1620903;;52,93;60,00;;;
Data collected;;61;17,87500;2,69500;0,036000;79,100;81,43;-15,9300;0,000;100,886;30,500;0,005;474,450;537,450;27,30;1135,350;263,203;0,000;844,900;882,200;859,500;314,550;;;;;0,00;0,00;0,00;3,00;3,39;15,687;26,569;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;853,7366;20,36187;116,4094;0,42083327;0,42083327;0,00338;1,83539;38,6136;17,843270;0,205679;23,969842;27,152685;0,0490;4,8808;1,89;188,44;0,00;0,77;65,39;;626,005;624,363;8,5689539;17,63000;2,87100;0,01700;0,1636085;;52,38;61,00;;;
CO/CO2 data collected?;Yes;62;17,83900;2,70600;0,025000;84,225;83,58;-16,1800;0,000;100,894;30,500;0,005;475,750;538,850;27,30;1134,883;263,203;0,000;843,400;882,300;859,500;314,550;;;;;0,00;0,00;0,00;3,00;3,39;15,715;26,577;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;885,2431;40,54140;201,6811;0,21916326;0,21916326;0,00430;3,66126;39,4989;18,387070;0,179621;24,768038;28,053090;0,0442;4,4038;1,94;192,84;0,00;0,80;67,85;;629,932;624,363;8,8851848;17,60700;2,89400;0,02200;0,1646471;;52,13;62,00;;;
Mass data collected?;Yes;63;17,83000;2,71900;0,008000;83,450;82,83;-16,4600;0,000;100,886;30,500;0,005;476,850;539,150;27,30;1134,917;263,203;0,000;843,600;882,200;859,500;314,650;;;;;0,00;0,00;0,00;3,00;3,39;15,706;26,585;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;888,5108;20,73945;107,3864;0,43000094;0,43000094;0,00185;1,87422;40,3874;18,281159;0,188630;24,682308;27,907029;0,0462;4,6006;1,98;197,44;0,00;0,81;68,07;;634,010;632,196;8,9179834;17,57700;2,92300;0,00700;0,1662382;;51,85;63,00;;;
Smoke data collected;Yes;64;17,82100;2,72200;0,007000;81,550;83,95;-16,9900;0,000;100,884;30,500;0,005;478,350;541,950;27,30;1135,450;263,203;0,000;845,300;882,100;859,500;314,750;;;;;0,00;0,00;0,00;3,00;3,39;15,688;26,593;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;886,7361;21,36025;102,1634;0,41666985;0,41666985;0,00231;1,92697;41,2741;18,043490;0,175272;24,438052;27,687262;0,0426;4,2411;2,02;201,68;0,00;0,80;67,94;;637,973;632,196;8,9001705;17,53900;2,95000;0,01000;0,1681245;;51,32;64,00;;;
Soot mass data colelcted;;65;17,80800;2,72400;0,009000;75,375;82,12;-17,2500;0,000;100,886;30,500;0,005;479,650;543,550;27,30;1137,150;263,203;0,000;850,500;882,000;859,500;314,750;;;;;0,00;0,00;0,00;3,00;3,39;15,729;26,574;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;856,7463;40,94863;219,6891;0,20999877;0,20999877;0,00099;3,68978;42,1309;17,323390;0,197268;23,526515;26,660767;0,0461;4,5964;2,07;206,28;0,00;0,77;65,61;;641,569;639,594;8,5991628;17,51900;2,96500;0,00200;0,1692089;;51,06;65,00;;;
Soot mass ratio (1:x);;66;17,79900;2,73600;0,013000;76,950;81,35;-17,5000;0,000;100,886;30,500;0,005;480,650;543,750;27,30;1142,683;263,203;0,000;867,100;882,000;859,500;314,750;;;;;0,00;0,00;0,00;3,00;3,39;15,753;26,574;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;865,5688;21,45128;120,5317;0,40499751;0,40499751;0,00270;1,93176;42,9965;17,485227;0,206723;23,795810;26,919738;0,0488;4,8635;2,12;211,14;0,00;0,78;66,32;;644,896;639,594;8,6877140;17,51400;2,96600;0,01300;0,1693729;;50,81;66,00;;;
Soot mass (g);;67;17,80000;2,75900;0,009000;73,900;81,39;-18,0200;0,000;100,882;30,500;0,005;481,650;545,150;27,30;1145,450;263,203;0,000;875,500;881,900;859,500;314,750;;;;;0,00;0,00;0,00;3,00;3,39;15,734;26,585;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;846,4271;21,69068;122,0058;0,39166991;0,39166991;0,00294;1,95147;43,8429;17,117403;0,206182;23,343701;26,421299;0,0478;4,7610;2,17;215,90;0,00;0,76;64,85;;648,047;645,922;8,4955885;17,51800;2,96000;0,01500;0,1691832;;50,29;67,00;;;
;;68;17,79100;2,79200;0,012000;75,275;81,15;-18,2900;0,000;100,886;30,500;0,005;482,850;546,450;27,30;1147,383;263,203;0,000;881,500;881,800;859,400;314,750;;;;;0,00;0,00;0,00;3,00;3,40;15,729;26,569;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;849,9921;19,68772;113,0386;0,43333467;0,43333467;0,00434;1,77308;44,6929;17,254434;0,209172;23,589200;26,696320;0,0490;4,8803;2,22;220,79;0,00;0,77;65,16;;650,991;645,922;8,5313705;17,52900;2,95200;0,02400;0,1685360;;50,02;68,00;;;
Comments;;69;17,76100;2,81200;0,027000;82,900;80,96;-18,8700;0,000;100,886;30,500;0,005;483,550;546,450;27,30;1146,717;263,203;0,000;879,700;881,700;859,300;314,750;;;;;0,00;0,00;0,00;3,00;3,40;15,734;26,588;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;889,4398;20,88268;121,5033;0,42749818;0,42749818;0,00471;1,87827;45,5823;18,094143;0,211514;24,773060;27,995530;0,0519;5,1751;2,27;225,96;0,00;0,80;68,17;;654,161;652,358;8,9273073;17,53700;2,94200;0,02500;0,1681670;;49,44;69,00;;;
