General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
User EOT time (s);460;30;20,94600;120,32500;0,017000;0,050;99,94;20,9000;0,000;0,00;101,288;0,014;263,177;324,850;326,75;845,550;;;569,800;592,900;554,500;307,150;;;;;0,00;0,00;0,00;3,00;1,31;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,32093;0,00146;0,00906838;26,170074;0,000246;24,070665;24,211451;0,0001;0,0059;;;0,00;0,00;-0,04;;;;0,0000000;20,94400;0,05100;0,01200;-0,0002858;;;;;;
MLR EOT mass (g/m²);;31;20,94400;118,77500;0,012000;0,050;99,94;20,9000;0,000;0,00;101,288;0,014;263,177;324,850;326,75;845,383;;;569,300;592,900;554,500;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,18323;0,00141;0,00906838;26,000970;0,000252;23,915127;24,055003;0,0001;0,0060;;;0,00;0,00;0,03;;;;0,0000000;20,94300;0,05100;-0,00500;-0,0001032;;;;;;
MLR time period (s);;32;20,94600;119,00000;-0,001000;0,050;99,96;20,9000;0,000;0,00;101,284;0,014;263,177;324,850;326,75;845,117;;;568,600;592,800;554,500;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,14952;0,00136;0,00906838;26,025585;-0,000038;23,937767;24,077776;0,0000;-0,0009;;;0,00;0,00;-0,04;;;;0,0000000;20,94200;0,05000;-0,00400;-0,0000573;;;;;;
Truncate graphs at EOT;;33;20,94500;113,92500;-0,012000;0,049;99,98;20,9000;0,000;0,00;101,290;0,014;263,177;324,850;326,75;845,017;;;568,400;592,800;554,400;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,19065;;;;nan;-0,41327;-0,04147;0,01025903;25,464581;-0,000165;23,421768;23,558758;0,0000;-0,0039;;;0,00;0,00;0,00;;;;0,0119065;20,94400;0,05000;-0,00700;0,0001549;;;;;;
Smooth data?;;34;20,94600;118,07499;-0,010000;0,049;99,95;20,9000;0,000;0,00;101,286;0,014;263,177;324,850;326,75;844,817;;;567,900;592,700;554,400;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,55732;;;;nan;-0,35845;-0,04101;0,01081635;25,924237;0,000059;23,844550;23,984013;0,0000;0,0014;;;0,00;0,00;-0,04;;;;0,0055732;20,94600;0,05000;-0,01200;0,0000708;;;;;;
Correct O2 for pressure?;;35;20,94600;119,85000;-0,013000;0,050;99,95;20,9000;0,000;0,00;101,286;0,014;263,177;324,850;326,75;844,583;;;567,200;592,700;554,400;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,77660999;;;;nan;-0,42711;0,00377;0,01159297;26,118368;0,000120;24,023107;24,163614;0,0000;0,0029;;;0,00;0,00;-0,04;;;;0,0077661;20,94500;0,04900;-0,01200;0,0000980;;;;;;
;;36;20,94600;120,15000;-0,003000;0,050;99,98;20,9000;0,000;0,00;101,284;0,014;263,177;324,850;326,75;844,817;;;568,000;592,600;554,400;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,16220;0,00367;0,01159297;26,151036;-0,000232;24,053155;24,193838;0,0000;-0,0056;;;0,00;0,00;-0,03;;;;0,0000000;20,94600;0,05000;-0,01000;-0,0000267;;;;;;
Specification: apparatus;;37;20,94700;118,65000;0,004000;0,050;99,97;20,9000;0,000;0,00;101,286;0,014;263,177;324,850;326,75;844,683;;;567,600;592,600;554,400;307,250;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,01979;0,00355;0,01159297;25,987284;-0,000100;23,902539;24,042341;0,0000;-0,0024;;;0,00;0,00;-0,07;;;;0,0000000;20,94600;0,05000;0,01500;-0,0001724;;;;;;
C-factor (SI units);0,043;38;20,94500;119,65000;0,007000;0,050;99,92;20,9000;0,000;0,00;101,286;0,014;263,177;324,850;326,75;844,517;;;567,100;592,600;554,400;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,09548;0,00347;0,01159297;26,096566;0,000372;24,003055;24,143445;0,0001;0,0089;;;0,00;0,00;0,00;;;;0,0000000;20,94500;0,05000;0,01000;-0,0000896;;;;;;
OD correction factor;1;39;20,94400;116,27501;0,017000;0,051;99,96;20,9000;0,000;0,00;101,286;0,014;263,177;324,850;326,75;844,583;;;567,400;592,600;554,300;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,34205;0,04673;0,01159297;25,725878;-0,000014;23,662103;23,800499;0,0000;-0,0003;;;0,00;0,00;0,03;;;;0,0000000;20,94300;0,05000;0,01300;-0,0001696;;;;;;
Duct diameter (m);0,114;40;20,94400;122,60000;0,019000;0,051;99,93;20,9000;0,000;0,00;101,286;0,014;263,177;324,850;326,75;844,517;;;567,200;592,600;554,300;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,39409;0,04682;0,01159297;26,416316;0,000253;24,297153;24,439264;0,0001;0,0061;;;0,00;0,00;0,03;;;;0,0000000;20,94200;0,05000;0,01500;-0,0001960;;;;;;
O2 delay time (s);12;41;20,94600;120,05001;0,012000;0,051;99,98;20,9000;0,000;0,00;101,286;0,014;263,177;324,850;326,75;844,617;;;567,500;592,600;554,300;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,20245;0,04523;0,01159297;26,140152;-0,000240;24,043144;24,183769;-0,0001;-0,0058;;;0,00;0,00;-0,03;;;;0,0000000;20,94400;0,04900;-0,00400;-0,0002264;;;;;;
CO2 delay time (s);10;42;20,94500;121,82500;-0,005000;0,051;99,93;20,9000;0,000;0,00;101,286;0,014;263,177;324,850;326,75;844,617;;;567,400;592,600;554,400;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,3944;;;;nan;-0,23709;0,04450;0,01198736;26,332690;0,000282;24,220236;24,361896;0,0001;0,0068;;;0,00;0,00;0,00;;;;0,0039440;20,94200;0,05000;-0,00400;0,0000495;;;;;;
CO delay time (s);10;43;20,94400;116,65000;-0,004000;0,050;99,95;20,9000;0,000;0,00;101,290;0,014;263,177;324,850;326,75;845,183;;;569,100;592,600;554,400;307,250;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,84154999;;;;nan;-0,20160;-0,00101;0,01282891;25,767329;0,000073;23,700229;23,838848;0,0000;0,0017;;;0,00;0,00;0,03;;;;0,0084155;20,94000;0,05100;-0,01000;0,0001086;;;;;;
;;44;20,94300;118,95000;-0,007000;0,050;99,98;20,9000;0,000;0,00;101,286;0,014;263,177;324,850;326,75;845,250;;;569,200;592,700;554,400;307,250;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,59873999;;;;nan;-0,27521;-0,00100;0,01442765;26,020117;-0,000229;23,932738;24,072717;0,0000;-0,0055;;;0,00;0,00;0,06;;;;0,0159874;20,94100;0,05300;-0,01200;0,0002043;;;;;;
Laboratory;;45;20,94200;120,80000;-0,012000;0,050;99,95;20,9000;0,000;0,00;101,286;0,014;263,177;324,750;326,65;845,683;;;570,500;592,700;554,400;307,250;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,55705;;;;nan;-0,39935;-0,00099;0,01698470;26,225715;0,000058;24,114417;24,255502;0,0000;0,0014;;;0,00;0,00;0,09;;;;0,0255705;20,94000;0,05500;-0,00700;0,0003241;;;;;;
Laboratory name;FZ Juelich;46;20,94400;122,20001;-0,012000;0,049;99,94;20,9000;0,000;0,00;101,286;0,014;263,170;324,750;326,65;846,350;;;572,500;592,700;554,400;307,150;;;;;0,00;0,00;0,00;3,00;1,32;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,70582;;;;nan;-0,39311;-0,04564;0,01869052;26,377248;0,000166;24,253751;24,395652;0,0000;0,0040;;;0,00;0,00;0,03;;;;0,0170582;20,93800;0,05600;0,00700;0,0002146;;;;;;
Operator;L;47;20,94600;118,62500;-0,010000;0,050;99,94;20,9000;0,000;0,00;101,290;0,014;263,170;324,650;326,55;847,117;;;574,600;592,800;554,500;307,150;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,45375;;;;nan;-0,32852;0,00000;0,01914427;25,992549;0,000147;23,892662;24,032493;0,0000;0,0035;;;0,00;0,00;-0,04;;;;0,0045375;20,93800;0,05700;0,00400;0,0000574;;;;;;
Filename;20250411_P;48;20,94500;116,62500;0,015000;0,050;99,97;20,9000;0,000;0,00;101,286;0,014;263,170;324,550;326,45;846,917;;;574,000;592,800;554,500;307,150;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,31074;0,00000;0,01914427;25,776472;-0,000092;23,686744;23,825412;0,0000;-0,0022;;;0,00;0,00;0,00;;;;0,0000000;20,93300;0,05800;0,02000;-0,0001985;;;;;;
Report name;;49;20,94600;116,62500;0,010000;0,050;99,97;20,9000;0,000;0,00;101,286;0,014;263,170;324,550;326,45;846,850;;;573,800;592,800;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,17850;0,00000;0,01914427;25,776472;-0,000091;23,686744;23,825412;0,0000;-0,0021;;;0,00;0,00;-0,04;;;;0,0000000;20,93000;0,05900;0,01000;-0,0001943;;;;;;
;;50;20,94600;122,99999;0,013000;0,050;99,94;20,9000;0,000;0,00;101,290;0,014;263,170;324,550;326,45;846,650;;;573,200;592,800;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,25740;0,00000;0,01914427;26,471600;0,000194;24,325517;24,467925;0,0000;0,0047;;;0,00;0,00;-0,04;;;;0,0000000;20,93200;0,06000;0,01200;-0,0002309;;;;;;
Pre-test conditions;;51;20,94500;126,37500;0,015000;0,050;99,93;20,9000;0,000;0,00;101,286;0,014;263,170;324,450;326,35;846,717;;;573,500;592,700;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,30846;0,00000;0,01914427;26,836455;0,000316;24,653194;24,797565;0,0001;0,0078;;;0,00;0,00;0,00;;;;0,0000000;20,93500;0,05900;0,02200;-0,0001957;;;;;;
Ambient temperature (°C);24,8;52;20,94300;121,40000;-0,004000;0,049;99,96;20,9000;0,000;0,00;101,286;0,014;263,170;324,250;326,05;846,750;;;573,500;592,700;554,600;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,39024;;;;nan;-0,19269;-0,04466;0,02053451;26,311028;-0,000050;24,155613;24,289708;0,0000;-0,0012;;;0,00;0,00;0,06;;;;0,0139024;20,93800;0,05800;0,03600;0,0001759;;;;;;
Barometric pressure (Pa);101306;53;20,94200;117,52500;-0,004000;0,050;99,92;20,9000;0,000;0,00;101,290;0,014;263,164;324,050;325,85;846,583;;;573,000;592,700;554,600;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,71414;;;;nan;-0,18614;0,00083;0,02224865;25,895695;0,000409;23,759641;23,891618;0,0001;0,0097;;;0,00;0,00;0,09;;;;0,0171414;20,93700;0,05500;0,01200;0,0002204;;;;;;
Relative hunidity (%);20,8;54;20,94400;116,97500;-0,010000;0,051;99,97;20,9000;0,000;0,00;101,286;0,014;263,164;323,850;325,65;846,617;;;573,100;592,700;554,600;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,26378;;;;nan;-0,33428;0,04471;0,02351243;25,843006;-0,000073;23,696664;23,828373;0,0000;-0,0017;;;0,00;0,00;0,03;;;;0,0126378;20,93800;0,05500;-0,01600;0,0001622;;;;;;
;;55;20,94200;121,35000;-0,012000;0,053;99,94;20,9000;0,000;0,00;101,290;0,014;263,164;323,650;325,45;846,550;;;572,900;592,700;554,600;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,22409;;;;nan;-0,38611;0,13422;0,02573652;26,329980;0,000193;24,128283;24,262474;0,0000;0,0047;;;0,00;0,00;0,09;;;;0,0222409;20,94100;0,05300;-0,00400;0,0002807;;;;;;
Conditioning;;56;20,94000;124,32499;-0,007000;0,055;99,97;20,9000;0,000;0,00;101,286;0,014;263,164;323,550;325,35;846,483;;;572,800;592,700;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,47418;;;;nan;-0,25337;0,22411;0,02821070;26,654895;-0,000096;24,418481;24,554328;0,0000;-0,0023;;;0,00;0,00;0,16;;;;0,0247418;20,94000;0,05200;0,00600;0,0003089;;;;;;
Conditionet ? (Y/N);;57;20,94100;123,80000;0,007000;0,056;99,97;20,9000;0,000;0,00;101,290;0,014;263,164;323,450;325,15;846,383;;;572,500;592,700;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,44333999;;;;nan;0,11670;0,26505;0,02865404;26,602668;-0,000128;24,363104;24,491153;0,0000;-0,0031;;;0,00;0,00;0,12;;;;0,0044334;20,93900;0,05100;0,00500;0,0000562;;;;;;
Conditioning temperature (°C);;58;20,94000;118,65000;0,004000;0,057;99,95;20,9000;0,000;0,00;101,290;0,014;263,164;323,450;325,15;846,683;;;573,500;592,600;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,08002;;;;nan;0,03568;0,29937;0,02973406;26,043464;0,000109;23,850977;23,976334;0,0000;0,0026;;;0,00;0,00;0,15;;;;0,0108002;20,94300;0,05200;0,01600;0,0001386;;;;;;
Conditioning RH (%);;59;20,93800;121,60000;0,020000;0,058;99,98;20,9000;0,000;0,00;101,290;0,014;263,164;323,450;325,15;847,517;;;576,000;592,600;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,29722;;;;nan;0,44942;0,34288;0,03003128;26,365236;-0,000197;24,145661;24,272566;0,0000;-0,0047;;;0,00;0,00;0,21;;;;0,0029722;20,94300;0,05200;0,00900;0,0000393;;;;;;
;;60;20,93800;122,99999;0,010000;0,059;99,97;20,9000;0,000;0,00;101,286;0,014;263,164;323,350;325,05;848,150;;;577,900;592,600;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,21186;0,00000;0,0000;;nan;0,18744;0,39078;0,03124314;26,520675;-0,000086;24,280504;24,408158;0,0000;-0,0021;;;0,00;0,00;0,21;;;;0,0121186;20,94500;0,05100;-0,00100;0,0001532;;;;;;
Data collected;;61;20,93300;117,02500;0,012000;0,060;99,98;20,9000;-0,010;0,00;101,286;0,014;263,164;323,350;325,05;848,583;;;579,200;592,600;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,22913999;0,00000;0,0000;;nan;0,23446;0,42593;0,03447228;25,868506;-0,000170;23,683424;23,807938;0,0000;-0,0040;;;0,00;0,00;0,37;;1,827;3,655;0,0322914;20,94300;0,05100;0,00100;0,0004173;;;;;;
CO/CO2 data collected?;Yes;62;20,93000;121,90000;0,022000;0,059;99,98;20,9000;-0,010;0,00;101,290;0,014;263,164;323,350;325,05;848,383;;;578,600;592,600;554,500;307,250;;;;;0,00;0,00;0,00;3,00;1,33;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,82202;0,00000;0,0000;;nan;0,50273;0,38903;0,03829431;26,401821;-0,000189;24,171690;24,298772;0,0000;-0,0046;;;0,00;0,00;0,48;;2,909;3,655;0,0382202;20,94400;0,05100;0,00600;0,0004846;;;;;;
Mass data collected?;Yes;63;20,93200;116,20000;0,036000;0,058;99,94;20,9000;0,000;0,00;101,290;0,014;263,164;323,350;325,05;847,750;;;576,900;592,400;554,500;307,350;;;;;0,00;0,00;0,00;3,00;1,34;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,51652;0,00000;0,0000;;nan;0,85092;0,33523;0,03981083;25,777161;0,000157;23,599794;23,723870;0,0000;0,0037;;;0,01;0,00;0,40;;2,946;3,008;0,0151652;20,94600;0,05000;0,00800;0,0001993;;;;;;
Smoke data collected;Yes;64;20,93500;121,37501;0,012000;0,055;99,95;20,8000;0,010;0,00;101,290;0,014;263,164;323,450;325,05;847,183;;;575,400;592,300;554,400;307,250;;;;;0,00;0,00;0,00;3,00;1,34;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,83362;0,00000;0,0000;;nan;0,23874;0,20584;0,04264444;26,340833;0,000105;24,123312;24,242642;0,0000;0,0025;;;0,00;0,00;0,31;;2,825;3,008;0,0283362;20,94600;0,05100;-0,00600;0,0003598;;;;;;
Soot mass data colelcted;;65;20,93800;119,67500;-0,016000;0,055;100,00;20,8000;0,020;0,00;101,288;0,014;263,164;323,450;325,15;846,650;;;574,100;592,100;554,300;307,350;;;;;0,00;0,00;0,00;3,00;1,34;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,18969999;0,00000;0,0000;;nan;-0,49369;0,20439;0,04683414;26,155715;-0,000396;23,953778;24,079675;-0,0001;-0,0095;;;0,00;0,00;0,21;;3,055;3,097;0,0418970;20,94500;0,05000;-0,01300;0,0005328;;;;;;
Soot mass ratio (1:x);;66;20,93700;121,90000;-0,004000;0,053;99,95;20,8000;0,020;0,00;101,288;0,014;263,164;323,450;325,15;846,317;;;573,300;592,000;554,200;307,350;;;;;0,00;0,00;0,00;3,00;1,34;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,6971;0,00000;0,0000;;nan;-0,18218;0,11494;0,05053124;26,397739;0,000078;24,175427;24,302490;0,0000;0,0019;;;0,00;0,00;0,24;;3,289;3,097;0,0369710;20,94300;0,05000;0,00600;0,0004667;;;;;;
Soot mass (g);;67;20,93800;120,30000;0,006000;0,052;99,94;20,8000;0,020;0,00;101,288;0,014;263,164;323,450;325,15;846,017;;;572,600;591,800;554,200;307,350;;;;;0,00;0,00;0,00;3,00;1,34;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,29572;0,00000;0,0000;;nan;0,08068;0,06881;0,05282696;26,223925;0,000201;24,016246;24,142471;0,0000;0,0048;;;0,00;0,00;0,21;;3,304;3,260;0,0229572;20,94600;0,05000;0,01500;0,0002924;;;;;;
;;68;20,94100;114,44999;0,005000;0,051;99,98;20,8000;0,020;0,00;101,288;0,014;263,164;323,450;325,15;845,717;;;571,900;591,700;554,100;307,350;;;;;0,00;0,00;0,00;3,00;1,34;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,04413;0,00000;0,0000;;nan;0,05317;0,02286;0,0538711;25,578364;-0,000188;23,425032;23,548150;0,0000;-0,0044;;;0,00;0,00;0,11;;3,127;3,260;0,0104413;20,94400;0,05000;0,02100;0,0001366;;;;;;
