General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;269;19,34000;97,27500;-0,003000;1,431;89,83;20,7000;-19,770;0,00;101,284;0,014;263,177;412,750;434,15;846,417;;;587,300;582,200;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,46;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;492,00102;0,00000;0,0000;;nan;-0,12324;49,85907;39,0357341;20,874954;0,106874;24,395678;25,660529;0,0241;2,7226;;;0,00;0,44;41,89;;209,877;210,263;4,9200102;19,24800;1,49800;0,00800;0,0792479;;;;;;
;;270;19,33600;94,47500;0,010000;1,439;90,69;20,7000;-19,920;0,00;101,284;0,014;263,177;413,150;434,55;846,017;;;586,200;582,100;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,46;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;484,58358;0,00000;0,0000;;nan;0,14533;49,39706;39,5203177;20,562363;0,097281;24,053654;25,299565;0,0216;2,4433;;;0,00;0,44;41,37;;211,509;210,263;4,8458358;19,23000;1,50700;0,02600;0,0792408;;;;;;
;;271;19,32500;94,95000;-0,011000;1,445;90,67;20,7000;-20,060;0,00;101,286;0,014;263,177;413,650;435,05;846,017;;;586,200;582,100;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;490,534759;0,00000;0,0000;;nan;-0,28607;49,70500;40,0108525;20,601528;0,097578;24,128634;25,376917;0,0217;2,4583;;;0,00;0,44;41,73;;213,122;213,540;4,9053476;19,22400;1,51300;0,01900;0,0800665;;;;;;
;;272;19,31200;93,10000;0,022000;1,449;91,04;20,7000;-20,230;0,00;101,284;0,014;263,177;414,050;435,65;846,117;;;586,600;582,000;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;487,527009;0,00000;0,0000;;nan;0,38825;49,33572;40,4983795;20,389985;0,093406;23,903966;25,150979;0,0206;2,3322;;;0,00;0,44;41,63;;214,727;213,540;4,8752701;19,21700;1,52100;0,02100;0,0804069;;;;;;
;;273;19,30500;95,85000;0,022000;1,456;90,66;20,7000;-20,610;0,00;101,284;0,014;263,177;414,450;436,05;845,983;;;586,200;581,900;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;496,468649;0,00000;0,0000;;nan;0,39375;50,28534;40,9948481;20,678948;0,097619;24,266149;25,530834;0,0219;2,4742;;;0,00;0,44;42,40;;216,333;216,779;4,9646865;19,21400;1,52000;0,02700;0,0807402;;;;;;
;;274;19,30000;93,47500;0,025000;1,458;90,46;20,7000;-20,750;0,00;101,282;0,014;263,177;414,950;436,75;845,983;;;586,200;581,900;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;491,41494;0,00000;0,0000;;nan;0,44970;49,69913;41,4862631;20,408839;0,099880;23,978077;25,237800;0,0221;2,5025;;;0,00;0,44;41,98;;217,934;216,779;4,9141494;19,22000;1,51400;0,02800;0,0809783;;;;;;
;;275;19,29200;91,22500;0,020000;1,463;90,10;20,7000;-20,920;0,00;101,280;0,014;263,177;415,650;437,45;846,083;;;586,600;581,800;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;487,871650;0,00000;0,0000;;nan;0,34338;49,23024;41,9741347;20,144732;0,103826;23,707707;24,951128;0,0227;2,5718;;;0,00;0,43;41,63;;219,498;219,944;4,8787165;19,21800;1,52200;0,01500;0,0814520;;;;;;
;;276;19,28700;91,00000;0,013000;1,466;90,10;20,7000;-21,080;0,00;101,280;0,014;263,177;416,050;437,85;846,217;;;587,100;581,700;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;489,068729;0,00000;0,0000;;nan;0,20233;49,25023;42,4632035;20,110200;0,103794;23,689843;24,931133;0,0227;2,5689;;;0,00;0,44;41,69;;221,041;219,944;4,8906873;19,20100;1,53600;0,00400;0,0817944;;;;;;
;;277;19,28300;93,22500;0,003000;1,474;91,18;20,7000;-21,470;0,00;101,284;0,014;263,177;416,550;438,65;846,050;;;586,600;581,700;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;496,2784;0,00000;0,0000;;nan;0,00169;50,10032;42,9594819;20,342348;0,091914;23,992113;25,265011;0,0204;2,3054;;;0,00;0,44;42,27;;222,592;223,049;4,9627840;19,19000;1,54000;-0,00500;0,0820543;;;;;;
;;278;19,27900;93,75000;0,000000;1,480;91,43;20,7000;-21,630;0,00;101,286;0,014;263,177;417,050;439,25;846,283;;;587,400;581,600;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;498,590900;0,00000;0,0000;;nan;-0,05933;50,42270;43,4580728;20,387315;0,089215;24,074009;25,355494;0,0198;2,2457;;;0,00;0,45;42,47;;224,154;223,049;4,9859090;19,18800;1,54300;0,00300;0,0822563;;;;;;
;;279;19,27200;93,17500;0,002000;1,484;90,03;20,7000;-21,790;0,00;101,286;0,014;263,177;417,250;439,45;846,283;;;587,400;581,600;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;499,00451;0,00000;0,0000;;nan;-0,01859;50,39640;43,9570773;20,319826;0,104643;24,005823;25,283065;0,0232;2,6265;;;0,00;0,45;42,50;;225,708;226,156;4,9900451;19,18100;1,55300;-0,00600;0,0826011;;;;;;
;;280;19,26400;92,80000;0,008000;1,498;90,74;20,7000;-22,210;0,00;101,286;0,014;263,177;417,850;440,05;846,217;;;587,300;581,500;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;499,083569;0,00000;0,0000;;nan;0,10278;50,74960;44,4561608;20,264330;0,096749;23,974686;25,248439;0,0214;2,4251;;;0,00;0,45;42,59;;227,249;226,156;4,9908357;19,16500;1,56500;0,02400;0,0828430;;;;;;
;;281;19,26000;93,72500;0,026000;1,507;91,06;20,7000;-22,350;0,00;101,282;0,014;263,177;418,450;440,85;846,350;;;587,700;581,500;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;500,740910;0,00001;0,0000;;nan;0,46872;51,28219;44,9569017;20,350468;0,093196;24,111167;25,401859;0,0208;2,3502;;;0,00;0,45;42,87;;228,781;229,229;5,0074091;19,15800;1,56700;0,01700;0,0827672;;;;;;
;;282;19,24800;92,00000;0,019000;1,513;90,12;20,7000;-22,490;0,00;101,286;0,014;263,177;418,850;441,25;846,283;;;587,600;581,400;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;500,165729;0,00001;0,0000;;nan;0,32341;50,99301;45,4570675;20,152694;0,103600;23,899670;25,177819;0,0229;2,5895;;;0,00;0,45;42,76;;230,301;229,229;5,0016573;19,15800;1,56900;0,02300;0,0834891;;;;;;
;;283;19,23000;93,85000;0,021000;1,521;90,84;20,7000;-22,660;0,00;101,286;0,014;263,177;419,150;441,65;846,250;;;587,500;581,300;550,500;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;510,680689;0,00001;0,0000;;nan;0,36713;51,76635;45,9677482;20,347022;0,095679;24,147412;25,443647;0,0214;2,4168;;;0,00;0,46;43,63;;231,834;232,306;5,1068069;19,14600;1,58100;0,01800;0,0844387;;;;;;
;;284;19,22400;92,25000;0,027000;1,520;89,95;20,7000;-23,040;0,00;101,286;0,014;263,183;419,750;442,35;846,250;;;587,500;581,300;550,500;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;507,70899;0,00001;0,0000;;nan;0,48441;51,25161;46,4754572;20,158411;0,105503;23,957818;25,247745;0,0234;2,6444;;;0,00;0,45;43,38;;233,371;232,306;5,0770899;19,12900;1,59300;0,02600;0,0847359;;;;;;
;;285;19,21700;87,95000;0,028000;1,514;89,73;20,7000;-23,200;0,00;101,286;0,014;263,183;420,250;442,95;846,150;;;587,300;581,200;550,500;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;498,173849;0,00000;0,0000;;nan;0,49233;49,80889;46,9736310;19,671275;0,107928;23,406718;24,671042;0,0234;2,6434;;;0,00;0,44;42,50;;234,864;235,315;4,9817385;19,11300;1,61500;0,02100;0,0852077;;;;;;
;;286;19,21400;97,72500;0,015000;1,522;90,49;20,6000;-23,380;0,00;101,286;0,014;263,183;420,650;443,35;846,317;;;587,900;581,100;550,500;307,650;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;526,32155;0,00001;0,0000;;nan;0,24988;52,76582;47,4999526;20,725779;0,099489;24,684937;26,017037;0,0227;2,5696;;;0,00;0,47;44,86;;236,390;235,315;5,2632155;19,09200;1,62600;0,00600;0,0854428;;;;;;
;;287;19,22000;93,85000;0,004000;1,536;90,04;20,7000;-23,790;0,00;101,286;0,014;263,177;421,050;443,75;846,217;;;587,700;581,000;550,500;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;513,21239;0,00001;0,0000;;nan;0,02194;52,17626;48,0131649;20,301062;0,104463;24,202080;25,506883;0,0234;2,6452;;;0,00;0,46;43,79;;237,940;238,284;5,1321239;19,08900;1,62400;-0,00100;0,0850533;;;;;;
;;288;19,21800;91,65000;-0,005000;1,540;90,01;20,7000;-23,930;0,00;101,286;0,014;263,183;421,550;444,35;846,283;;;587,900;581,000;550,500;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;507,90482;0,00001;0,0000;;nan;-0,15838;51,66925;48,5210698;20,049805;0,104836;23,930926;25,225257;0,0232;2,6253;;;0,00;0,46;43,29;;239,431;238,284;5,0790482;19,10000;1,61000;-0,00600;0,0852294;;;;;;
;;289;19,20100;91,02500;0,003000;1,543;90,11;20,7000;-24,100;0,00;101,286;0,014;263,183;421,950;444,95;846,317;;;588,200;580,900;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;511,09346;0,00001;0,0000;;nan;0,00166;51,57201;49,0321632;19,971850;0,103678;23,860501;25,161109;0,0229;2,5897;;;0,00;0,46;43,55;;240,903;241,265;5,1109346;19,11900;1,59900;-0,00500;0,0861077;;;;;;
;;290;19,19000;87,27500;-0,006000;1,553;89,75;20,6000;-24,270;0,00;101,286;0,014;263,183;422,650;445,85;846,317;;;588,200;580,800;550,500;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;503,72078;0,00001;0,0000;;nan;-0,17385;50,79475;49,5358840;19,539927;0,107687;23,383208;24,666753;0,0233;2,6370;;;0,00;0,45;42,88;;242,352;241,265;5,0372078;19,11700;1,60900;0,01200;0,0867465;;;;;;
;;291;19,18800;93,05000;0,024000;1,565;89,77;20,6000;-24,680;0,00;101,288;0,014;263,183;423,050;446,45;846,117;;;587,800;580,700;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;517,68522;0,00001;0,0000;;nan;0,42424;52,84226;50,0535692;20,166513;0,107490;24,155875;25,492000;0,0240;2,7203;;;0,00;0,47;44,30;;243,805;244,217;5,1768522;19,09400;1,62700;0,01800;0,0863807;;;;;;
;;292;19,18100;90,47500;0,017000;1,567;90,61;20,6000;-24,850;0,00;101,288;0,014;263,177;423,550;446,95;846,050;;;587,700;580,600;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;512,93435;0,00001;0,0000;;nan;0,27927;52,14397;50,5665036;19,873777;0,098165;23,833365;25,150094;0,0217;2,4509;;;0,00;0,46;43,83;;245,268;244,217;5,1293435;19,07800;1,63800;0,02700;0,0868523;;;;;;
;;293;19,16500;96,45000;0,023000;1,569;91,13;20,6000;-25,000;0,00;101,286;0,014;263,177;423,850;447,35;845,817;;;587,100;580,500;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;534,567290;0,00001;0,0000;;nan;0,41105;53,89017;51,1010709;20,512258;0,092474;24,616479;25,981319;0,0211;2,3852;;;0,00;0,48;45,65;;246,759;247,232;5,3456729;19,07100;1,64500;0,02500;0,0877061;;;;;;
;;294;19,15800;89,70000;0,018000;1,581;90,47;20,6000;-25,400;0,00;101,292;0,014;263,183;424,050;447,55;845,950;;;587,600;580,400;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;517,3435;0,00001;0,0000;;nan;0,29764;52,36857;51,6184144;19,776806;0,099686;23,745071;25,060976;0,0219;2,4801;;;0,00;0,46;44,19;;248,249;247,232;5,1734350;19,06800;1,64400;0,02300;0,0880393;;;;;;
;;295;19,15800;88,90000;0,026000;1,593;89,93;20,6000;-25,540;0,00;101,288;0,014;263,183;424,550;448,25;846,150;;;588,300;580,300;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;513,390199;0,00001;0,0000;;nan;0,45320;52,51233;52,1318046;19,676820;0,105696;23,652880;24,973274;0,0232;2,6204;;;0,00;0,46;43,96;;249,674;250,174;5,1339020;19,06700;1,65100;0,01000;0,0878091;;;;;;
;;296;19,14600;92,95000;0,021000;1,615;90,16;20,6000;-25,720;0,00;101,288;0,014;263,183;425,150;448,85;846,083;;;588,200;580,200;550,400;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;527,62773;0,00001;0,0000;;nan;0,36278;54,42253;52,6594323;20,105832;0,103221;24,202738;25,551921;0,0231;2,6184;;;0,00;0,48;45,23;;251,112;250,174;5,2762773;19,05000;1,66400;-0,00500;0,0883229;;;;;;
;;297;19,12900;91,85000;0,006000;1,626;89,49;20,6000;-25,900;0,00;101,280;0,014;263,183;425,550;449,25;845,950;;;588,000;580,100;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;530,43723;0,00001;0,0000;;nan;0,06146;54,45430;53,1898695;19,977114;0,110639;24,070416;25,410962;0,0247;2,7910;;;0,00;0,48;45,36;;252,579;253,048;5,3043723;19,03000;1,68100;0,00400;0,0893738;;;;;;
;;298;19,11300;90,67500;-0,001000;1,624;90,47;20,6000;-26,310;0,00;101,292;0,014;263,183;425,950;449,75;846,050;;;588,400;580,000;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;532,91229;0,00001;0,0000;;nan;-0,07753;54,01081;53,7227818;19,839601;0,099738;23,927197;25,264132;0,0221;2,5015;;;0,00;0,48;45,45;;254,046;253,048;5,3291229;19,01400;1,69200;-0,00600;0,0904224;;;;;;
;;299;19,09200;93,22500;-0,006000;1,610;89,57;20,6000;-26,470;0,00;101,280;0,014;263,183;426,250;450,05;846,150;;;588,800;579,900;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;548,79058;0,00001;0,0000;;nan;-0,17891;54,25864;54,2715724;20,109555;0,109718;24,269852;25,624977;0,0247;2,7911;;;0,00;0,48;46,59;;255,544;256,041;5,4879058;19,00800;1,69500;0,00900;0,0918801;;;;;;
;;300;19,08900;90,12500;-0,005000;1,599;88,76;20,6000;-26,650;0,00;101,286;0,014;263,177;426,650;450,45;846,250;;;589,200;579,800;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;541,03027;0,00001;0,0000;;nan;-0,15611;52,94775;54,8126027;19,763107;0,118865;23,874113;25,205893;0,0263;2,9744;;;0,00;0,47;45,86;;257,049;256,041;5,4103027;19,00500;1,69800;0,00300;0,0921716;;;;;;
;;301;19,10000;91,40000;0,012000;1,609;89,53;20,6000;-27,070;0,00;101,280;0,014;263,177;427,250;451,15;846,283;;;589,400;579,700;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;538,84423;0,00001;0,0000;;nan;0,18025;53,62760;55,3514469;19,888431;0,110124;24,059293;25,405149;0,0245;2,7774;;;0,00;0,47;45,88;;258,518;259,023;5,3884423;18,99600;1,70600;0,01400;0,0912131;;;;;;
;;302;19,11900;87,50000;0,018000;1,627;89,11;20,6000;-27,240;0,00;101,288;0,014;263,177;427,650;451,55;846,250;;;589,400;579,600;550,300;307,650;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;518,973429;0,00001;0,0000;;nan;0,29273;53,05217;55,8704203;19,450387;0,114856;23,551414;24,867627;0,0251;2,8355;;;0,00;0,47;44,41;;259,923;259,023;5,1897343;18,98200;1,72300;0,00500;0,0898154;;;;;;
;;303;19,11700;93,35000;0,027000;1,638;89,67;20,6000;-27,420;0,00;101,278;0,014;263,183;428,250;452,45;846,250;;;589,600;579,500;550,200;307,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;535,0018;0,00001;0,0000;;nan;0,48243;55,14061;56,4054221;20,075988;0,108593;24,343026;25,718628;0,0245;2,7726;;;0,00;0,49;45,89;;261,308;261,893;5,3500180;18,96300;1,73800;0,03000;0,0897038;;;;;;
;;304;19,09400;89,92500;0,025000;1,645;88,78;20,6000;-27,590;0,00;101,278;0,014;263,177;428,550;452,75;846,383;;;590,100;579,400;550,200;307,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;532,458059;0,00001;0,0000;;nan;0,43402;54,33921;56,9378802;19,697356;0,118621;23,900649;25,250308;0,0263;2,9735;;;0,00;0,48;45,59;;262,713;261,893;5,3245806;18,94400;1,75500;0,02700;0,0910055;;;;;;
;;305;19,07800;89,52500;0,023000;1,644;88,45;20,6000;-27,980;0,00;101,280;0,014;263,177;428,850;453,15;846,383;;;590,200;579,300;550,200;307,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;536,748850;0,00001;0,0000;;nan;0,39370;54,16526;57,4746290;19,646623;0,122298;23,855779;25,207523;0,0270;3,0605;;;0,00;0,48;45,86;;264,110;264,706;5,3674885;18,92100;1,77400;0,02100;0,0919850;;;;;;
;;306;19,07100;89,67500;0,010000;1,651;89,61;20,6000;-28,160;0,00;101,278;0,014;263,183;429,150;453,45;846,317;;;590,100;579,200;550,200;307,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,60;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;539,80408;0,00001;0,0000;;nan;0,13892;54,42972;58,0144331;19,656201;0,109292;23,884106;25,236509;0,0242;2,7382;;;0,00;0,48;46,06;;265,513;264,706;5,3980408;18,89800;1,79000;0,00800;0,0924670;;;;;;
;;307;19,06800;88,37500;-0,005000;1,664;90,30;20,6000;-28,350;0,00;101,278;0,014;263,183;429,750;454,15;846,183;;;589,900;579,100;550,100;307,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,60;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;536,65734;0,00001;0,0000;;nan;-0,15403;54,43459;58,5510905;19,499579;0,101581;23,726921;25,074069;0,0223;2,5286;;;0,00;0,48;45,76;;266,904;267,480;5,3665734;18,89200;1,79200;-0,01200;0,0926670;;;;;;
