General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;187;19,86300;101,25000;-0,011000;1,006;92,66;20,1000;-5,160;0,00;101,212;0,009;263,170;378,150;390,15;848,083;;;584,800;588,100;551,900;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;355,00403;0,00000;0,0000;;nan;-0,37382;36,77644;7,13870289;22,250200;0,075532;23,823101;24,579090;0,0163;1,8430;;;0,00;0,32;30,21;;61,766;62,001;3,5500403;19,72700;1,09100;0,00300;0,0534947;;;;;;
;;188;19,84600;103,45001;0,002000;1,020;92,29;20,1000;-5,290;0,00;101,214;0,009;263,164;379,050;391,25;847,983;;;584,900;587,900;551,700;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;363,007;0,00000;0,0000;;nan;-0,08595;37,67401;7,50170989;22,463916;0,079485;24,109169;24,885140;0,0174;1,9637;;;0,00;0,33;30,98;;64,458;62,001;3,6300700;19,71700;1,09800;0,00300;0,0541853;;;;;;
;;189;19,82900;102,55000;0,009000;1,037;92,02;20,1000;-5,400;0,00;101,214;0,009;263,170;380,050;392,35;847,917;;;585,000;587,700;551,600;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;365,756969;0,00000;0,0000;;nan;0,07060;38,11759;7,86746686;22,336541;0,082452;24,035708;24,813604;0,0179;2,0311;;;0,00;0,34;31,28;;67,155;67,363;3,6575697;19,71000;1,10100;0,01500;0,0549118;;;;;;
;;190;19,81200;102,20000;0,009000;1,038;91,35;20,1000;-5,720;0,00;101,212;0,009;263,164;380,850;393,35;847,483;;;584,000;587,500;551,500;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;371,36001;0,00000;0,0000;;nan;0,07040;38,05111;8,23882687;22,274960;0,089764;24,019898;24,808262;0,0195;2,2107;;;0,00;0,34;31,66;;69,847;67,363;3,7136001;19,70900;1,10200;0,03700;0,0559130;;;;;;
;;191;19,79100;105,82500;0,018000;1,034;92,53;20,1000;-5,830;0,00;101,214;0,009;263,164;381,550;394,25;847,550;;;584,400;587,400;551,400;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;385,532979;0,00000;0,0000;;nan;0,27499;38,52781;8,62435985;22,645758;0,076925;24,464627;25,278939;0,0171;1,9305;;;0,00;0,34;32,79;;72,583;72,825;3,8553298;19,70600;1,10800;0,01300;0,0571043;;;;;;
;;192;19,78200;103,45001;0,016000;1,040;93,27;20,1000;-5,970;0,00;101,214;0,009;263,164;382,550;395,45;847,417;;;584,400;587,200;551,200;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;383,92067;0,00000;0,0000;;nan;0,22690;38,27546;9,00828052;22,360917;0,068982;24,220220;25,036952;0,0152;1,7146;;;0,00;0,34;32,63;;75,332;72,825;3,8392067;19,69500;1,11500;0,00600;0,0575926;;;;;;
;;193;19,78700;102,97500;0,022000;1,056;92,47;20,1000;-6,090;0,00;101,214;0,009;263,170;383,350;396,45;847,017;;;583,500;587,000;551,100;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;378,937649;0,00000;0,0000;;nan;0,35960;38,76477;9,38721817;22,286231;0,077615;24,189805;25,016430;0,0170;1,9276;;;0,00;0,34;32,38;;78,011;78,235;3,7893765;19,69200;1,11300;-0,00800;0,0570328;;;;;;
;;194;19,78600;97,32500;0,019000;1,065;92,57;20,1000;-6,410;0,00;101,206;0,005;263,164;384,050;397,35;846,850;;;583,300;586,800;551,000;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;367,984549;0,00000;0,0000;;nan;0,28446;37,98915;9,75520272;21,646455;0,076482;23,538285;24,353437;0,0163;1,8491;;;0,00;0,34;31,47;;80,583;78,235;3,6798455;19,70200;1,10500;-0,00100;0,0570209;;;;;;
;;195;19,77200;103,75000;0,025000;1,076;92,97;20,1000;-6,530;0,00;101,214;0,005;263,164;384,750;398,25;846,450;;;582,500;586,600;550,800;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;383,766400;0,00000;0,0000;;nan;0,42715;39,61248;10,1389691;22,329201;0,072202;24,324957;25,178464;0,0159;1,8048;;;0,00;0,35;32,86;;83,137;83,470;3,8376640;19,70400;1,10800;0,00100;0,0576524;;;;;;
;;196;19,75700;100,05000;0,004000;1,082;92,64;20,1000;-6,660;0,00;101,214;0,005;263,164;385,550;399,15;846,417;;;582,700;586,400;550,700;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;383,43787;0,00000;0,0000;;nan;-0,04008;39,08685;10,5224069;21,904667;0,075722;23,912095;24,755577;0,0164;1,8609;;;0,00;0,35;32,64;;85,718;83,470;3,8343787;19,69600;1,11800;0,00100;0,0587242;;;;;;
;;197;19,74300;95,05000;0,008000;1,084;92,99;20,1000;-6,790;0,00;101,214;0,009;263,164;386,450;400,25;846,217;;;582,400;586,200;550,600;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;378,11047;0,00000;0,0000;;nan;0,04612;38,12713;10,9005174;21,325433;0,071967;23,334121;24,167374;0,0153;1,7266;;;0,00;0,34;32,16;;88,238;88,545;3,7811047;19,67700;1,13200;0,01000;0,0594862;;;;;;
;;198;19,73300;98,67500;0,003000;1,091;92,95;20,1000;-7,130;0,00;101,206;0,009;263,164;386,950;400,95;846,017;;;582,100;586,000;550,500;307,350;;;;;0,00;0,00;0,00;3,00;2,28;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;388,68176;0,00000;0,0000;;nan;-0,06141;39,08536;11,2891992;21,714238;0,072354;23,790289;24,651031;0,0156;1,7707;;;0,00;0,35;33,01;;90,743;88,545;3,8868176;19,66500;1,14000;0,00700;0,0600576;;;;;;
;;199;19,73300;104,74999;0,003000;1,098;92,77;20,1000;-7,250;0,00;101,214;0,009;263,164;387,350;401,45;845,683;;;581,400;585,800;550,400;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;399,71054;0,00000;0,0000;;nan;-0,06323;40,52067;11,6889097;22,361127;0,074307;24,524350;25,417066;0,0166;1,8750;;;0,00;0,36;34,00;;93,300;93,604;3,9971054;19,65800;1,14700;0,01000;0,0599745;;;;;;
;;200;19,72700;101,94999;0,015000;1,101;92,52;20,1000;-7,370;0,00;101,214;0,009;263,164;387,950;402,25;845,250;;;580,500;585,600;550,200;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;395,18885;0,00000;0,0000;;nan;0,20167;40,05900;12,0840986;22,043177;0,077057;24,213090;25,105594;0,0170;1,9205;;;0,00;0,35;33,68;;95,846;93,604;3,9518885;19,65300;1,15400;0,02600;0,0601534;;;;;;
;;201;19,71700;98,02500;0,037000;1,102;92,70;20,1000;-7,500;0,00;101,214;0,009;263,164;388,550;403,05;845,583;;;581,800;585,400;550,100;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;389,25604;0,00000;0,0000;;nan;0,67185;39,28739;12,4733546;21,597994;0,075101;23,760775;24,647485;0,0162;1,8376;;;0,01;0,35;33,27;;98,314;98,609;3,8925604;19,64500;1,15700;0,01300;0,0604756;;;;;;
;;202;19,71000;99,10000;0,013000;1,108;92,11;20,1000;-7,840;0,00;101,214;0,009;263,164;389,350;403,95;845,717;;;582,500;585,200;550,000;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;395,04371;0,00000;0,0000;;nan;0,15517;39,68694;12,8683983;21,693778;0,081479;23,915289;24,812075;0,0177;2,0070;;;0,00;0,35;33,61;;100,747;98,609;3,9504371;19,64200;1,15500;0,02500;0,0611057;;;;;;
;;203;19,70900;99,85000;0,006000;1,115;92,37;20,1000;-7,960;0,00;101,212;0,009;263,164;389,850;404,65;845,317;;;581,600;585,000;549,900;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;396,66866;0,00000;0,0000;;nan;0,00362;40,07495;13,2650670;21,761746;0,078719;24,021025;24,932943;0,0172;1,9485;;;0,00;0,35;33,74;;103,176;103,450;3,9666866;19,65000;1,15000;0,01000;0,0611652;;;;;;
;;204;19,70600;99,82501;-0,008000;1,113;93,28;20,1000;-8,080;0,00;101,216;0,009;263,164;390,550;405,45;844,817;;;580,500;584,700;549,800;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;398,6408;0,00000;0,0000;;nan;-0,30015;39,95880;13,6637078;21,739513;0,068868;24,039571;24,956713;0,0151;1,7063;;;0,00;0,35;33,79;;105,585;103,450;3,9864080;19,66200;1,13700;0,01800;0,0615333;;;;;;
;;205;19,69500;97,00000;-0,001000;1,105;92,81;20,1000;-8,220;0,00;101,212;0,009;263,164;391,350;406,45;844,750;;;580,600;584,500;549,700;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;396,77497;0,00000;0,0000;;nan;-0,14601;39,05272;14,0604827;21,407781;0,073961;23,721233;24,636503;0,0160;1,8089;;;0,00;0,35;33,57;;107,961;108,216;3,9677497;19,67400;1,13200;-0,01000;0,0621993;;;;;;
;;206;19,69200;103,20000;0,001000;1,108;92,43;20,1000;-8,550;0,00;101,216;0,009;263,164;391,950;407,35;844,783;;;581,000;584,300;549,600;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;409,72293;0,00000;0,0000;;nan;-0,10644;40,36523;14,4702057;22,064443;0,078014;24,486342;25,448428;0,0174;1,9709;;;0,00;0,36;34,68;;110,347;108,216;4,0972293;19,66800;1,14100;0,00200;0,0623185;;;;;;
;;207;19,70200;101,20000;0,001000;1,118;93,08;20,1000;-8,650;0,00;101,216;0,009;263,164;392,750;408,05;844,683;;;581,000;584,100;549,500;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;400,71139;0,00000;0,0000;;nan;-0,10530;40,30924;14,8709171;21,827330;0,070987;24,272644;25,218210;0,0157;1,7772;;;0,00;0,36;34,03;;112,716;112,883;4,0071139;19,65700;1,14900;0,00900;0,0616053;;;;;;
;;208;19,70400;101,94999;0,010000;1,132;93,09;20,1000;-8,790;0,00;101,206;0,009;263,164;393,150;408,75;844,317;;;580,300;583,800;549,400;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;399,44439;0,00000;0,0000;;nan;0,09106;40,96832;15,2703615;21,896914;0,070922;24,374823;25,342004;0,0158;1,7843;;;0,00;0,36;34,09;;115,014;112,883;3,9944439;19,64900;1,16000;0,01300;0,0612136;;;;;;
;;209;19,69600;103,37500;0,007000;1,140;92,67;20,1000;-8,940;0,00;101,216;0,009;263,164;393,550;409,15;844,317;;;580,500;583,700;549,300;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;404,7428;0,00000;0,0000;;nan;0,02566;41,53781;15,6751043;22,038207;0,075420;24,557064;25,530486;0,0169;1,9116;;;0,00;0,37;34,53;;117,296;117,486;4,0474280;19,63200;1,17400;0,01900;0,0616304;;;;;;
;;210;19,67700;100,62500;0,010000;1,147;92,02;20,1000;-9,270;0,00;101,214;0,009;263,164;393,750;409,45;844,217;;;580,500;583,500;549,200;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;405,73115;0,00000;0,0000;;nan;0,09040;41,23454;16,0808354;21,737576;0,082454;24,234382;25,200680;0,0182;2,0628;;;0,00;0,36;34,57;;119,571;117,486;4,0573115;19,61600;1,18300;0,03100;0,0626422;;;;;;
;;211;19,66500;100,52500;0,026000;1,154;93,00;20,1000;-9,360;0,00;101,216;0,009;263,164;394,450;410,15;844,117;;;580,400;583,400;549,100;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;407,99731;0,00000;0,0000;;nan;0,43693;41,44047;16,4888327;21,707486;0,071871;24,243859;25,208819;0,0159;1,7986;;;0,00;0,37;34,85;;121,829;122,021;4,0799731;19,61000;1,18700;0,01700;0,0630836;;;;;;
;;212;19,65800;99,70000;0,013000;1,157;92,49;20,1000;-9,490;0,00;101,206;0,009;263,164;394,850;410,75;844,083;;;580,600;583,200;549,000;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;409,53992;0,00000;0,0000;;nan;0,15456;41,36138;16,8983726;21,607274;0,077358;24,156409;25,129151;0,0171;1,9298;;;0,00;0,37;34,88;;124,071;122,021;4,0953992;19,61200;1,18400;0,01700;0,0636182;;;;;;
;;213;19,65300;98,47500;0,025000;1,155;92,58;20,1000;-9,630;0,00;101,212;0,009;263,164;395,250;411,35;843,917;;;580,300;583,100;548,900;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;407,9409;0,00000;0,0000;;nan;0,41060;41,01143;17,3063135;21,463252;0,076414;24,019705;24,998116;0,0168;1,8964;;;0,00;0,36;34,78;;126,284;126,462;4,0794090;19,60600;1,19400;0,00900;0,0637973;;;;;;
;;214;19,64500;98,72500;0,010000;1,150;92,96;20,1000;-9,980;0,00;101,212;0,009;263,164;395,950;412,15;843,917;;;580,600;582,900;548,800;307,350;;;;;0,00;0,00;0,00;3,00;2,29;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;412,62914;0,00000;0,0000;;nan;0,08929;40,84139;17,7189427;21,471474;0,072301;24,071462;25,056328;0,0159;1,7985;;;0,00;0,36;35,01;;128,479;126,462;4,1262914;19,59100;1,20300;0,00800;0,0645092;;;;;;
;;215;19,64200;98,20000;0,018000;1,137;92,29;20,1000;-10,080;0,00;101,216;0,009;263,164;396,550;412,95;843,817;;;580,500;582,800;548,700;307,450;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;412,71744;0,00000;0,0000;;nan;0,25985;40,22044;18,1316601;21,398100;0,079522;24,025556;25,019174;0,0175;1,9751;;;0,00;0,36;34,97;;130,663;130,822;4,1271744;19,58500;1,20500;0,00100;0,0647466;;;;;;
;;216;19,65000;97,92500;-0,010000;1,132;91,74;20,1000;-10,210;0,00;101,206;0,009;263,164;396,950;413,45;843,983;;;581,200;582,700;548,600;307,350;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;411,405180;0,00000;0,0000;;nan;-0,33751;39,95906;18,5430653;21,357349;0,085533;24,003989;25,001762;0,0188;2,1230;;;0,00;0,35;34,69;;132,815;130,822;4,1140518;19,58800;1,20300;0,00300;0,0646609;;;;;;
;;217;19,66200;98,87500;0,002000;1,141;91,99;20,1000;-10,350;0,00;101,216;0,009;263,164;397,250;413,85;843,983;;;581,300;582,600;548,600;307,350;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;407,131349;0,00000;0,0000;;nan;-0,08208;40,47142;18,9501966;21,452591;0,082744;24,129256;25,137552;0,0182;2,0649;;;0,00;0,36;34,52;;134,919;135,065;4,0713135;19,59100;1,20300;-0,00100;0,0636997;;;;;;
;;218;19,67400;96,00000;0,009000;1,149;91,86;20,1000;-10,690;0,00;101,216;0,009;263,164;397,850;414,55;843,950;;;581,400;582,500;548,500;307,350;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;395,29209;0,00000;0,0000;;nan;0,06676;40,14108;19,3454887;21,122455;0,084183;23,793812;24,792572;0,0183;2,0720;;;0,00;0,35;33,67;;136,939;135,065;3,9529209;19,58300;1,21400;-0,00100;0,0628087;;;;;;
;;219;19,66800;100,27500;0,013000;1,160;92,91;20,1000;-10,810;0,00;101,212;0,009;263,164;398,350;415,25;843,817;;;581,100;582,400;548,500;307,450;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;404,88679;0,00000;0,0000;;nan;0,15432;41,41011;19,7503755;21,574084;0,072843;24,333101;25,365434;0,0162;1,8343;;;0,00;0,37;34,56;;138,925;139,146;4,0488679;19,56500;1,23000;0,00000;0,0629880;;;;;;
;;220;19,65700;98,82499;0,019000;1,174;92,52;20,1000;-10,960;0,00;101,216;0,009;263,164;398,850;415,85;843,650;;;580,800;582,300;548,400;307,450;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;404,338879;0,00000;0,0000;;nan;0,28129;41,60247;20,1547144;21,404104;0,077023;24,171685;25,201943;0,0170;1,9270;;;0,00;0,37;34,58;;140,919;139,146;4,0433888;19,54300;1,24900;0,02100;0,0634056;;;;;;
;;221;19,64900;92,95000;0,031000;1,183;93,18;20,1000;-11,090;0,00;101,212;0,009;263,164;399,250;416,35;843,583;;;580,800;582,200;548,300;307,450;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;393,3295;0,00000;0,0000;;nan;0,52116;40,64990;20,5480439;20,747735;0,069886;23,453944;24,458483;0,0150;1,6969;;;0,00;0,36;33,72;;142,847;143,029;3,9332950;19,52700;1,26000;0,01700;0,0636330;;;;;;
;;222;19,63200;98,05000;0,017000;1,187;92,21;20,1000;-11,430;0,00;101,212;0,009;263,164;399,650;416,85;843,617;;;581,000;582,100;548,300;307,450;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;410,8986;0,00000;0,0000;;nan;0,23738;41,87677;20,9589425;21,298663;0,080378;24,100854;25,138098;0,0177;2,0059;;;0,00;0,37;35,07;;144,775;143,029;4,1089860;19,52000;1,25900;0,01600;0,0647622;;;;;;
;;223;19,61600;95,52500;0,017000;1,184;92,88;20,1000;-11,530;0,00;101,212;0,005;263,164;400,150;417,55;843,417;;;580,400;582,100;548,300;307,450;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;411,451420;0,00000;0,0000;;nan;0,23416;41,19917;21,3703939;21,009493;0,073149;23,803382;24,838440;0,0159;1,8037;;;0,00;0,36;35,02;;146,741;146,861;4,1145142;19,52400;1,25900;0,01300;0,0657486;;;;;;
;;224;19,61000;93,47500;0,009000;1,194;92,07;20,1000;-11,670;0,00;101,212;0,005;263,164;400,850;418,35;843,450;;;580,700;582,000;548,200;307,450;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;408,70632;0,00000;0,0000;;nan;0,06563;41,07851;21,7791002;20,764680;0,081891;23,567169;24,596046;0,0177;1,9996;;;0,00;0,36;34,77;;148,677;146,861;4,0870632;19,52100;1,26400;0,00200;0,0660816;;;;;;
;;225;19,61200;97,42500;0,008000;1,203;92,41;20,1000;-11,820;0,00;101,216;0,009;263,164;401,250;419,05;843,450;;;580,800;581,900;548,200;307,450;;;;;0,00;0,00;0,00;3,00;2,30;0,000;0,000;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;415,7085;0,00000;0,0000;;nan;0,04582;42,24662;22,1948087;21,188301;0,078224;24,071960;25,139825;0,0173;1,9523;;;0,00;0,37;35,42;;150,603;150,755;4,1570850;19,51300;1,27200;0,00300;0,0658684;;;;;;
