General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;524;20,94100;107,77500;0,002000;0,052;100,22;20,8000;-68,590;0,00;101,234;0,009;263,196;357,250;357,35;847,050;;;580,400;581,600;559,700;305,750;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,87029;0,00000;0,0000;;nan;-0,08642;0,05313;160,593712;23,617904;-0,002482;23,889874;23,896561;-0,0005;-0,0589;;;0,00;0,00;0,36;;391,628;392,392;0,0487029;20,94700;0,05100;-0,00300;0,0006878;;;;;;
;;525;20,94200;106,87500;0,004000;0,052;100,18;20,8000;-68,590;0,00;101,238;0,009;263,196;356,950;357,15;847,050;;;580,300;581,700;559,700;305,750;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,24628000;0,00000;0,0000;;nan;-0,03913;0,05293;160,597958;23,528965;-0,002081;23,779925;23,793248;-0,0004;-0,0491;;;0,00;0,00;0,33;;390,797;390,723;0,0424628;20,94600;0,05100;-0,01900;0,0006021;;;;;;
;;526;20,94400;110,40000;0,008000;0,052;100,17;20,8000;-68,590;0,00;101,234;0,009;263,196;356,750;356,85;846,983;;;580,100;581,700;559,700;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,08528999;0,00000;0,0000;;nan;0,05570;0,05381;160,601043;23,920541;-0,002015;24,162132;24,168905;-0,0004;-0,0483;;;0,00;0,00;0,27;;389,968;390,723;0,0308529;20,94600;0,05100;-0,01000;0,0004308;;;;;;
;;527;20,94500;110,70000;0,001000;0,052;100,19;20,8000;-68,600;0,00;101,236;0,009;263,196;356,450;356,55;846,983;;;580,000;581,800;559,700;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,29768;0,00000;0,0000;;nan;-0,11160;0,05390;160,604341;23,963098;-0,002187;24,184764;24,191549;-0,0005;-0,0525;;;0,00;0,00;0,24;;389,140;389,068;0,0329768;20,94700;0,05100;-0,00100;0,0004590;;;;;;
;;528;20,94400;111,57500;-0,008000;0,052;100,19;20,8000;-68,600;0,00;101,240;0,009;263,196;356,250;356,25;846,983;;;580,000;581,800;559,700;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,57442;0,00000;0,0000;;nan;-0,32820;0,05413;160,608915;24,064368;-0,002173;24,273344;24,273344;-0,0005;-0,0524;;;0,00;0,00;0,27;;388,318;389,068;0,0457442;20,94500;0,05100;-0,00700;0,0006332;;;;;;
;;529;20,94500;109,40000;0,002000;0,052;100,19;20,8000;-68,590;0,00;101,236;0,009;263,196;355,950;355,95;847,017;;;580,100;581,800;559,700;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,1895;0,00000;0,0000;;nan;-0,08723;0,05363;160,612105;23,838703;-0,002226;24,025470;24,025470;-0,0005;-0,0531;;;0,00;0,00;0,24;;387,500;387,424;0,0318950;20,94600;0,05100;0,01700;0,0004463;;;;;;
;;530;20,94700;105,65000;0,001000;0,051;100,21;20,8000;-68,600;0,00;101,236;0,009;263,196;355,750;355,75;846,983;;;579,900;581,900;559,700;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,46512;0,00000;0,0000;;nan;-0,10913;0,01216;160,614570;23,433154;-0,002392;23,603474;23,603474;-0,0005;-0,0561;;;0,00;0,00;0,18;;386,682;387,424;0,0246512;20,94700;0,05000;0,02600;0,0003509;;;;;;
;;531;20,94600;104,15000;0,026000;0,052;100,22;20,8000;-68,610;0,00;101,234;0,009;263,196;355,550;355,55;846,850;;;579,500;581,900;559,700;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,5579;0,00000;0,0000;;nan;0,47224;0,05235;160,615128;23,272753;-0,002514;23,428728;23,428728;-0,0005;-0,0585;;;0,00;0,00;0,21;;385,865;385,788;0,0055790;20,94800;0,05000;0,02100;0,0000822;;;;;;
;;532;20,94600;105,20000;0,018000;0,051;100,22;20,8000;-68,610;0,00;101,234;0,009;263,196;355,350;355,25;846,717;;;579,200;581,900;559,600;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,36512000;0,00000;0,0000;;nan;0,28796;0,01215;160,616493;23,396353;-0,002531;23,539907;23,533283;-0,0005;-0,0591;;;0,00;0,00;0,21;;385,049;385,788;0,0136512;20,94700;0,05000;0,02200;0,0001961;;;;;;
;;533;20,94400;106,62500;0,014000;0,051;100,19;20,8000;-68,610;0,00;101,226;0,009;263,196;355,150;355,05;846,650;;;579,000;581,900;559,600;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,58823;0,00000;0,0000;;nan;0,19594;0,01223;160,619081;23,560911;-0,002244;23,692133;23,685462;-0,0005;-0,0528;;;0,00;0,00;0,27;;384,240;384,165;0,0258823;20,94500;0,05100;0,01400;0,0003675;;;;;;
;;534;20,94500;106,37500;-0,004000;0,052;100,20;20,8000;-68,610;0,00;101,228;0,009;263,196;354,950;354,85;846,650;;;579,000;581,900;559,600;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,689;0,00000;0,0000;;nan;-0,22708;0,05295;160,622770;23,539901;-0,002350;23,657677;23,651011;-0,0005;-0,0552;;;0,00;0,00;0,24;;383,437;384,165;0,0368900;20,94600;0,05100;0,00300;0,0005222;;;;;;
;;535;20,94600;107,80000;-0,003000;0,051;100,22;20,8000;-68,610;0,00;101,228;0,009;263,196;354,750;354,65;846,650;;;579,100;581,900;559,500;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,28494;0,00000;0,0000;;nan;-0,20501;0,01230;160,626055;23,703727;-0,002502;23,808899;23,802187;-0,0005;-0,0591;;;0,00;0,00;0,21;;382,638;382,561;0,0328494;20,94700;0,05000;0,00600;0,0004618;;;;;;
;;536;20,94600;109,60000;-0,019000;0,051;100,22;20,8000;-68,610;0,00;101,236;0,009;263,196;354,550;354,35;846,650;;;579,100;581,900;559,500;305,850;;;;;0,00;0,00;0,00;3,00;2,04;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,77394;0,00000;0,0000;;nan;-0,58851;0,01241;160,630829;23,907545;-0,002471;24,000083;23,986545;-0,0005;-0,0588;;;-0,01;0,00;0,21;;381,844;382,561;0,0477394;20,94600;0,05100;-0,00100;0,0006642;;;;;;
;;537;20,94700;111,15000;-0,010000;0,051;100,22;20,8000;-68,610;0,00;101,228;0,009;263,196;354,250;354,05;846,583;;;579,000;581,900;559,400;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,54586;0,00000;0,0000;;nan;-0,37657;0,01250;160,634375;24,086198;-0,002453;24,158968;24,145329;-0,0005;-0,0588;;;0,00;0,00;0,18;;381,053;380,973;0,0354586;20,94600;0,05000;-0,00100;0,0004900;;;;;;
;;538;20,94600;113,90000;-0,001000;0,051;100,22;20,8000;-68,600;0,00;101,232;0,009;263,196;354,050;353,85;846,517;;;578,800;581,900;559,400;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,19361999;0,00000;0,0000;;nan;-0,16226;0,01266;160,637569;24,389226;-0,002535;24,449100;24,435289;-0,0005;-0,0615;;;0,00;0,00;0,22;;380,264;380,973;0,0319362;20,94600;0,05000;0,01000;0,0004365;;;;;;
;;539;20,94600;109,15000;-0,007000;0,051;100,18;20,8000;-68,600;0,00;101,232;0,009;263,196;353,850;353,55;846,383;;;578,500;581,900;559,300;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,6745;0,00000;0,0000;;nan;-0,30188;0,01240;160,641243;23,882002;-0,002137;23,927107;23,906821;-0,0004;-0,0507;;;0,00;0,00;0,21;;379,478;379,400;0,0367450;20,94800;0,05000;0,00500;0,0005124;;;;;;
;;540;20,94700;108,19999;0,017000;0,051;100,23;20,8000;-68,610;0,00;101,232;0,009;263,196;353,650;353,35;846,350;;;578,400;581,900;559,300;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,04791;0,00000;0,0000;;nan;0,26900;0,01235;160,642291;23,784567;-0,002618;23,816019;23,795816;-0,0005;-0,0619;;;0,00;0,00;0,18;;378,693;379,400;0,0104791;20,94500;0,05000;0,01700;0,0001484;;;;;;
;;541;20,94500;112,95000;0,026000;0,050;100,20;20,8000;-68,620;0,00;101,232;0,009;263,196;353,350;353,15;846,317;;;578,400;581,900;559,200;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,20777;0,00000;0,0000;;nan;0,49331;-0,02945;160,643499;24,311347;-0,002259;24,322846;24,309079;-0,0005;-0,0545;;;0,00;0,00;0,25;;377,908;377,834;0,0120777;20,94600;0,05000;0,00200;0,0001679;;;;;;
;;542;20,94600;107,72501;0,021000;0,050;100,21;20,8000;-68,620;0,00;101,242;0,009;263,196;353,250;352,95;846,217;;;578,200;581,800;559,200;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,20339;0,00000;0,0000;;nan;0,36335;-0,02876;160,644702;23,745736;-0,002450;23,750244;23,730074;-0,0005;-0,0577;;;0,00;0,00;0,21;;377,127;377,834;0,0120339;20,94600;0,05000;0,01000;0,0001708;;;;;;
;;543;20,94700;112,27500;0,022000;0,050;100,23;20,8000;-68,620;0,00;101,232;0,009;263,196;353,050;352,75;846,050;;;577,800;581,800;559,100;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,697;0,00000;0,0000;;nan;0,39525;-0,02937;160,645399;24,248891;-0,002646;24,239763;24,219165;-0,0006;-0,0636;;;0,00;0,00;0,18;;376,349;376,274;0,0069700;20,94800;0,04900;-0,00200;0,0000977;;;;;;
;;544;20,94800;107,85000;0,014000;0,051;100,22;20,8000;-68,620;0,00;101,230;0,009;263,190;352,850;352,55;846,050;;;577,900;581,800;559,000;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,88942;0,00000;0,0000;;nan;0,19770;0,01234;160,646289;23,772971;-0,002531;23,750560;23,730367;-0,0005;-0,0596;;;0,00;0,00;0,15;;375,573;376,274;0,0088942;20,94700;0,05000;0,00000;0,0001259;;;;;;
;;545;20,94700;110,07500;0,003000;0,051;100,19;20,8000;-68,620;0,00;101,230;0,009;263,196;352,650;352,45;846,017;;;577,800;581,800;559,000;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,34368;0,00000;0,0000;;nan;-0,06393;0,01247;160,648632;24,023753;-0,002229;23,987502;23,973898;-0,0005;-0,0531;;;0,00;0,00;0,18;;374,802;374,729;0,0234368;20,94700;0,04900;-0,00900;0,0003256;;;;;;
;;546;20,94500;108,75000;0,006000;0,050;100,20;20,8000;-68,620;0,00;101,230;0,009;263,190;352,450;352,15;845,883;;;577,600;581,700;558,900;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,01205;0,00000;0,0000;;nan;0,00795;-0,02893;160,651644;23,885500;-0,002342;23,835931;23,815642;-0,0005;-0,0554;;;0,00;0,00;0,24;;374,037;374,729;0,0301205;20,94700;0,04900;-0,01300;0,0004210;;;;;;
;;547;20,94600;112,72500;-0,001000;0,051;100,21;20,8000;-68,620;0,00;101,232;0,009;263,196;352,250;351,95;845,683;;;577,000;581,700;558,900;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,18521;0,00000;0,0000;;nan;-0,16183;0,01263;160,654829;24,325013;-0,002414;24,260757;24,240095;-0,0005;-0,0581;;;0,00;0,00;0,22;;373,277;373,203;0,0318521;20,94800;0,05000;0,00500;0,0004365;;;;;;
;;548;20,94700;112,50000;-0,001000;0,050;100,21;20,8000;-68,620;0,00;101,234;0,009;263,190;352,150;351,85;845,650;;;577,100;581,600;558,800;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,83467;0,00000;0,0000;;nan;-0,16169;-0,02944;160,657664;24,304175;-0,002414;24,233093;24,212448;-0,0005;-0,0580;;;0,00;0,00;0,18;;372,519;373,203;0,0283467;20,94700;0,05000;0,00400;0,0003888;;;;;;
;;549;20,94600;104,62500;0,010000;0,050;100,21;20,8000;-68,620;0,00;101,234;0,009;263,190;351,950;351,65;845,617;;;577,100;581,600;558,700;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,17367;0,00000;0,0000;;nan;0,10138;-0,02840;160,659838;23,444756;-0,002403;23,362911;23,342996;-0,0005;-0,0557;;;0,00;0,00;0,21;;371,763;371,689;0,0217367;20,94700;0,05000;0,00800;0,0003100;;;;;;
;;550;20,94600;114,32500;0,005000;0,050;100,22;20,8000;-68,630;0,00;101,234;0,009;263,196;351,750;351,45;845,650;;;577,200;581,600;558,700;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,74114999;0,00000;0,0000;;nan;-0,01631;-0,02969;160,662579;24,514442;-0,002517;24,414981;24,394158;-0,0005;-0,0610;;;0,00;0,00;0,22;;371,010;371,689;0,0274115;20,94700;0,04900;0,00800;0,0003733;;;;;;
;;551;20,94600;111,30000;0,017000;0,050;100,18;20,8000;-68,630;0,00;101,234;0,009;263,196;351,550;351,25;845,583;;;577,200;581,500;558,600;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,59602;0,00000;0,0000;;nan;0,27364;-0,02931;160,664175;24,194825;-0,002069;24,082959;24,062408;-0,0004;-0,0494;;;0,00;0,00;0,21;;370,259;370,184;0,0159602;20,94800;0,04900;0,01400;0,0002214;;;;;;
;;552;20,94800;111,60000;0,002000;0,050;100,19;20,8000;-68,630;0,00;101,234;0,009;263,190;351,450;351,15;845,517;;;577,100;581,500;558,500;305,850;;;;;0,00;0,00;0,00;3,00;2,05;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,10967;0,00000;0,0000;;nan;-0,08866;-0,02935;160,666285;24,230857;-0,002217;24,111965;24,091382;-0,0005;-0,0530;;;0,00;0,00;0,15;;369,511;370,184;0,0210967;20,94900;0,04900;0,00500;0,0002905;;;;;;
;;553;20,94500;110,32500;0,010000;0,050;100,17;20,8000;-68,630;0,00;101,236;0,009;263,190;351,350;350,95;845,450;;;577,000;581,500;558,400;305,850;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,67031;0,00000;0,0000;;nan;0,10420;-0,02919;160,668955;24,095472;-0,002049;23,970421;23,943132;-0,0004;-0,0487;;;0,00;0,00;0,24;;368,767;368,692;0,0267031;20,94900;0,04900;0,00600;0,0003704;;;;;;
;;554;20,94600;112,90000;-0,002000;0,049;100,20;20,8000;-68,630;0,00;101,236;0,009;263,190;351,150;350,85;845,350;;;576,800;581,400;558,400;305,850;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,47080999;0,00000;0,0000;;nan;-0,18654;-0,07172;160,672426;24,381987;-0,002307;24,241642;24,220931;-0,0005;-0,0555;;;0,00;0,00;0,22;;368,027;368,692;0,0347081;20,94800;0,05000;0,00200;0,0004745;;;;;;
;;555;20,94600;108,72500;0,000000;0,050;100,22;20,8000;-68,630;0,00;101,232;0,009;263,190;350,950;350,65;845,317;;;576,800;581,400;558,300;305,850;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,13336;0,00000;0,0000;;nan;-0,13534;-0,02899;160,675559;23,933739;-0,002495;23,782421;23,762091;-0,0005;-0,0589;;;0,00;0,00;0,21;;367,291;367,215;0,0313336;20,94700;0,05000;0,01000;0,0004365;;;;;;
;;556;20,94800;111,64999;-0,009000;0,049;100,18;20,8000;-68,640;0,00;101,236;0,009;263,190;350,850;350,45;845,217;;;576,700;581,300;558,200;305,850;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,22328;0,00000;0,0000;;nan;-0,35504;-0,07136;160,678782;24,256999;-0,002111;24,096769;24,069297;-0,0004;-0,0504;;;0,00;0,00;0,15;;366,558;367,215;0,0322328;20,94600;0,05000;0,00300;0,0004423;;;;;;
;;557;20,94700;110,77500;-0,013000;0,049;100,19;20,8000;-68,640;0,00;101,236;0,009;263,190;350,650;350,35;845,150;;;576,500;581,300;558,200;305,850;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,01825;0,00000;0,0000;;nan;-0,45022;-0,07110;160,682801;24,168651;-0,002220;23,995319;23,974789;-0,0005;-0,0528;;;0,00;0,00;0,18;;365,829;365,754;0,0401825;20,94600;0,04900;0,00000;0,0005533;;;;;;
;;558;20,94700;113,70000;0,005000;0,050;100,22;20,8000;-68,640;0,00;101,236;0,009;263,196;350,550;350,15;845,083;;;576,400;581,300;558,100;305,850;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,29489;0,00000;0,0000;;nan;-0,01629;-0,02966;160,685096;24,489150;-0,002482;24,306585;24,278850;-0,0005;-0,0598;;;0,00;0,00;0,19;;365,101;365,754;0,0229489;20,94700;0,04900;0,00000;0,0003129;;;;;;
;;559;20,94700;111,57500;0,004000;0,050;100,23;20,8000;-68,640;0,00;101,236;0,009;263,190;350,350;349,95;844,983;;;576,200;581,300;558,000;305,850;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,36671;0,00000;0,0000;;nan;-0,04036;-0,02939;160,687462;24,266148;-0,002552;24,071504;24,044022;-0,0005;-0,0609;;;0,00;0,00;0,18;;364,375;364,302;0,0236671;20,94600;0,04900;0,00700;0,0003256;;;;;;
;;560;20,94800;108,30000;0,008000;0,050;100,23;20,8000;-68,640;0,00;101,238;0,009;263,190;350,250;349,85;844,883;;;576,100;581,200;557,900;305,850;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,53363;0,00000;0,0000;;nan;0,05568;-0,02896;160,688996;23,910773;-0,002612;23,712210;23,685129;-0,0005;-0,0614;;;0,00;0,00;0,15;;363,651;364,302;0,0153363;20,94700;0,04900;0,01000;0,0002146;;;;;;
;;561;20,94700;108,30000;0,008000;0,049;100,23;20,8000;-68,650;0,00;101,238;0,009;263,190;350,250;349,85;844,883;;;576,100;581,200;557,900;305,950;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,05736;0,00000;0,0000;;nan;0,05568;-0,07034;160,691053;23,910773;-0,002612;23,712210;23,685129;-0,0005;-0,0614;;;0,00;0,00;0,18;;362,929;362,858;0,0205736;20,94700;0,04900;0,01900;0,0002876;;;;;;
;;562;20,94700;110,30000;0,014000;0,049;100,20;20,8000;-68,650;0,00;101,230;0,009;263,190;350,050;349,65;844,850;;;576,100;581,200;557,800;305,950;;;;;0,00;0,00;0,00;3,00;2,06;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,52345999;0,00000;0,0000;;nan;0,20073;-0,07100;160,692577;24,137438;-0,002350;23,923324;23,895987;-0,0005;-0,0557;;;0,00;0,00;0,18;;362,210;362,858;0,0152346;20,94700;0,04900;0,00900;0,0002117;;;;;;
