General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;364;20,94000;95,92500;0,003000;0,055;100,33;19,6000;-68,380;0,00;101,864;0,000;263,203;391,450;393,55;1019,383;;;745,300;761,300;732,100;318,350;;;;;0,00;0,00;0,00;3,00;2,75;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,65703;0,00000;0,0000;;nan;0,07704;0,23469;161,604292;21,286106;-0,002732;23,592436;23,719001;-0,0006;-0,0643;;;0,00;0,00;0,30;;601,433;602,507;0,0365703;20,94400;0,05200;-0,00700;0,0005726;;;;;;
;;365;20,94000;99,12500;0,014000;0,055;100,30;19,6000;-68,380;0,00;101,864;0,000;263,203;391,050;393,15;1019,283;;;745,200;761,200;732,000;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,80897;0,00000;0,0000;;nan;0,31558;0,23869;161,607100;21,649302;-0,002468;23,970465;24,099190;-0,0005;-0,0591;;;0,00;0,00;0,31;;599,473;598,580;0,0280897;20,94400;0,05200;0,01100;0,0004335;;;;;;
;;366;20,94100;98,02500;0,009000;0,055;100,31;19,5000;-68,390;0,00;101,866;0,000;263,203;390,650;392,65;1019,150;;;745,000;761,100;731,900;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,81617;0,00000;0,0000;;nan;0,20670;0,23749;161,609917;21,539864;-0,002511;23,824899;23,946874;-0,0005;-0,0597;;;0,00;0,00;0,28;;597,525;598,580;0,0281617;20,94400;0,05200;0,01900;0,0004364;;;;;;
;;367;20,94100;96,17500;0,009000;0,054;100,30;19,5000;-68,390;0,00;101,862;0,000;263,203;390,350;392,15;1019,150;;;745,000;761,100;731,900;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,8716;0,00000;0,0000;;nan;0,20482;0,19846;161,612788;21,343836;-0,002472;23,589944;23,698724;-0,0005;-0,0582;;;0,00;0,00;0,28;;595,589;594,701;0,0287160;20,94200;0,05200;0,00900;0,0004490;;;;;;
;;368;20,94100;101,92500;-0,002000;0,054;100,29;19,5000;-68,390;0,00;101,872;0,000;263,203;389,950;391,85;1019,250;;;745,500;761,000;731,800;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,88217;0,00000;0,0000;;nan;-0,02993;0,20442;161,616670;21,983880;-0,002315;24,272446;24,390711;-0,0005;-0,0561;;;0,00;0,00;0,29;;593,668;594,701;0,0388217;20,94300;0,05200;0,00900;0,0005882;;;;;;
;;369;20,94000;100,52500;-0,001000;0,054;100,31;19,5000;-68,390;0,00;101,864;0,000;263,203;389,650;391,35;1019,050;;;745,100;760,900;731,700;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,16918;0,00000;0,0000;;nan;-0,00798;0,20309;161,620840;21,840781;-0,002532;24,095898;24,201025;-0,0005;-0,0608;;;0,00;0,00;0,31;;591,761;590,878;0,0416918;20,94400;0,05200;-0,00200;0,0006359;;;;;;
;;370;20,94300;99,40000;-0,006000;0,054;100,33;19,5000;-68,390;0,00;101,864;0,000;263,203;389,250;390,95;1018,817;;;744,600;760,800;731,600;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,38196;0,00000;0,0000;;nan;-0,11617;0,20205;161,624222;21,729380;-0,002742;23,948385;24,052977;-0,0006;-0,0655;;;0,00;0,00;0,23;;589,866;590,878;0,0338196;20,94500;0,05100;0,00200;0,0005180;;;;;;
;;371;20,94300;101,30001;-0,017000;0,053;100,29;19,5000;-68,400;0,00;101,866;0,000;263,203;388,950;390,65;1018,317;;;743,200;760,800;731,500;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,42131;0,00000;0,0000;;nan;-0,35778;0,16615;161,628643;21,944531;-0,002364;24,166867;24,272494;-0,0005;-0,0570;;;0,00;0,00;0,23;;587,983;587,109;0,0442131;20,94500;0,05200;-0,00100;0,0006698;;;;;;
;;372;20,94200;100,75000;-0,016000;0,053;100,29;19,5000;-68,390;0,00;101,864;0,000;263,203;388,550;390,25;1018,283;;;743,300;760,700;731,400;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,72457;0,00000;0,0000;;nan;-0,33518;0,16578;161,633367;21,896138;-0,002392;24,088775;24,194169;-0,0005;-0,0574;;;0,00;0,00;0,26;;586,116;587,109;0,0472457;20,94400;0,05100;0,00600;0,0007175;;;;;;
;;373;20,94200;98,45000;-0,008000;0,053;100,29;19,5000;-68,390;0,00;101,866;0,000;263,203;388,250;389,95;1018,050;;;742,800;760,600;731,300;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,01017;0,00000;0,0000;;nan;-0,15890;0,16394;161,637378;21,653125;-0,002352;23,803034;23,907259;-0,0005;-0,0558;;;0,00;0,00;0,26;;584,259;583,388;0,0401017;20,94500;0,05100;0,00800;0,0006163;;;;;;
;;374;20,94200;103,42499;-0,005000;0,053;100,22;19,5000;-68,390;0,00;101,862;0,000;263,203;387,950;389,55;1018,117;;;743,100;760,600;731,200;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,85727;0,00000;0,0000;;nan;-0,09658;0,16810;161,641235;22,202063;-0,001697;24,387617;24,488197;-0,0004;-0,0413;;;0,00;0,00;0,26;;582,412;583,388;0,0385727;20,94600;0,05100;0,00800;0,0005784;;;;;;
;;375;20,94200;101,12499;-0,007000;0,052;100,28;19,5000;-68,400;0,00;101,862;0,000;263,203;387,650;389,15;1017,917;;;742,600;760,500;731,200;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,56;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,06687;0,00000;0,0000;;nan;-0,13929;0,12835;161,645302;21,962300;-0,002210;24,105596;24,198872;-0,0005;-0,0531;;;0,00;0,00;0,26;;580,578;579,713;0,0406687;20,94500;0,05100;0,01700;0,0006163;;;;;;
;;376;20,94200;99,75000;0,011000;0,052;100,27;19,5000;-68,400;0,00;101,866;0,000;263,203;387,250;388,75;1017,917;;;742,800;760,400;731,100;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,5395;0,00000;0,0000;;nan;0,25291;0,12754;161,647841;21,823741;-0,002144;23,928798;24,021486;-0,0005;-0,0511;;;0,00;0,00;0,26;;578,752;579,713;0,0253950;20,94500;0,05100;0,02700;0,0003886;;;;;;
;;377;20,94400;99,07500;0,019000;0,052;100,28;19,5000;-68,390;0,00;101,870;0,000;263,203;386,950;388,45;1018,017;;;743,200;760,400;731,000;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,07735;0,00000;0,0000;;nan;0,42555;0,12716;161,648919;21,758205;-0,002232;23,838460;23,930869;-0,0005;-0,0530;;;0,00;0,00;0,20;;576,933;576,074;0,0107735;20,94500;0,05000;-0,00500;0,0001666;;;;;;
;;378;20,94400;101,80001;0,009000;0,052;100,25;19,5000;-68,390;0,00;101,868;0,000;263,203;386,650;388,15;1017,883;;;742,900;760,400;730,900;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,93638;0,00000;0,0000;;nan;0,21174;0,12894;161,650855;22,063954;-0,001945;24,154699;24,248407;-0,0004;-0,0468;;;0,00;0,00;0,21;;575,124;576,074;0,0193638;20,94500;0,05000;-0,00600;0,0002932;;;;;;
;;379;20,94400;96,95000;0,009000;0,052;100,29;19,5000;-68,390;0,00;101,868;0,000;263,203;386,450;387,85;1017,850;;;742,800;760,400;730,900;318,450;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,89018;0,00000;0,0000;;nan;0,20669;0,12587;161,652745;21,537520;-0,002376;23,566185;23,651559;-0,0005;-0,0558;;;0,00;0,00;0,20;;573,328;572,473;0,0189018;20,94600;0,05000;0,00200;0,0002932;;;;;;
;;380;20,94200;98,72500;-0,002000;0,052;100,30;19,5000;-68,390;0,00;101,870;0,000;263,203;386,150;387,55;1017,917;;;743,200;760,300;730,800;318,450;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,61061000;0,00000;0,0000;;nan;-0,02960;0,12706;161,656356;21,742226;-0,002508;23,771704;23,857890;-0,0005;-0,0594;;;0,00;0,00;0,26;;571,546;572,473;0,0361061;20,94600;0,05100;-0,01000;0,0005531;;;;;;
;;381;20,94300;100,20000;0,002000;0,051;100,30;19,5000;-68,400;0,00;101,870;0,000;263,203;385,750;387,15;1017,950;;;743,400;760,300;730,700;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,99033999;0,00000;0,0000;;nan;0,05749;0,09022;161,659346;21,915398;-0,002499;23,936219;24,023091;-0,0005;-0,0596;;;0,00;0,00;0,23;;569,777;568,923;0,0299034;20,94500;0,05100;-0,01900;0,0004548;;;;;;
;;382;20,94400;98,50000;-0,001000;0,052;100,27;19,5000;-68,400;0,00;101,870;0,000;263,203;385,450;386,75;1017,850;;;743,200;760,200;730,700;318,350;;;;;0,00;0,00;0,00;3,00;2,76;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,73886;0,00000;0,0000;;nan;-0,00794;0,12704;161,662085;21,737147;-0,002180;23,723069;23,803079;-0,0005;-0,0515;;;0,00;0,00;0,20;;568,018;568,923;0,0273886;20,94300;0,05000;-0,01100;0,0004197;;;;;;
;;383;20,94500;103,75000;0,006000;0,051;100,26;19,5000;-68,400;0,00;101,870;0,000;263,203;385,150;386,45;1017,883;;;743,400;760,200;730,600;318,350;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,56;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,89494;0,00000;0,0000;;nan;0,14748;0,09188;161,663980;22,317603;-0,002029;24,337598;24,419745;-0,0004;-0,0492;;;0,00;0,00;0,18;;566,267;565,418;0,0189494;20,94700;0,05100;-0,00200;0,0002834;;;;;;
;;384;20,94500;102,62501;0,008000;0,051;100,18;19,5000;-68,400;0,00;101,862;0,000;263,203;384,950;386,25;1017,783;;;743,100;760,200;730,600;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,71532;0,00000;0,0000;;nan;0,19095;0,09140;161,665695;22,202040;-0,001226;24,199004;24,280725;-0,0003;-0,0296;;;0,00;0,00;0,18;;564,526;565,418;0,0171532;20,94700;0,05000;0,00300;0,0002581;;;;;;
;;385;20,94400;101,94999;0,008000;0,051;100,29;19,5000;-68,400;0,00;101,864;0,000;263,203;384,650;385,95;1017,717;;;743,000;760,200;730,500;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,11158;0,00000;0,0000;;nan;0,19039;0,09114;161,667807;22,137531;-0,002344;24,109888;24,191373;-0,0005;-0,0563;;;0,00;0,00;0,21;;562,795;561,952;0,0211158;20,94600;0,05000;0,01100;0,0003185;;;;;;
;;386;20,94500;104,17500;0,017000;0,051;100,27;19,5000;-68,410;0,00;101,872;0,000;263,203;384,350;385,65;1017,717;;;743,200;760,100;730,400;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,57;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,95896;0,00000;0,0000;;nan;0,39325;0,09216;161,668766;22,386529;-0,002166;24,362055;24,444456;-0,0005;-0,0526;;;0,00;0,00;0,18;;561,074;561,952;0,0095896;20,94600;0,05000;0,02500;0,0001442;;;;;;
;;387;20,94600;101,07500;0,027000;0,051;100,22;19,5000;-68,410;0,00;101,864;0,000;263,203;384,150;385,45;1017,750;;;743,300;760,100;730,400;318,350;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,60719;0,09081;161,668766;22,056668;-0,001698;23,990595;24,071781;-0,0004;-0,0406;;;0,01;0,00;0,15;;559,360;558,523;0,0000000;20,94700;0,04900;0,01600;-0,0000428;;;;;;
;;388;20,94500;101,05000;-0,005000;0,050;100,25;19,5000;-68,410;0,00;101,868;0,000;263,203;383,850;385,15;1017,750;;;743,400;760,100;730,300;318,350;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,58;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,88499;0,00000;0,0000;;nan;-0,09597;0,05272;161,671651;22,062557;-0,001956;23,978259;24,059468;-0,0004;-0,0467;;;0,00;0,00;0,18;;557,660;558,523;0,0288499;20,94700;0,05000;0,02200;0,0004352;;;;;;
;;389;20,94500;95,12500;-0,006000;0,050;100,21;19,5000;-68,410;0,00;101,868;0,000;263,203;383,650;384,85;1017,683;;;743,200;760,100;730,300;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,88170999;0,00000;0,0000;;nan;-0,11447;0,05116;161,674532;21,411554;-0,001567;23,258605;23,331354;-0,0003;-0,0363;;;0,00;0,00;0,17;;555,975;555,137;0,0288171;20,94700;0,05000;0,00400;0,0004479;;;;;;
;;390;20,94500;102,55000;0,002000;0,050;100,31;19,5000;-68,410;0,00;101,864;0,000;263,203;383,350;384,55;1017,450;;;742,600;760,100;730,200;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,31301000;0,00000;0,0000;;nan;0,05834;0,05314;161,676845;22,240193;-0,002518;24,139834;24,215400;-0,0005;-0,0605;;;0,00;0,00;0,18;;554,299;555,137;0,0231301;20,94600;0,04900;0,00400;0,0003467;;;;;;
;;391;20,94500;101,45000;-0,010000;0,051;100,25;19,5000;-68,410;0,00;101,864;0,000;263,203;383,050;384,35;1017,550;;;742,900;760,100;730,200;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,23264;0,00000;0,0000;;nan;-0,20649;0,09110;161,680078;22,129252;-0,001977;24,000621;24,082074;-0,0004;-0,0473;;;0,00;0,00;0,18;;552,634;551,804;0,0323264;20,94700;0,04900;-0,01300;0,0004858;;;;;;
;;392;20,94600;100,22500;-0,019000;0,051;100,30;19,5000;-68,410;0,00;101,864;0,000;263,203;382,750;383,95;1017,550;;;743,000;760,100;730,100;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,57255;0,00000;0,0000;;nan;-0,40261;0,09059;161,683651;22,003861;-0,002481;23,845935;23,920697;-0,0005;-0,0589;;;0,00;0,00;0,15;;550,981;551,804;0,0357255;20,94600;0,04900;-0,00400;0,0005393;;;;;;
;;393;20,94600;100,22500;-0,011000;0,050;100,19;19,5000;-68,420;0,00;101,864;0,000;263,203;382,550;383,65;1017,583;;;743,100;760,100;730,100;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,98406;0,00000;0,0000;;nan;-0,22730;0,05259;161,686635;22,009612;-0,001391;23,839704;23,908254;-0,0003;-0,0330;;;0,00;0,00;0,15;;549,337;548,511;0,0298406;20,94800;0,04900;-0,00100;0,0004508;;;;;;
;;394;20,94500;102,05000;-0,002000;0,051;100,33;19,5000;-68,420;0,00;101,864;0,000;263,203;382,350;383,45;1017,517;;;742,900;760,100;730,100;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,56576;0,00000;0,0000;;nan;-0,03025;0,09146;161,689201;22,214903;-0,002749;24,049485;24,118674;-0,0006;-0,0658;;;0,00;0,00;0,18;;547,702;548,511;0,0256576;20,94900;0,05000;0,01500;0,0003846;;;;;;
;;395;20,94300;103,75000;0,003000;0,050;100,27;19,5000;-68,410;0,00;101,864;0,000;263,203;382,150;383,35;1017,550;;;743,100;760,100;730,000;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,05657000;0,00000;0,0000;;nan;0,08110;0,05354;161,692257;22,405032;-0,002179;24,242628;24,318753;-0,0005;-0,0526;;;0,00;0,00;0,24;;546,077;545,256;0,0305657;20,94700;0,05000;0,00600;0,0004548;;;;;;
;;396;20,94700;97,92500;0,011000;0,050;100,31;19,5000;-68,420;0,00;101,864;0,000;263,203;381,850;383,05;1017,650;;;743,400;760,100;730,000;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,72581;0,00000;0,0000;;nan;0,25237;0,05203;161,692983;21,775536;-0,002542;23,543006;23,616992;-0,0005;-0,0596;;;0,00;0,00;0,12;;544,458;545,256;0,0072581;20,94600;0,05000;0,01300;0,0001120;;;;;;
;;397;20,94700;99,57500;0,025000;0,050;100,25;19,5000;-68,420;0,00;101,866;0,000;263,203;381,650;382,85;1017,750;;;743,700;760,100;730,000;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,56089;0,05248;161,692983;21,963977;-0,002001;23,734305;23,808931;-0,0004;-0,0473;;;0,00;0,00;0,12;;542,843;542,031;0,0000000;20,94600;0,05000;0,00300;-0,0000653;;;;;;
;;398;20,94600;99,50001;0,016000;0,049;100,19;19,5000;-68,430;0,00;101,866;0,000;263,203;381,450;382,55;1017,717;;;743,700;760,100;729,900;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,79352;0,00000;0,0000;;nan;0,36392;0,01454;161,693776;21,961459;-0,001407;23,719148;23,787548;-0,0003;-0,0332;;;0,00;0,00;0,15;;541,239;542,031;0,0079352;20,94700;0,04900;0,01100;0,0001217;;;;;;
;;399;20,94600;104,17500;0,022000;0,050;100,22;19,5000;-68,430;0,00;101,862;0,000;263,203;381,150;382,25;1017,650;;;743,500;760,100;729,900;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,21083;0,00000;0,0000;;nan;0,50689;0,05372;161,693987;22,480308;-0,001706;24,260427;24,330443;-0,0004;-0,0412;;;0,00;0,00;0,15;;539,644;538,834;0,0021083;20,94600;0,04900;-0,01100;0,0000331;;;;;;
;;400;20,94700;101,90000;0,004000;0,050;100,23;19,5000;-68,430;0,00;101,866;0,000;263,203;380,850;381,95;1017,550;;;743,300;760,100;729,800;318,450;;;;;0,00;0,00;0,00;3,00;2,77;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,33687;0,00000;0,0000;;nan;0,10267;0,05315;161,695324;22,242242;-0,001783;23,984617;24,053892;-0,0004;-0,0426;;;0,00;0,00;0,12;;538,059;538,834;0,0133687;20,94600;0,04900;-0,00800;0,0002006;;;;;;
;;401;20,94700;102,10000;0,004000;0,049;100,31;19,5000;-68,440;0,00;101,870;0,000;263,203;380,550;381,75;1017,617;;;743,400;760,200;729,800;318,450;;;;;0,00;0,00;0,00;3,00;2,78;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,42332;0,00000;0,0000;;nan;0,10281;0,01475;161,696747;22,272833;-0,002544;23,998685;24,074361;-0,0005;-0,0608;;;0,00;0,00;0,12;;536,486;535,679;0,0142332;20,94700;0,05000;-0,01100;0,0002132;;;;;;
;;402;20,94700;102,85000;-0,013000;0,049;100,25;19,5000;-68,440;0,00;101,862;0,000;263,203;380,350;381,45;1017,583;;;743,300;760,200;729,800;318,450;;;;;0,00;0,00;0,00;3,00;2,78;0,000;0,000;0,61;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,8823;0,00000;0,0000;;nan;-0,27549;0,01481;161,699630;22,360365;-0,001920;24,080338;24,149981;-0,0004;-0,0460;;;0,00;0,00;0,12;;534,924;535,679;0,0288230;20,94600;0,04900;-0,01700;0,0004283;;;;;;
