General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
EHC 120s [MJ/kg];0,0;131;18,89000;89,57500;0,001000;1,801;85,66;19,6000;-10,630;0,00;101,866;0,000;263,177;432,350;458,25;1019,850;;;748,500;764,500;727,100;317,850;;;;;0,00;0,00;0,00;3,00;2,62;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;592,29365;0,00001;0,0000;;nan;0,03183;59,20899;16,4712997;19,572402;0,155313;23,959616;25,394922;0,0346;3,9156;;;0,00;0,52;50,35;;257,053;256,412;5,9229365;18,73400;1,91600;0,01700;0,1018940;;;;;;
EHC 180s [MJ/kg];0,0;132;18,87400;88,77500;0,029000;1,795;83,81;19,6000;-10,830;0,00;101,866;0,000;263,177;433,350;459,55;1019,850;;;748,900;764,200;727,000;317,950;;;;;0,00;0,00;0,00;3,00;2,62;0,000;0,000;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;592,91017;0,00001;0,0000;;nan;0,57418;58,67381;17,0642098;19,462311;0,177153;23,879953;25,323716;0,0394;4,4536;;;0,01;0,52;50,46;;262,797;256,412;5,9291017;18,72900;1,93700;0,03100;0,1025868;;;;;;
EHC 240s [MJ/kg];0,0;133;18,87200;90,87500;0,017000;1,804;85,48;19,6000;-11,250;0,00;101,866;0,000;263,177;434,150;460,65;1019,717;;;748,800;764,000;726,900;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;600,211569;0,00001;0,0000;;nan;0,34536;59,61419;17,6644214;19,673008;0,157407;24,183037;25,659141;0,0354;4,0097;;;0,00;0,53;51,05;;268,446;267,875;6,0021157;18,69300;1,96800;0,01900;0,1027385;;;;;;
EHC 300s [MJ/kg];0,0;134;18,87600;90,37500;0,018000;1,828;85,72;19,6000;-11,450;0,00;101,866;0,000;263,177;435,150;461,85;1019,517;;;748,600;763,700;726,800;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;594,88429;0,00001;0,0000;;nan;0,36352;60,19298;18,2593057;19,596256;0,154602;24,144175;25,625617;0,0348;3,9330;;;0,00;0,53;50,76;;273,957;267,875;5,9488429;18,65700;1,98800;0,02600;0,1022200;;;;;;
EHC 360s [MJ/kg];0,0;135;18,87700;90,85000;0,002000;1,837;85,61;19,6000;-11,660;0,00;101,866;0,000;263,177;436,050;462,95;1019,450;;;748,800;763,500;726,600;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;595,95524;0,00001;0,0000;;nan;0,05146;60,59311;18,8552609;19,627400;0,155905;24,232562;25,727474;0,0352;3,9820;;;0,00;0,54;50,81;;279,289;278,781;5,9595524;18,64800;1,99000;0,01000;0,1022404;;;;;;
EHC Test [MJ/kg];0,0;136;18,85800;89,20000;0,007000;1,839;84,86;19,6000;-12,110;0,00;101,866;0,000;263,177;436,850;463,95;1018,683;;;746,900;763,200;726,500;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;595,90834;0,00001;0,0000;;nan;0,14766;60,05201;19,4511693;19,430533;0,164719;24,033517;25,524437;0,0369;4,1739;;;0,00;0,53;50,76;;284,488;278,781;5,9590834;18,65000;1,98000;0,00400;0,1032797;;;;;;
Results MLR;;137;18,83400;87,20000;0,003000;1,844;86,63;19,6000;-12,320;0,00;101,866;0,000;263,183;438,050;465,55;1017,950;;;745,100;763,000;726,300;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;596,278539;0,00001;0,0000;;nan;0,06939;59,45850;20,0474478;19,185135;0,144039;23,795170;25,288989;0,0320;3,6162;;;0,00;0,53;50,69;;289,555;289,063;5,9627854;18,66500;1,96800;0,00700;0,1046806;;;;;;
MLR max [g/s];0,0000;138;18,82700;86,95000;0,003000;1,868;87,46;19,6000;-12,520;0,00;101,866;0,000;263,183;439,550;467,45;1017,550;;;744,300;762,800;726,100;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;595,19772;0,00001;0,0000;;nan;0,06918;60,06335;20,6426455;19,124898;0,134525;23,801683;25,312472;0,0299;3,3805;;;0,00;0,53;50,70;;294,486;289,063;5,9519772;18,68100;1,96000;0,00400;0,1048215;;;;;;
Max at [s];0;139;18,82600;85,60000;0,005000;1,892;86,66;19,6000;-12,910;0,00;101,862;0,000;263,183;440,250;468,45;1017,317;;;743,900;762,600;726,000;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;588,78134;0,00001;0,0000;;nan;0,10633;60,33294;21,2314269;18,960756;0,143671;23,634983;25,148910;0,0317;3,5870;;;0,00;0,53;50,29;;299,239;298,722;5,8878134;18,68300;1,97100;0,00800;0,1045868;;;;;;
MLR 060s [g/s];0,0000;140;18,81000;84,80000;0,010000;1,911;87,03;19,6000;-13,110;0,00;101,866;0,000;263,183;441,250;469,75;1017,350;;;744,300;762,400;725,900;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;589,06962;0,00001;0,0000;;nan;0,19954;60,59997;21,8204965;18,850549;0,139503;23,550981;25,072121;0,0307;3,4723;;;0,00;0,54;50,37;;303,830;298,722;5,8906962;18,66600;1,98000;0,02300;0,1052575;;;;;;
MLR 120s [g/s];0,0000;141;18,78800;87,62500;0,017000;1,916;86,59;19,6000;-13,320;0,00;101,862;0,000;263,183;441,950;470,65;1017,350;;;744,500;762,300;725,800;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;604,84015;0,00001;0,0000;;nan;0,33610;61,71717;22,4253366;19,146787;0,144524;23,959035;25,514922;0,0323;3,6608;;;0,00;0,55;51,69;;308,420;308,024;6,0484015;18,65900;1,98300;0,02600;0,1064167;;;;;;
MLR 180s [g/s];0,0000;142;18,75400;87,10000;0,017000;1,916;86,54;19,6000;-13,720;0,00;101,866;0,000;263,183;442,650;471,35;1017,217;;;744,400;762,100;725,700;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;613,74246;0,00001;0,0000;;nan;0,33483;61,48304;23,0390791;19,074242;0,145150;23,906062;25,456053;0,0324;3,6682;;;0,00;0,54;52,30;;313,068;308,024;6,1374246;18,65400;1,98700;0,02500;0,1084162;;;;;;
MLR 240s [g/s];0,0000;143;18,73500;88,37500;0,031000;1,937;87,79;19,6000;-13,930;0,00;101,866;0,000;263,177;443,550;472,35;1017,250;;;744,600;762,000;725,700;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;621,65903;0,00001;0,0000;;nan;0,60443;62,56388;23,6607381;19,193841;0,130725;24,104866;25,670012;0,0294;3,3314;;;0,01;0,55;53,09;;317,719;317,325;6,2165903;18,64900;1,98900;0,03300;0,1091398;;;;;;
MLR 300s [g/s];0,0000;144;18,73400;84,00000;0,019000;1,968;88,07;19,6000;-14,130;0,00;101,862;0,000;263,177;444,650;473,95;1016,650;;;743,000;761,900;725,600;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;604,48331;0,00001;0,0000;;nan;0,36528;61,91952;24,2652214;18,689555;0,127607;23,529761;25,080244;0,0281;3,1772;;;0,00;0,55;51,71;;322,196;317,325;6,0448331;18,65000;1,98400;0,02400;0,1089850;;;;;;
MLR 360s [g/s];0,0000;145;18,72900;92,42500;0,026000;1,988;87,73;19,6000;-14,560;0,00;101,866;0,000;263,177;445,150;474,75;1016,650;;;743,200;761,700;725,600;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;633,659169;0,00001;0,0000;;nan;0,51947;65,59009;24,8988806;19,593409;0,131437;24,695433;26,337542;0,0304;3,4366;;;0,00;0,58;54,34;;326,648;326,573;6,3365917;18,65300;1,99900;0,01700;0,1089756;;;;;;
MLR Test [g/s];0,0000;146;18,69300;88,27500;0,010000;1,990;87,25;19,6000;-14,770;0,00;101,866;0,000;263,177;446,250;475,95;1016,850;;;744,000;761,600;725,500;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;631,26784;0,00001;0,0000;;nan;0,20244;64,08710;25,5301484;19,124857;0,136934;24,164439;25,772694;0,0310;3,5036;;;0,00;0,57;53,90;;331,173;326,573;6,3126784;18,62400;2,03000;0,02400;0,1112490;;;;;;
Results SEA;;147;18,65700;93,60000;0,004000;1,980;86,69;19,6000;-14,980;0,00;101,866;0,000;263,177;446,950;476,75;1017,017;;;744,500;761,600;725,500;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;662,75171;0,00001;0,0000;;nan;0,09076;65,60005;26,1929002;19,677816;0,143328;24,902108;26,562435;0,0334;3,7795;;;0,00;0,58;56,34;;335,783;335,929;6,6275171;18,58400;2,05400;0,00800;0,1135418;;;;;;
SEA max [m²/kg];0,0;148;18,64800;89,50000;0,007000;1,968;86,60;19,6000;-15,420;0,00;101,866;0,000;263,177;447,550;477,35;1016,917;;;744,300;761,500;725,500;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;651,18052;0,00001;0,0000;;nan;0,14611;63,70565;26,8440807;19,229111;0,144358;24,366942;25,989409;0,0329;3,7246;;;0,00;0,56;55,27;;340,416;335,929;6,5118052;18,56300;2,06600;0,00200;0,1141703;;;;;;
Max at [s];283;149;18,65000;87,02500;0,004000;1,960;87,59;19,6000;-15,610;0,00;101,864;0,000;263,177;448,050;477,85;1016,783;;;744,000;761,400;725,500;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,60;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;641,78685;0,00001;0,0000;;nan;0,08741;62,52168;27,4858675;18,950786;0,133075;24,041080;25,640063;0,0299;3,3873;;;0,00;0,55;54,42;;344,812;344,969;6,4178685;18,55400;2,07600;0,01300;0,1141758;;;;;;
SEA 060s [m²/kg];0,0;150;18,66500;82,12500;0,008000;1,971;87,17;19,6000;-15,820;0,00;101,864;0,000;263,177;449,050;479,25;1016,683;;;743,800;761,400;725,400;317,950;;;;;0,00;0,00;0,00;3,00;2,63;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;617,11351;0,00001;0,0000;;nan;0,15803;61,01694;28,1029810;18,389029;0,137869;23,380499;24,952910;0,0302;3,4153;;;0,00;0,54;52,46;;348,896;344,969;6,1711351;18,53000;2,10600;0,02800;0,1131282;;;;;;
SEA 120s [m²/kg];0,0;151;18,68100;81,82500;0,023000;1,980;87,44;19,6000;-16,260;0,00;101,864;0,000;263,170;450,050;480,55;1016,883;;;744,400;761,400;725,400;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;608,800239;0,00001;0,0000;;nan;0,43134;61,12199;28,7117813;18,335007;0,134723;23,363726;24,947092;0,0295;3,3366;;;0,00;0,54;51,94;;352,685;352,940;6,0880024;18,50400;2,13200;0,02800;0,1119203;;;;;;
SEA 180s [m²/kg];0,0;152;18,68300;88,85000;0,026000;1,983;86,57;19,7000;-16,470;0,00;101,866;0,000;263,170;450,750;481,25;1016,917;;;744,500;761,300;725,500;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;632,868049;0,00001;0,0000;;nan;0,50613;63,74084;29,3446493;19,091028;0,144760;24,364938;26,013592;0,0330;3,7384;;;0,00;0,56;54,04;;356,489;352,940;6,3286805;18,47100;2,14800;0,02900;0,1117356;;;;;;
SEA 240s [m²/kg];0,0;153;18,66600;90,05000;0,025000;1,987;85,32;19,6000;-16,680;0,00;101,864;0,000;263,170;451,250;481,95;1017,150;;;745,200;761,300;725,500;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;642,20943;0,00001;0,0000;;nan;0,49013;64,26660;29,9868588;19,208865;0,159273;24,542522;26,212229;0,0366;4,1446;;;0,00;0,57;54,78;;360,414;360,574;6,4220943;18,45800;2,14700;0,03200;0,1127005;;;;;;
SEA 300s [m²/kg];0,0;154;18,65900;85,20000;0,033000;1,989;85,66;19,7000;-17,110;0,00;101,866;0,000;263,170;451,850;482,75;1017,317;;;745,600;761,300;725,600;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;625,89497;0,00001;0,0000;;nan;0,62512;62,53459;30,6127537;18,672012;0,155325;23,888323;25,521939;0,0348;3,9355;;;0,01;0,55;53,41;;364,214;360,574;6,2589497;18,46400;2,14500;0,02100;0,1129997;;;;;;
SEA 360s [m²/kg];0,0;155;18,65400;84,82500;0,024000;1,984;85,41;19,7000;-17,320;0,00;101,864;0,000;263,170;452,850;484,05;1017,417;;;746,000;761,200;725,600;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;626,285730;0,00001;0,0000;;nan;0,45633;62,16676;31,2390395;18,610293;0,158242;23,862055;25,506079;0,0354;4,0069;;;0,00;0,55;53,35;;367,838;368,095;6,2628573;18,45600;2,17200;0,01700;0,1134497;;;;;;
SEA Test [m²/kg];0,0;156;18,64900;84,02500;0,017000;1,999;86,45;19,7000;-17,540;0,00;101,864;0,000;263,170;453,550;484,95;1017,517;;;746,200;761,200;725,700;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;623,954909;0,00001;0,0000;;nan;0,32486;62,30395;31,8629944;18,508027;0,146136;23,767613;25,413084;0,0326;3,6868;;;0,00;0,55;53,17;;371,376;368,095;6,2395491;18,41200;2,21100;0,01200;0,1136538;;;;;;
Results SPR;;157;18,65000;89,45000;0,024000;2,030;86,87;19,7000;-18,030;0,00;101,866;0,000;263,170;454,350;485,95;1017,450;;;746,000;761,200;725,700;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,60;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;640,50789;0,00001;0,0000;;nan;0,46782;65,24761;32,5035023;19,079341;0,141287;24,544499;26,251567;0,0325;3,6821;;;0,00;0,58;54,79;;374,924;375,285;6,4050789;18,35800;2,24900;0,01700;0,1131704;;;;;;
SPR max [m²/s];0,000;158;18,65300;86,55000;0,008000;2,054;85,31;19,7000;-18,240;0,00;101,864;0,000;263,164;454,850;486,45;1017,483;;;746,200;761,100;725,700;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;628,23966;0,00001;0,0000;;nan;0,16119;64,92271;33,1317419;18,757195;0,159474;24,156631;25,834876;0,0361;4,0901;;;0,00;0,57;53,79;;378,424;375,285;6,2823966;18,33600;2,25900;0,01400;0,1129047;;;;;;
Max at [s];485;159;18,62400;85,20000;0,002000;2,066;85,77;19,7000;-18,460;0,00;101,864;0,000;263,164;455,450;487,15;1017,617;;;746,500;761,100;725,800;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,60;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;631,831929;0,00001;0,0000;;nan;0,04875;64,75685;33,7635739;18,598071;0,154051;23,983296;25,652569;0,0347;3,9232;;;0,00;0,57;54,01;;381,804;382,249;6,3183193;18,33000;2,26000;0,01000;0,1145407;;;;;;
SPR 060s [m²/s];0,000;160;18,58400;84,95000;0,013000;2,076;85,69;19,7000;-18,910;0,00;101,864;0,000;263,164;456,450;488,45;1017,617;;;746,400;761,100;725,900;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;641,694959;0,00001;0,0000;;nan;0,25174;64,91054;34,4052688;18,550411;0,154987;23,974360;25,655113;0,0349;3,9474;;;0,00;0,57;54,80;;385,193;382,249;6,4169496;18,33000;2,26200;0,00900;0,1166541;;;;;;
SPR 120s [m²/s];0,000;161;18,56300;82,65000;0,028000;2,106;84,77;19,7000;-19,110;0,00;101,862;0,000;263,164;457,550;489,85;1017,817;;;747,000;761,100;725,900;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,59;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;636,094419;0,00001;0,0000;;nan;0,52087;64,89448;35,0413632;18,275556;0,165742;23,676060;25,347433;0,0369;4,1707;;;0,00;0,57;54,46;;388,538;388,887;6,3609442;18,32400;2,27900;0,01300;0,1173852;;;;;;
SPR 180s [m²/s];0,000;162;18,55400;82,45000;0,028000;2,132;86,84;19,7000;-19,340;0,00;101,872;0,000;263,164;458,250;490,75;1017,750;;;746,700;761,100;726,000;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;636,11448;0,00001;0,0000;;nan;0,51984;65,58450;35,6774777;18,239484;0,141603;23,665479;25,343882;0,0315;3,5627;;;0,00;0,58;54,56;;391,786;388,887;6,3611448;18,30100;2,29600;0,03000;0,1176240;;;;;;
SPR 240s [m²/s];0,000;163;18,53000;88,15000;0,029000;2,148;84,99;19,7000;-19,810;0,00;101,864;0,000;263,164;459,050;491,65;1017,883;;;747,100;761,100;726,000;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,59;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;663,889029;0,00001;0,0000;;nan;0,55579;68,27448;36,3413667;18,842981;0,163204;24,491189;26,230462;0,0376;4,2499;;;0,00;0,60;56,93;;395,125;395,619;6,6388903;18,27900;2,31300;0,03300;0,1188432;;;;;;
SPR 300s [m²/s];0,000;164;18,50400;85,35000;0,032000;2,147;86,37;19,7000;-20,030;0,00;101,864;0,000;263,164;459,750;492,45;1017,983;;;747,300;761,200;726,000;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;660,9117;0,00001;0,0000;;nan;0,60180;67,09792;37,0022784;18,527181;0,147046;24,117448;25,832817;0,0333;3,7711;;;0,01;0,59;56,58;;398,534;395,619;6,6091170;18,26000;2,32700;0,02200;0,1203458;;;;;;
SPR 360s [m²/s];0,000;165;18,47100;80,75000;0,021000;2,145;86,46;19,7000;-20,270;0,00;101,864;0,000;263,164;460,350;493,15;1017,717;;;746,500;761,200;726,000;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;653,391729;0,00001;0,0000;;nan;0,38779;65,15974;37,6556702;18,009251;0,146011;23,473836;25,146350;0,0322;3,6450;;;0,00;0,58;55,74;;401,821;402,282;6,5339173;18,24600;2,34400;0,03500;0,1224235;;;;;;
SPR Test [m²/s];0,000;166;18,45800;85,70000;0,017000;2,172;85,52;19,7000;-20,730;0,00;101,864;0,000;263,164;461,550;494,65;1017,850;;;746,900;761,200;726,000;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,59;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;674,99598;0,00001;0,0000;;nan;0,32520;67,90267;38,3306661;18,528894;0,156935;24,214110;25,950622;0,0357;4,0430;;;0,00;0,60;57,64;;405,122;402,282;6,7499598;18,21700;2,37400;0,01100;0,1229307;;;;;;
Results COY;;167;18,46400;85,15000;0,012000;2,211;84,71;19,7000;-20,960;0,00;101,864;0,000;263,164;462,050;495,25;1017,817;;;746,700;761,200;726,100;317,950;;;;;0,00;0,00;0,00;3,00;2,64;0,000;0,000;0,59;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;668,53505;0,00001;0,0000;;nan;0,23212;68,89002;38,9992012;18,459346;0,166528;24,149355;25,884576;0,0378;4,2792;;;0,00;0,61;57,29;;408,441;408,745;6,6853505;18,18100;2,40400;0,01300;0,1222031;;;;;;
