General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;262;20,81700;83,85000;-0,005000;0,144;99,66;21,9000;-70,680;0,00;101,104;0,009;263,183;450,350;465,25;1131,017;;;856,100;870,600;846,900;314,650;;;;;0,00;0,00;0,00;3,00;1,82;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;39,65452;0,00000;0,0000;;nan;-0,23129;3,00543;166,673168;18,511165;0,002529;23,603923;24,384868;0,0005;0,0612;;;0,00;0,03;3,22;;933,619;938,422;0,3965452;20,88800;0,10400;0,00700;0,0071686;;;;;;
;;263;20,82500;84,77500;0,006000;0,139;99,66;21,9000;-70,700;0,00;101,104;0,009;263,183;448,250;462,45;1131,550;;;856,700;871,200;847,300;314,650;;;;;0,00;0,00;0,00;3,00;1,82;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;36,8549499;0,00000;0,0000;;nan;-0,02548;2,86505;166,710023;18,656537;0,002565;23,678360;24,428460;0,0005;0,0622;;;0,00;0,03;3,06;;929,233;929,621;0,3685495;20,89100;0,10200;0,00300;0,0066111;;;;;;
;;264;20,83300;85,70000;0,012000;0,135;99,68;21,9000;-70,700;0,00;101,096;0,009;263,183;446,250;459,75;1132,017;;;857,000;871,800;847,800;314,650;;;;;0,00;0,00;0,00;3,00;1,82;0,000;0,000;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;34,2869199;0,00000;0,0000;;nan;0,08842;2,75486;166,744310;18,800032;0,002285;23,754018;24,472627;0,0005;0,0555;;;0,00;0,02;2,89;;924,875;929,621;0,3428692;20,89400;0,10000;0,01700;0,0061038;;;;;;
;;265;20,84000;84,05000;0,019000;0,130;99,65;21,9000;-70,690;0,00;101,106;0,009;263,183;444,350;457,25;1132,583;;;857,600;872,500;848,200;314,650;;;;;0,00;0,00;0,00;3,00;1,82;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;31,5323699;0,00000;0,0000;;nan;0,21984;2,57014;166,775842;18,657934;0,002661;23,474103;24,155584;0,0006;0,0638;;;0,00;0,02;2,70;;920,546;920,929;0,3153237;20,89800;0,09700;0,01400;0,0056566;;;;;;
;;266;20,84700;85,35000;0,021000;0,126;99,70;21,9000;-70,710;0,00;101,098;0,009;263,183;442,550;454,75;1133,017;;;857,900;873,100;848,600;314,650;;;;;0,00;0,00;0,00;3,00;1,82;0,000;0,000;0,59;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;29,6051500;0,00000;0,0000;;nan;0,26006;2,46277;166,805448;18,839869;0,002179;23,606983;24,257770;0,0005;0,0525;;;0,00;0,02;2,56;;916,245;920,929;0,2960515;20,90300;0,09400;0,01700;0,0052596;;;;;;
;;267;20,85300;87,95000;0,034000;0,122;99,72;21,9000;-70,720;0,00;101,098;0,009;263,183;440,750;452,35;1133,283;;;857,700;873,700;849,000;314,650;;;;;0,00;0,00;0,00;3,00;1,82;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,38702;0,00000;0,0000;;nan;0,51641;2,37043;166,832835;19,163686;0,001917;23,915070;24,544485;0,0004;0,0467;;;0,00;0,02;2,46;;911,974;912,353;0,2738702;20,90600;0,09200;0,01300;0,0047844;;;;;;
;;268;20,85800;87,80000;0,030000;0,119;99,70;21,9000;-70,720;0,00;101,104;0,009;263,183;439,050;450,15;1133,617;;;857,600;874,300;849,500;314,650;;;;;0,00;0,00;0,00;3,00;1,82;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;26,19538;0,00000;0,0000;;nan;0,43933;2,27186;166,859030;19,184371;0,002084;23,848541;24,451477;0,0004;0,0506;;;0,00;0,02;2,34;;907,736;912,353;0,2619538;20,90700;0,08900;0,01900;0,0045709;;;;;;
;;269;20,86400;87,32500;0,021000;0,117;99,65;21,9000;-70,720;0,00;101,104;0,009;263,183;437,550;448,05;1133,950;;;857,700;874,800;849,900;314,650;;;;;0,00;0,00;0,00;3,00;1,82;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,8949;0,00000;0,0000;;nan;0,26447;2,20218;166,883925;19,165173;0,002649;23,743279;24,313053;0,0006;0,0639;;;0,00;0,02;2,19;;903,531;903,906;0,2489490;20,91200;0,08700;0,00400;0,0043476;;;;;;
;;270;20,86800;89,90000;0,015000;0,113;99,71;21,8000;-70,720;0,00;101,104;0,009;263,183;436,050;446,05;1134,283;;;857,800;875,300;850,300;314,650;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,6349299;0,00000;0,0000;;nan;0,15063;2,10147;166,908560;19,479105;0,001989;24,049472;24,601002;0,0004;0,0486;;;0,00;0,02;2,13;;899,362;903,906;0,2463493;20,91300;0,08600;0,00500;0,0042324;;;;;;
;;271;20,87300;89,67500;-0,002000;0,110;99,68;21,8000;-70,720;0,00;101,106;0,009;263,183;434,550;444,15;1134,850;;;858,600;875,900;850,600;314,650;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,36667;0,00000;0,0000;;nan;-0,18418;1,99981;166,932926;19,488262;0,002342;23,978010;24,507728;0,0005;0,0570;;;0,00;0,02;2,00;;895,231;895,602;0,2436667;20,91500;0,08500;0,01500;0,0041829;;;;;;
;;272;20,87500;89,87500;0,005000;0,107;99,66;21,8000;-70,730;0,00;101,106;0,009;263,183;433,150;442,25;1135,317;;;859,100;876,400;851,000;314,650;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,43106;0,00000;0,0000;;nan;-0,04641;1,90235;166,956358;19,541486;0,002507;23,966034;24,469534;0,0005;0,0609;;;0,00;0,02;1,96;;891,135;895,602;0,2343106;20,91600;0,08300;-0,00500;0,0040118;;;;;;
;;273;20,88000;90,22500;0,007000;0,104;99,69;21,8000;-70,740;0,00;101,102;0,009;263,183;431,850;440,65;1135,817;;;859,800;876,900;851,300;314,650;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,8177199;0,00000;0,0000;;nan;-0,00694;1,80569;166,978175;19,608947;0,002257;23,976593;24,465174;0,0005;0,0548;;;0,00;0,02;1,84;;887,072;887,438;0,2181772;20,91700;0,08200;0,00500;0,0037228;;;;;;
;;274;20,88500;88,80000;0,003000;0,102;99,69;21,8000;-70,740;0,00;101,098;0,009;263,183;430,550;439,05;1136,250;;;860,200;877,400;851,700;314,650;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,36393;0,00000;0,0000;;nan;-0,08564;1,72567;166,998539;19,482827;0,002192;23,750669;24,219559;0,0005;0,0527;;;0,00;0,02;1,71;;883,038;887,438;0,2036393;20,91900;0,08100;0,01500;0,0034969;;;;;;
;;275;20,88800;89,90000;0,017000;0,100;99,67;21,8000;-70,760;0,00;101,102;0,009;263,183;429,350;437,45;1136,483;;;860,100;877,900;852,000;314,650;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,5614;0,00000;0,0000;;nan;0,19141;1,66983;167,017101;19,630502;0,002400;23,863994;24,314206;0,0005;0,0579;;;0,00;0,01;1,64;;879,034;879,395;0,1856140;20,91800;0,07900;0,01400;0,0031645;;;;;;
;;276;20,89100;91,62500;0,014000;0,097;99,68;21,8000;-70,760;0,00;101,100;0,009;263,183;428,250;435,95;1136,650;;;859,800;878,400;852,300;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,13973;0,00000;0,0000;;nan;0,13333;1,58352;167,035240;19,843377;0,002301;24,060976;24,493596;0,0005;0,0559;;;0,00;0,01;1,59;;875,060;879,395;0,1813973;20,92000;0,07900;0,01500;0,0030592;;;;;;
;;277;20,89400;89,42500;0,017000;0,094;99,77;21,8000;-70,770;0,00;101,104;0,009;263,183;427,050;434,35;1136,883;;;859,900;878,700;852,600;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,88223;0,00000;0,0000;;nan;0,19139;1,46330;167,052123;19,631226;0,001453;23,737031;24,142793;0,0003;0,0348;;;0,00;0,01;1,50;;871,119;871,475;0,1688223;20,92400;0,07800;0,01800;0,0028781;;;;;;
;;278;20,89800;89,60000;0,013000;0,092;99,69;21,8000;-70,780;0,00;101,100;0,009;263,183;425,950;433,05;1137,317;;;860,500;879,100;852,900;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,94853;0,00000;0,0000;;nan;0,11231;1,39759;167,068071;19,675781;0,002245;23,729625;24,125165;0,0005;0,0538;;;0,00;0,01;1,40;;867,208;871,475;0,1594853;20,92400;0,07600;0,01700;0,0027125;;;;;;
;;279;20,90300;91,60000;0,019000;0,089;99,66;21,8000;-70,780;0,00;101,104;0,009;263,183;424,950;431,75;1137,717;;;861,100;879,500;853,100;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,11962;0,00000;0,0000;;nan;0,23440;1,31001;167,082191;19,917559;0,002484;23,964823;24,348305;0,0005;0,0600;;;0,00;0,01;1,29;;863,326;863,677;0,1411962;20,92400;0,07500;0,00700;0,0023728;;;;;;
;;280;20,90600;89,00000;0,004000;0,087;99,71;21,8000;-70,790;0,00;101,104;0,009;263,183;424,050;430,55;1138,083;;;861,600;879,900;853,300;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,13767;0,00000;0,0000;;nan;-0,06651;1,22373;167,096328;19,653674;0,001999;23,597234;23,958941;0,0004;0,0476;;;0,00;0,01;1,20;;859,474;863,677;0,1413767;20,92500;0,07400;0,00400;0,0024065;;;;;;
;;281;20,90700;87,62500;0,005000;0,086;99,71;21,8000;-70,790;0,00;101,094;0,009;263,183;423,050;429,35;1138,350;;;861,900;880,200;853,500;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;13,69196;0,00000;0,0000;;nan;-0,04634;1,18141;167,110020;19,524300;0,002010;23,386618;23,734889;0,0004;0,0474;;;0,00;0,01;1,17;;855,657;856,003;0,1369196;20,92600;0,07300;-0,00400;0,0023461;;;;;;
;;282;20,91200;92,62500;0,015000;0,085;99,72;21,8000;-70,800;0,00;101,104;0,009;263,183;422,150;428,25;1138,517;;;861,900;880,500;853,700;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,59159;0,00000;0,0000;;nan;0,15526;1,18069;167,121612;20,095000;0,001953;24,019009;24,366080;0,0004;0,0472;;;0,00;0,01;1,07;;851,867;856,003;0,1159159;20,92900;0,07300;0,00100;0,0019307;;;;;;
;;283;20,91300;89,35000;-0,005000;0,083;99,66;21,8000;-70,810;0,00;101,104;0,009;263,183;421,250;427,05;1138,850;;;862,400;880,800;853,900;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,69196;0,00000;0,0000;;nan;-0,24643;1,09160;167,134304;19,757619;0,002569;23,565399;23,889860;0,0005;0,0609;;;0,00;0,01;1,03;;848,108;848,460;0,1269196;20,93100;0,07200;-0,00800;0,0021482;;;;;;
;;284;20,91500;92,72500;0,005000;0,082;99,69;21,8000;-70,810;0,00;101,104;0,009;263,183;420,350;425,95;1139,050;;;862,600;881,100;854,000;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,52649;0,00000;0,0000;;nan;-0,04782;1,07787;167,145830;20,148847;0,002208;23,980681;24,300158;0,0005;0,0533;;;0,00;0,01;1,00;;844,383;848,460;0,1152649;20,93100;0,07000;0,02600;0,0019139;;;;;;
;;285;20,91600;91,02500;0,015000;0,081;99,74;21,8000;-70,820;0,00;101,104;0,009;263,183;419,550;424,85;1139,050;;;862,300;881,300;854,100;314,750;;;;;0,00;0,00;0,00;3,00;1,83;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,38627;0,00000;0,0000;;nan;0,15437;1,03391;167,156217;19,982314;0,001712;23,737215;24,037078;0,0004;0,0409;;;0,00;0,01;0,96;;840,686;841,034;0,1038627;20,93000;0,07000;0,02700;0,0017398;;;;;;
;;286;20,91700;90,32500;0,014000;0,079;99,68;21,8000;-70,830;0,00;101,104;0,009;263,190;418,750;423,85;1138,917;;;861,600;881,500;854,200;314,750;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,22293;0,00000;0,0000;;nan;0,13379;0,96109;167,166440;19,924337;0,002334;23,623213;23,910922;0,0005;0,0554;;;0,00;0,01;0,94;;837,017;841,034;0,1022293;20,93200;0,06900;0,01500;0,0017173;;;;;;
;;287;20,91900;94,12500;0,015000;0,079;99,73;21,8000;-70,830;0,00;101,104;0,009;263,183;417,950;422,95;1138,917;;;861,300;881,700;854,300;314,750;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,63354;0,00000;0,0000;;nan;0,15726;0,98199;167,176073;20,358587;0,001855;24,091965;24,380181;0,0004;0,0449;;;0,00;0,01;0,91;;833,380;833,724;0,0963354;20,93500;0,06800;0,01400;0,0015839;;;;;;
;;288;20,91800;96,20000;0,018000;0,078;99,74;21,8000;-70,830;0,00;101,106;0,009;263,183;417,250;421,95;1138,950;;;861,200;881,800;854,400;314,750;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,9618;0,00000;0,0000;;nan;0,22150;0,95747;167,186035;20,599024;0,001724;24,335668;24,609791;0,0004;0,0421;;;0,00;0,01;0,94;;829,773;833,724;0,0996180;20,93600;0,06700;0,02200;0,0016190;;;;;;
;;289;20,92000;94,45000;0,017000;0,076;99,70;21,8000;-70,850;0,00;101,096;0,009;263,190;416,450;421,05;1138,783;;;860,600;881,900;854,400;314,750;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,37497999;0,00000;0,0000;;nan;0,19905;0,87806;167,195410;20,430399;0,002098;24,090177;24,356270;0,0004;0,0507;;;0,00;0,01;0,88;;826,197;826,536;0,0937498;20,93500;0,06600;0,00300;0,0015362;;;;;;
;;290;20,92400;91,70000;0,007000;0,075;99,66;21,8000;-70,860;0,00;101,098;0,009;263,190;415,750;420,25;1138,517;;;859,600;882,000;854,500;314,750;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,63357;0,00000;0,0000;;nan;-0,00712;0,83060;167,204043;20,147716;0,002556;23,716924;23,973631;0,0005;0,0608;;;0,00;0,01;0,77;;822,650;826,536;0,0863357;20,93600;0,06500;-0,00400;0,0014338;;;;;;
;;291;20,92400;93,27500;0,004000;0,074;99,68;21,8000;-70,870;0,00;101,100;0,009;263,183;415,050;419,35;1138,117;;;858,300;882,100;854,500;314,750;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,0237;0,00000;0,0000;;nan;-0,06878;0,80277;167,213067;20,337132;0,002380;23,899587;24,147191;0,0005;0,0571;;;0,00;0,01;0,78;;819,132;819,470;0,0902370;20,93400;0,06500;-0,00100;0,0014844;;;;;;
;;292;20,92400;93,05000;-0,004000;0,073;99,66;21,8000;-70,880;0,00;101,096;0,009;263,183;414,350;418,55;1138,350;;;858,900;882,200;854,500;314,850;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,71585;0,00000;0,0000;;nan;-0,23293;0,76686;167,222783;20,329740;0,002571;23,850606;24,092365;0,0005;0,0615;;;0,00;0,01;0,78;;815,647;819,470;0,0971585;20,93700;0,06400;-0,00100;0,0015981;;;;;;
;;293;20,92500;91,85000;0,001000;0,073;99,63;21,8000;-70,880;0,00;101,100;0,009;263,183;413,750;417,85;1138,450;;;859,200;882,300;854,400;314,850;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,91089;0,00000;0,0000;;nan;-0,12956;0,76242;167,231694;20,212864;0,002864;23,679152;23,913797;0,0006;0,0680;;;0,00;0,01;0,75;;812,191;812,523;0,0891089;20,93700;0,06400;0,01600;0,0014746;;;;;;
;;294;20,92600;91,77500;-0,008000;0,072;99,70;21,8000;-70,890;0,00;101,098;0,009;263,183;413,250;417,15;1138,450;;;859,200;882,300;854,400;314,850;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,31633999;0,00000;0,0000;;nan;-0,31325;0,72716;167,241010;20,216830;0,002087;23,655176;23,878419;0,0004;0,0495;;;0,00;0,01;0,72;;808,764;812,523;0,0931634;20,93900;0,06300;0,00700;0,0015406;;;;;;
;;295;20,92900;94,55000;0,026000;0,070;99,64;21,8000;-70,890;0,00;101,098;0,009;263,190;412,550;416,45;1138,383;;;859,000;882,300;854,400;314,850;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,58;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,85016;0,00000;0,0000;;nan;0,38662;0,66678;167,246860;20,537604;0,002757;23,989800;24,216585;0,0006;0,0663;;;0,00;0,01;0,65;;805,359;805,679;0,0585016;20,94000;0,06200;0,02300;0,0009549;;;;;;
;;296;20,93100;90,32500;0,027000;0,070;99,64;21,8000;-70,900;0,00;101,100;0,009;263,183;411,950;415,55;1138,250;;;858,500;882,400;854,400;314,850;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,92026;0,00000;0,0000;;nan;0,39841;0,65216;167,251781;20,088108;0,002759;23,430622;23,635379;0,0006;0,0647;;;0,00;0,01;0,59;;801,973;805,679;0,0492026;20,93900;0,06100;0,02500;0,0008215;;;;;;
;;297;20,93100;98,07500;0,015000;0,069;99,63;21,8000;-70,910;0,00;101,100;0,009;263,183;411,250;414,85;1138,150;;;858,300;882,400;854,300;314,850;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,16787;0,00000;0,0000;;nan;0,16176;0,64345;167,257948;20,949974;0,002853;24,394374;24,607917;0,0006;0,0697;;;0,00;0,01;0,61;;798,615;798,938;0,0616787;20,93700;0,06100;0,02000;0,0009859;;;;;;
;;298;20,93000;92,40000;0,014000;0,068;99,66;21,8000;-70,920;0,00;101,100;0,009;263,190;410,650;414,15;1138,150;;;858,300;882,400;854,300;314,850;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,51286999;0,00000;0,0000;;nan;0,13658;0,58938;167,264461;20,349670;0,002567;23,660802;23,862465;0,0005;0,0608;;;0,00;0,01;0,62;;795,290;798,938;0,0651287;20,93900;0,06100;0,01100;0,0010716;;;;;;
;;299;20,93200;96,70000;0,022000;0,067;99,60;21,8000;-70,920;0,00;101,104;0,009;263,190;410,150;413,65;1137,950;;;857,900;882,300;854,200;314,850;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,35901999;0,00000;0,0000;;nan;0,30798;0,56683;167,269820;20,830475;0,003097;24,190350;24,396778;0,0007;0,0750;;;0,00;0,01;0,58;;791,990;792,307;0,0535902;20,94100;0,06000;0,01200;0,0008623;;;;;;
;;300;20,93500;96,72500;0,003000;0,066;99,71;21,8000;-70,920;0,00;101,104;0,009;263,183;409,550;412,95;1137,717;;;857,300;882,300;854,100;314,850;;;;;0,00;0,00;0,00;3,00;1,84;0,000;0,000;0,57;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,82163;0,00000;0,0000;;nan;-0,09152;0,53082;167,275642;20,848422;0,002056;24,175774;24,376477;0,0004;0,0498;;;0,00;0,00;0,51;;788,717;792,307;0,0582163;20,94300;0,06000;-0,00200;0,0009341;;;;;;
