General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;86;20,75200;94,25000;0,022000;0,785;84,55;22,0000;-2,930;0,00;101,104;0,009;263,183;392,350;410,35;1133,750;;;851,400;882,800;847,600;313,250;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,71049;0,00000;0,0000;;nan;0,31082;26,98597;0,04375761;21,026217;0,166986;23,357968;24,429571;0,0358;4,0498;;;0,00;0,24;5,38;;0,919;0,722;0,1671049;18,45200;2,17500;0,01000;0,0026603;;;;;;
;;87;20,51900;92,25000;0,016000;1,048;83,10;22,0000;-3,140;0,00;101,104;0,009;263,177;396,350;415,85;1133,717;;;851,000;883,000;847,700;313,250;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;83,7740200;0,00000;0,0000;;nan;0,18070;36,09741;0,12753163;20,696697;0,184269;23,226308;24,369018;0,0394;4,4579;;;0,00;0,32;11,39;;2,991;4,180;0,8377402;18,40300;2,19600;0,00100;0,0135565;;;;;;
;;88;20,22700;90,10000;0,011000;1,231;84,76;22,0000;-3,380;0,00;101,108;0,009;263,177;400,450;421,35;1133,650;;;850,600;883,100;847,800;313,250;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;175,96243;0,00000;0,0000;;nan;0,07499;42,02069;0,30349406;20,349116;0,164513;23,072471;24,276653;0,0350;3,9649;;;0,00;0,37;18,73;;8,133;4,180;1,7596243;18,38700;2,21200;-0,00100;0,0290059;;;;;;
;;89;19,92100;93,20000;-0,002000;1,430;84,31;22,0000;-3,870;0,00;101,104;0,009;263,177;405,450;427,95;1133,783;;;850,900;883,200;847,800;313,250;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;276,418829;0,00000;0,0000;;nan;-0,19423;49,65542;0,57991288;20,568215;0,169800;23,612076;24,922402;0,0371;4,2011;;;0,00;0,44;26,90;;16,680;17,948;2,7641883;18,36500;2,24600;0,00700;0,0451544;;;;;;
;;90;19,64600;89,55000;0,007000;1,576;83,59;22,0000;-4,110;0,00;101,104;0,009;263,177;409,250;432,85;1133,850;;;850,900;883,300;847,900;313,250;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;356,43633;0,00000;0,0000;;nan;-0,00710;53,59085;0,93634922;20,067614;0,178403;23,253306;24,594241;0,0385;4,3559;;;0,00;0,47;33,24;;28,061;17,948;3,5643633;18,29900;2,31800;0,00600;0,0597701;;;;;;
;;91;19,41800;94,15000;0,006000;1,724;84,83;22,0000;-4,350;0,00;101,104;0,009;263,177;412,750;437,35;1133,950;;;851,000;883,400;848,000;313,250;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;435,636479;0,00000;0,0000;;nan;-0,02795;60,04147;1,3719857;20,489148;0,163643;23,944803;25,371918;0,0364;4,1218;;;0,00;0,53;39,87;;41,614;42,786;4,3563648;18,21100;2,37400;0,02200;0,0716365;;;;;;
;;92;19,24800;97,30000;0,015000;1,812;83,37;22,0000;-4,860;0,00;101,104;0,009;263,177;415,950;441,55;1134,217;;;851,700;883,400;848,100;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;495,982470;0,00000;0,0000;;nan;0,16042;64,01427;1,86796817;20,748808;0,180987;24,436249;25,940198;0,0412;4,6608;;;0,00;0,57;44,85;;56,788;42,786;4,9598247;18,15400;2,41200;0,02500;0,0806153;;;;;;
;;93;19,06000;92,77500;0,026000;1,897;83,38;22,0000;-5,120;0,00;101,106;0,009;263,177;419,450;446,25;1134,283;;;851,700;883,500;848,200;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;541,780509;0,00001;0,0000;;nan;0,38037;65,26633;2,40974868;20,175888;0,180903;23,961452;25,492426;0,0405;4,5782;;;0,00;0,58;48,42;;72,862;73,713;5,4178051;18,12700;2,43900;0,02800;0,0906551;;;;;;
;;94;18,91500;89,52500;0,027000;1,956;82,88;22,0000;-5,370;0,00;101,104;0,009;263,183;423,450;451,35;1134,417;;;852,000;883,600;848,200;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;575,30171;0,00001;0,0000;;nan;0,39191;65,86471;2,98505039;19,725517;0,186891;23,649981;25,208216;0,0413;4,6770;;;0,00;0,58;50,98;;89,311;73,713;5,7530171;18,09200;2,46000;0,04000;0,0985427;;;;;;
;;95;18,80800;87,25000;0,028000;2,040;83,82;22,0000;-5,860;0,00;101,104;0,009;263,183;427,050;456,15;1134,583;;;852,400;883,600;848,300;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;595,91147;0,00001;0,0000;;nan;0,40496;67,61802;3,58096186;19,391020;0,175611;23,446587;25,044283;0,0386;4,3662;;;0,00;0,60;52,76;;105,695;106,288;5,9591147;18,07400;2,47000;0,03300;0,1038914;;;;;;
;;96;18,72400;88,15000;0,020000;2,112;82,65;22,0000;-6,130;0,00;101,096;0,009;263,183;429,950;459,55;1134,983;;;853,300;883,700;848,500;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;620,97708;0,00001;0,0000;;nan;0,24854;70,19931;4,20193894;19,424930;0,189714;23,647090;25,275078;0,0421;4,7603;;;0,00;0,62;54,93;;121,886;106,288;6,2097708;18,05500;2,49600;0,03300;0,1081190;;;;;;
Auswertung Test;;97;18,64000;89,20000;0,010000;2,175;82,42;22,0000;-6,660;0,00;101,104;0,009;263,177;432,950;463,85;1134,983;;;853,200;883,700;848,600;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;647,24797;0,00001;0,0000;;nan;0,05220;72,53612;4,84918691;19,472461;0,192414;23,870354;25,574001;0,0432;4,8851;;;0,00;0,64;57,14;;137,988;138,568;6,4724797;18,02400;2,51700;0,02100;0,1124679;;;;;;
Software;Logger2024;98;18,54300;91,45000;0,001000;2,196;82,11;22,0000;-6,870;0,00;101,110;0,009;263,177;435,750;467,45;1135,650;;;854,900;883,800;848,800;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;685,18631;0,00001;0,0000;;nan;-0,12627;73,94419;5,53437322;19,653072;0,196204;24,247564;26,011529;0,0448;5,0666;;;0,00;0,65;60,10;;154,198;138,568;6,8518631;17,99500;2,54600;0,02400;0,1180333;;;;;;
Auswertung Test;;99;18,45200;91,15000;-0,001000;2,212;81,14;22,0000;-7,130;0,00;101,104;0,009;263,183;437,950;470,25;1135,517;;;854,400;883,800;848,900;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;711,905199;0,00001;0,0000;;nan;-0,16537;74,19526;6,24627842;19,571466;0,208094;24,268793;26,058682;0,0476;5,3833;;;0,00;0,66;62,12;;170,515;170,903;7,1190520;17,95600;2,57700;0,00800;0,1232134;;;;;;
Test start time   [s];60;100;18,40300;93,07500;0,007000;2,246;81,14;22,0000;-7,660;0,00;101,106;0,009;263,177;440,750;473,75;1135,817;;;855,200;883,800;849,000;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;730,90817;0,00001;0,0000;;nan;-0,00698;75,92320;6,97718659;19,714132;0,208163;24,601991;26,444000;0,0483;5,4647;;;0,00;0,67;63,81;;186,664;170,903;7,3090817;17,92100;2,61200;0,02200;0,1256188;;;;;;
Time to ignition  [s];0;101;18,38700;93,70000;0,006000;2,318;82,19;22,0000;-7,920;0,00;101,104;0,009;263,177;443,150;476,65;1136,483;;;857,000;883,800;849,200;313,350;;;;;0,00;0,00;0,00;3,00;1,71;0,000;0,000;0,59;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;732,25617;0,00001;0,0000;;nan;-0,02696;78,47293;7,70944276;19,726576;0,195313;24,751569;26,622668;0,0456;5,1620;;;0,00;0,69;64,25;;202,305;202,430;7,3225617;17,88700;2,62700;0,02100;0,1257730;;;;;;
Time to flame out [s];0;102;18,36500;83,47500;0,022000;2,374;80,95;22,0000;-8,200;0,00;101,104;0,009;263,177;445,450;479,85;1136,717;;;857,400;883,900;849,400;313,350;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;692,03229;0,00001;0,0000;;nan;0,27542;75,71117;8,40147504;18,571031;0,210419;23,422608;25,231425;0,0466;5,2707;;;0,00;0,67;61,02;;216,678;202,430;6,9203229;17,87300;2,64500;0,04200;0,1262681;;;;;;
Time end of test  [s];0;103;18,29900;88,60000;0,025000;2,412;81,40;22,0000;-8,730;0,00;101,106;0,009;263,177;447,750;482,75;1136,750;;;857,400;883,900;849,500;313,350;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;730,09734;0,00001;0,0000;;nan;0,34102;79,08217;9,13157238;19,083427;0,204929;24,193140;26,084284;0,0469;5,3067;;;0,00;0,70;64,31;;230,353;231,503;7,3009734;17,84600;2,67700;0,02700;0,1296827;;;;;;
Masses;;104;18,21100;86,05000;0,028000;2,439;81,50;22,0000;-9,000;0,00;101,104;0,009;263,177;450,150;485,85;1136,750;;;857,300;883,900;849,600;313,350;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;743,88517;0,00001;0,0000;;nan;0,39219;78,62643;9,87545756;18,756600;0,203742;23,906260;25,802191;0,0461;5,2189;;;0,00;0,69;65,31;;244,074;231,503;7,4388517;17,79900;2,71000;0,03800;0,1345013;;;;;;
Mass sust.flaming [g];0,00;105;18,15400;94,20000;0,040000;2,460;81,05;22,0000;-9,540;0,00;101,104;0,009;263,177;451,850;488,15;1136,783;;;857,300;883,900;849,700;313,350;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;793,754570;0,00001;0,0000;;nan;0,64764;82,84039;10,6692121;19,587798;0,209291;25,059948;27,073174;0,0497;5,6251;;;0,01;0,73;69,62;;257,986;259,538;7,9375457;17,76900;2,72500;0,03400;0,1374713;;;;;;
Mass remaining    [g];0,00;106;18,12700;82,25000;0,033000;2,470;80,81;22,0000;-9,780;0,00;101,104;0,009;263,183;453,650;490,45;1136,617;;;856,800;883,800;849,800;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;748,42145;0,00001;0,0000;;nan;0,47452;77,58168;11,4176335;18,266897;0,212203;23,463131;25,366456;0,0472;5,3438;;;0,00;0,69;65,56;;271,349;259,538;7,4842145;17,74900;2,74700;0,02200;0,1390146;;;;;;
Mass loos test    [g];0,00;107;18,09200;86,65000;0,033000;2,496;81,21;22,0000;-10,060;0,00;101,104;0,009;263,183;455,850;493,55;1136,617;;;856,800;883,800;849,800;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;775,8834;0,00001;0,0000;;nan;0,48593;80,30086;12,1935169;18,703832;0,207251;24,140865;26,137378;0,0475;5,3777;;;0,00;0,71;67,97;;283,927;286,290;7,7588340;17,71700;2,77600;0,00700;0,1407744;;;;;;
Mass loos rate test [g/s];0,00;108;18,07400;84,65000;0,021000;2,517;80,94;22,0000;-10,570;0,00;101,104;0,009;263,177;457,650;495,95;1137,150;;;858,400;883,700;849,900;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;770,47384;0,00001;0,0000;;nan;0,25511;79,90020;12,9639908;18,450326;0,210596;23,907699;25,908497;0,0479;5,4167;;;0,00;0,71;67,47;;296,242;286,290;7,7047384;17,68200;2,80100;0,01000;0,1417266;;;;;;
Mass loss rate 10/90 [g/s];0,00;109;18,05500;85,62500;0,024000;2,546;79,95;22,0000;-10,850;0,00;101,106;0,009;263,177;459,250;497,85;1137,883;;;860,500;883,700;850,000;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;777,64268;0,00001;0,0001;;nan;0,31244;81,16822;13,7416335;18,523924;0,222889;24,086985;26,111497;0,0511;5,7778;;;0,00;0,72;68,20;;308,075;310,486;7,7764268;17,66600;2,81100;0,01700;0,1424884;;;;;;
Values;;110;18,02400;81,12500;0,008000;2,577;80,43;22,0000;-11,430;0,00;101,104;0,009;263,177;460,750;500,15;1138,050;;;861,100;883,600;850,000;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;764,300279;0,00001;0,0000;;nan;0,01185;79,86488;14,5059337;18,001222;0,216929;23,483758;25,491918;0,0485;5,4898;;;0,00;0,71;66,99;;319,364;310,486;7,6430028;17,65000;2,82300;0,03000;0,1441332;;;;;;
THR   [MJ/m²];0,0;111;17,99500;88,00000;0,022000;2,612;80,63;22,0000;-11,660;0,00;101,106;0,009;263,183;462,750;502,75;1137,617;;;859,800;883,600;850,000;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;800,604809;0,00001;0,0001;;nan;0,27769;84,15850;15,3065385;18,707916;0,214410;24,511625;26,630404;0,0501;5,6684;;;0,00;0,74;70,31;;330,465;333,333;8,0060481;17,64000;2,83100;0,03000;0,1452950;;;;;;
TSP   [m²];0,0;112;17,95600;86,80000;0,021000;2,627;80,15;22,0000;-11,950;0,00;101,106;0,009;263,177;464,350;504,75;1137,183;;;858,700;883,500;849,900;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;805,1671;0,00001;0,0001;;nan;0,25654;83,93350;16,1117056;18,547887;0,220439;24,385977;26,507638;0,0513;5,8009;;;0,00;0,74;70,63;;341,584;333,333;8,0516710;17,62600;2,85600;0,03700;0,1474159;;;;;;
TSR   [m²/m²];0,0;113;17,92100;87,20000;0,042000;2,645;79,74;22,0000;-12,460;0,00;101,098;0,009;263,177;465,950;506,75;1137,050;;;858,400;883,400;849,900;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;814,335269;0,00001;0,0001;;nan;0,65165;84,57515;16,9260409;18,558629;0,225569;24,484175;26,628084;0,0527;5,9629;;;0,01;0,75;71,50;;352,430;355,239;8,1433527;17,59500;2,87700;0,04200;0,1490349;;;;;;
TSR   [m²/m² (none flaming phase)];0,0;114;17,88700;83,75000;0,027000;2,677;82,16;22,0000;-12,750;0,00;101,098;0,009;263,177;467,450;508,85;1137,350;;;859,400;883,300;849,900;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;806,24278;0,00001;0,0000;;nan;0,36161;83,77942;17,7322837;18,158590;0,195669;24,033530;26,162074;0,0449;5,0820;;;0,00;0,74;70,75;;362,886;355,239;8,0624278;17,57300;2,89300;0,04900;0,1508312;;;;;;
TSR   [m²/m² (flaming phase)];0,0;115;17,87300;83,75000;0,038000;2,710;82,16;22,0000;-13,340;0,00;101,098;0,009;263,177;467,450;508,85;1137,750;;;860,700;883,200;849,900;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;808,04764;0,00001;0,0000;;nan;0,56404;84,83243;18,5403313;18,158590;0,195669;24,033530;26,162074;0,0449;5,0820;;;0,00;0,75;71,08;;372,896;375,705;8,0804764;17,55100;2,91800;0,02400;0,1511751;;;;;;
MARHE [kW / m²];990,3;116;17,84600;85,72500;0,034000;2,725;81,59;22,0000;-13,590;0,00;101,106;0,009;263,177;468,550;510,15;1137,750;;;860,800;883,000;850,000;313,450;;;;;0,00;0,00;0,00;3,00;1,72;0,000;0,000;0,59;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;824,286580;0,00001;0,0000;;nan;0,49562;86,21373;19,3646179;18,349874;0,202631;24,343851;26,505209;0,0471;5,3318;;;0,00;0,76;72,46;;382,732;375,705;8,2428658;17,51500;2,96300;0,03500;0,1526282;;;;;;
Results HRR;;117;17,79900;78,67500;0,022000;2,747;80,53;22,0000;-13,880;0,00;101,098;0,009;263,177;470,150;512,45;1137,483;;;860,100;882,900;850,000;313,450;;;;;0,00;0,00;0,00;3,00;1,73;0,000;0,000;0,59;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;801,667980;0,00001;0,0000;;nan;0,26059;83,13716;20,1662859;17,549205;0,215618;23,361147;25,462979;0,0482;5,4505;;;0,00;0,73;70,35;;392,159;394,483;8,0166798;17,46200;2,99100;0,02700;0,1552536;;;;;;
HRR max [kW/m²];1,0;118;17,76900;86,20000;0,007000;2,776;80,66;22,0000;-14,390;0,00;101,104;0,009;263,177;471,350;513,85;1137,383;;;859,900;882,800;850,000;313,450;;;;;0,00;0,00;0,00;3,00;1,73;0,000;0,000;0,59;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;846,532359;0,00001;0,0001;;nan;-0,00651;87,85077;21,0128183;18,345906;0,214052;24,484032;26,691673;0,0501;5,6720;;;0,00;0,78;74,25;;401,478;394,483;8,4653236;17,43300;3,00200;0,01800;0,1568472;;;;;;
Max at [s];288;119;17,74900;85,25000;0,010000;2,801;80,01;22,0000;-14,660;0,00;101,104;0,009;263,177;472,750;515,65;1137,417;;;860,200;882,600;850,000;313,550;;;;;0,00;0,00;0,00;3,00;1,73;0,000;0,000;0,59;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;845,162020;0,00001;0,0001;;nan;0,04894;88,04187;21,8579803;18,217497;0,222189;24,384875;26,597695;0,0518;5,8669;;;0,00;0,78;74,19;;410,898;412,700;8,4516202;17,42700;3,00700;0,01800;0,1577114;;;;;;
HRR 060s [kW/m²];0,0;120;17,71700;82,60000;0,017000;2,811;81,26;22,0000;-15,240;0,00;101,106;0,009;263,177;474,050;517,55;1137,050;;;859,300;882,400;850,000;313,550;;;;;0,00;0,00;0,00;3,00;1,73;0,000;0,000;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;839,46796;0,00001;0,0000;;nan;0,17518;86,86423;22,6974482;17,907512;0,206651;24,035860;26,241450;0,0476;5,3835;;;0,00;0,77;73,66;;419,938;412,700;8,3946796;17,42500;3,01400;0,02600;0,1593887;;;;;;
HRR 120s [kW/m²];0,0;121;17,68200;81,27500;0,030000;2,823;81,09;22,0000;-15,480;0,00;101,106;0,009;263,177;475,750;519,95;1136,683;;;858,300;882,300;850,000;313,550;;;;;0,00;0,00;0,00;3,00;1,73;0,000;0,000;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;840,270499;0,00001;0,0000;;nan;0,40718;86,39177;23,5377187;17,731537;0,208747;23,885012;26,104071;0,0478;5,4096;;;0,00;0,76;73,74;;428,636;430,439;8,4027050;17,40900;3,03200;0,03000;0,1611549;;;;;;
HRR 180s [kW/m²];0,0;122;17,66600;81,72500;0,030000;2,831;79,22;22,0000;-15,780;0,00;101,106;0,009;263,177;477,150;521,65;1136,317;;;857,300;882,200;850,000;313,550;;;;;0,00;0,00;0,00;3,00;1,73;0,000;0,000;0,58;0,45;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;845,68615;0,00001;0,0001;;nan;0,40773;86,75813;24,3834049;17,754453;0,232049;23,986257;26,223266;0,0534;6,0410;;;0,00;0,77;74,20;;437,110;430,439;8,4568615;17,38500;3,04800;0,04500;0,1619983;;;;;;
HRR 240s [kW/m²];0,0;123;17,65000;80,15000;0,037000;2,856;81,21;22,0000;-16,330;0,00;101,098;0,009;263,177;478,050;522,85;1136,117;;;857,000;882,000;849,900;313,550;;;;;0,00;0,00;0,00;3,00;1,73;0,000;0,000;0,58;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;839,703839;0,00001;0,0000;;nan;0,52809;86,61271;25,2231087;17,565981;0,207249;23,776394;26,004576;0,0473;5,3504;;;0,00;0,77;73,77;;445,310;446,953;8,3970384;17,38300;3,03400;0,02500;0,1625887;;;;;;
