General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
Max at [s];338;169;16,78000;73,22500;0,027000;3,590;82,57;23,9000;-35,970;0,00;101,122;0,009;263,177;515,750;573,05;1135,283;;;862,800;878,800;844,800;305,450;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,62;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;971,27075;0,00001;0,0000;;nan;0,30478;100,74513;67,9808990;16,164690;0,190890;23,605156;26,227697;0,0439;4,9703;;;0,00;0,89;85,88;;700,564;701,214;9,7127075;16,45600;3,83900;0,01600;0,2052852;;;;;;
COY 060s [kg/kg];0,0000;170;16,76600;75,97500;0,023000;3,616;80,81;23,9000;-36,320;0,00;101,126;0,009;263,177;517,350;575,05;1135,083;;;862,300;878,700;844,800;305,450;;;;;0,00;0,00;0,00;3,00;1,47;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;990,55865;0,00001;0,0000;;nan;0,24320;103,21910;68,9714577;16,439947;0,212379;24,081589;26,767406;0,0499;5,6436;;;0,00;0,91;87,64;;704,288;701,214;9,9055865;16,44900;3,84100;0,05200;0,2058684;;;;;;
COY 120s [kg/kg];0,0000;171;16,75400;75,77500;0,033000;3,634;81,16;23,9000;-36,910;0,00;101,122;0,009;263,177;518,450;576,35;1134,917;;;861,700;878,700;844,900;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;990,12081;0,00001;0,0000;;nan;0,40920;103,49735;69,9615785;16,400868;0,208002;24,075426;26,764147;0,0488;5,5266;;;0,00;0,91;87,68;;708,040;708,578;9,9012081;16,44700;3,85400;0,03000;0,2062773;;;;;;
COY 180s [kg/kg];0,0000;172;16,73400;74,97500;0,046000;3,656;82,24;23,9000;-37,240;0,00;101,128;0,009;263,177;519,450;577,65;1135,117;;;862,300;878,600;845,000;305,450;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;987,652229;0,00001;0,0000;;nan;0,62185;103,48558;70,9492307;16,298351;0,194789;23,971084;26,656842;0,0455;5,1548;;;0,01;0,91;87,55;;711,711;708,578;9,8765223;16,42600;3,86800;0,04800;0,2070753;;;;;;
COY 240s [kg/kg];0,0000;173;16,70600;73,47500;0,056000;3,674;82,60;23,9000;-37,880;0,00;101,128;0,009;263,177;520,650;579,35;1134,817;;;861,400;878,600;845,000;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;982,714400;0,00001;0,0000;;nan;0,77860;102,84272;71,9319451;16,115885;0,190433;23,757476;26,435982;0,0442;4,9978;;;0,01;0,91;87,15;;715,279;715,795;9,8271440;16,40100;3,89700;0,04500;0,2084021;;;;;;
COY 300s [kg/kg];0,0000;174;16,68800;79,25000;0,034000;3,682;80,57;23,9000;-38,160;0,00;101,132;0,009;263,177;521,450;580,15;1135,117;;;862,300;878,600;845,000;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1025,43586;0,00001;0,0001;;nan;0,43430;106,96393;72,9573810;16,724402;0,215307;24,692413;27,472056;0,0519;5,8720;;;0,00;0,95;90,83;;718,973;715,795;10,2543587;16,37700;3,90400;0,04700;0,2095729;;;;;;
COY 360s [kg/kg];0,0000;175;16,65900;77,30000;0,040000;3,696;81,38;23,9000;-38,820;0,00;101,128;0,009;263,177;522,250;581,05;1135,083;;;862,100;878,600;845,100;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1018,87345;0,00001;0,0000;;nan;0,52920;105,96840;73,9762544;16,504707;0,205368;24,405434;27,153235;0,0489;5,5360;;;0,00;0,94;90,25;;722,780;723,044;10,1887345;16,37300;3,90200;0,03800;0,2110357;;;;;;
COY Test [kg/kg];0,0000;176;16,63900;71,72500;0,026000;3,744;80,90;23,9000;-39,150;0,00;101,128;0,009;263,177;523,350;582,35;1135,050;;;862,000;878,600;845,100;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;984,092899;0,00001;0,0000;;nan;0,28339;103,31455;74,9603473;15,881680;0,211298;23,533631;26,186702;0,0485;5,4931;;;0,00;0,91;87,25;;726,320;723,044;9,8409290;16,37400;3,91500;0,03100;0,2118443;;;;;;
Results CO2Y;;177;16,63400;71,92500;0,027000;3,781;81,39;23,9000;-39,490;0,00;101,130;0,009;263,183;523,950;583,15;1134,950;;;861,600;878,600;845,200;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;984,489939;0,00001;0,0000;;nan;0,29977;104,43734;75,9448373;15,894699;0,205184;23,579925;26,244171;0,0472;5,3458;;;0,00;0,92;87,42;;729,633;730,063;9,8448994;16,34600;3,96100;0,01600;0,2117543;;;;;;
CO2Y max [kg/kg];0,0000;178;16,59900;77,77500;0,023000;3,811;81,45;23,9000;-40,100;0,00;101,130;0,009;263,177;525,150;584,85;1135,017;;;861,700;878,600;845,300;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1030,8293;0,00001;0,0000;;nan;0,24430;109,35477;76,9756666;16,509565;0,204509;24,548178;27,338859;0,0490;5,5505;;;0,00;0,97;91,54;;733,114;730,063;10,3082930;16,28100;4,01500;0,02600;0,2135018;;;;;;
Max at [s];339;179;16,53900;77,17500;0,034000;3,827;81,47;23,9000;-40,440;0,00;101,130;0,009;263,183;525,550;585,35;1136,483;;;866,100;878,500;845,400;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1041,3414;0,00001;0,0000;;nan;0,42697;109,35547;78,0170080;16,439500;0,204219;24,462616;27,246110;0,0488;5,5238;;;0,00;0,97;92,41;;736,807;737,060;10,4134140;16,20100;4,08600;0,01700;0,2166696;;;;;;
CO2Y 060s [kg/kg];0,0000;180;16,49700;73,55000;0,016000;3,839;82,04;23,9000;-41,060;0,00;101,130;0,009;263,177;526,150;586,25;1136,617;;;866,400;878,500;845,500;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1027,29479;0,00001;0,0000;;nan;0,12329;107,03705;79,0443028;16,039612;0,197268;23,894816;26,624225;0,0461;5,2140;;;0,00;0,95;91,02;;740,422;737,060;10,2729479;16,13100;4,13000;0,03500;0,2191297;;;;;;
CO2Y 120s [kg/kg];0,0000;181;16,47500;74,47500;0,052000;3,841;80,96;23,9000;-41,410;0,00;101,128;0,009;263,183;526,950;587,35;1138,183;;;870,900;878,500;845,700;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1037,01111;0,00001;0,0000;;nan;0,71382;107,68623;80,0813139;16,127901;0,210581;24,062876;26,821008;0,0495;5,6070;;;0,01;0,95;91,98;;743,957;744,316;10,3701111;16,09000;4,15100;0,03600;0,2200144;;;;;;
CO2Y 180s [kg/kg];0,0000;182;16,45600;74,22500;0,030000;3,854;80,06;23,9000;-42,040;0,00;101,126;0,009;263,183;528,250;588,75;1138,383;;;871,400;878,500;845,800;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1039,39264;0,00001;0,0001;;nan;0,35234;107,74526;81,1207065;16,080985;0,221738;24,052068;26,806730;0,0521;5,9010;;;0,00;0,95;92,10;;747,490;744,316;10,3939264;16,08300;4,13800;0,04800;0,2211878;;;;;;
CO2Y 240s [kg/kg];0,0000;183;16,44900;72,45000;0,048000;3,868;80,05;23,9000;-42,350;0,00;101,126;0,009;263,177;529,150;590,15;1138,450;;;871,600;878,500;845,800;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1026,40271;0,00001;0,0001;;nan;0,63812;106,75407;82,1471092;15,874026;0,221801;23,782974;26,524656;0,0516;5,8405;;;0,01;0,94;91,06;;750,916;751,199;10,2640272;16,10200;4,14700;0,04800;0,2212747;;;;;;
CO2Y 300s [kg/kg];0,0000;184;16,44700;72,67500;0,045000;3,897;80,74;23,9000;-43,020;0,00;101,126;0,009;263,177;530,150;591,55;1138,450;;;871,600;878,400;845,900;305,550;;;;;0,00;0,00;0,00;3,00;1,48;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1026,3912;0,00001;0,0000;;nan;0,59012;107,63429;83,1735004;15,883654;0,213217;23,842372;26,603707;0,0498;5,6312;;;0,01;0,95;91,16;;754,228;751,199;10,2639120;16,07400;4,18200;0,04600;0,2211346;;;;;;
CO2Y 360s [kg/kg];0,0000;185;16,42600;75,05000;0,047000;3,904;80,47;23,9000;-43,330;0,00;101,128;0,009;263,177;531,650;593,25;1138,017;;;870,400;878,300;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1046,67113;0,00001;0,0001;;nan;0,63162;109,42815;84,2201716;16,118319;0,216613;24,263074;27,074332;0,0514;5,8221;;;0,01;0,97;92,94;;757,579;757,949;10,4667113;16,02800;4,21200;0,04100;0,2222463;;;;;;
CO2Y Test [kg/kg];0,0000;186;16,40100;72,32500;0,038000;3,902;80,57;23,9000;-43,680;0,00;101,128;0,009;263,183;532,250;593,75;1137,783;;;869,700;878,200;846,000;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1033,84630;0,00001;0,0001;;nan;0,47509;107,30828;85,2540179;15,814071;0,215400;23,831953;26,585668;0,0502;5,6850;;;0,00;0,95;91,70;;760,910;757,949;10,3384630;15,99800;4,24100;0,04100;0,2237810;;;;;;
;;187;16,37700;72,67500;0,031000;3,915;81,25;23,9000;-44,360;0,00;101,128;0,009;263,183;532,650;594,25;1137,883;;;870,200;878,000;846,000;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1041,88719;0,00001;0,0000;;nan;0,36335;107,89157;86,2959051;15,846336;0,206991;23,898522;26,662343;0,0484;5,4788;;;0,00;0,95;92,37;;764,167;764,625;10,4188719;15,95300;4,27800;0,02900;0,2250920;;;;;;
;;188;16,37300;71,77500;0,016000;3,961;80,69;23,9000;-44,720;0,00;101,128;0,009;263,177;534,250;596,45;1137,783;;;870,100;877,800;846,000;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1033,54087;0,00001;0,0000;;nan;0,12090;108,34136;87,3294459;15,724311;0,213893;23,785727;26,554977;0,0498;5,6387;;;0,00;0,96;91,74;;767,373;764,625;10,3354087;15,92400;4,28300;0,02200;0,2250186;;;;;;
;;189;16,37400;73,07500;0,026000;4,015;80,09;23,9000;-45,340;0,00;101,122;0,009;263,183;535,550;597,75;1137,350;;;869,100;877,600;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1038,51156;0,00001;0,0001;;nan;0,28288;110,69684;88,3679575;15,846804;0,221358;24,029348;26,820172;0,0521;5,8938;;;0,00;0,98;92,44;;770,513;771,022;10,3851156;15,92500;4,27300;0,02300;0,2243383;;;;;;
;;190;16,34600;71,37500;0,017000;4,086;81,35;23,9000;-45,700;0,00;101,122;0,009;263,183;536,350;599,05;1136,917;;;868,000;877,400;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1030,04408;0,00001;0,0000;;nan;0,13624;111,28159;89,3980016;15,649707;0,205666;23,765928;26,544194;0,0479;5,4196;;;0,00;0,98;91,85;;773,590;771,022;10,3004408;15,94000;4,26700;0,04100;0,2253338;;;;;;
;;191;16,28100;70,97500;0,035000;4,130;81,93;23,9000;-46,380;0,00;101,118;0,009;263,177;537,650;600,85;1136,617;;;867,300;877,200;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1039,73007;0,00001;0,0000;;nan;0,42083;112,04875;90,4377316;15,586915;0,198626;23,727943;26,517129;0,0462;5,2288;;;0,00;0,99;92,78;;776,625;777,205;10,3973007;15,94300;4,28700;0,03100;0,2284433;;;;;;
;;192;16,20100;73,40000;0,036000;4,151;80,31;23,9000;-46,720;0,00;101,122;0,009;263,183;538,550;601,65;1136,183;;;866,200;877,000;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1076,09862;0,00001;0,0001;;nan;0,44370;114,44003;91,5138303;15,837707;0,218583;24,150082;26,979662;0,0517;5,8545;;;0,00;1,01;95,89;;779,812;777,205;10,7609862;15,91200;4,31500;0,04600;0,2327939;;;;;;
;;193;16,13100;69,75000;0,048000;4,138;80,65;23,9000;-47,410;0,00;101,122;0,009;263,183;539,050;602,35;1136,450;;;867,200;876,800;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1066,07011;0,00001;0,0000;;nan;0,62054;111,15505;92,5799004;15,431739;0,214316;23,552889;26,318678;0,0495;5,5996;;;0,01;0,98;94,81;;783,063;783,436;10,6607011;15,87800;4,35700;0,04900;0,2367894;;;;;;
;;194;16,09000;73,12500;0,048000;4,147;81,71;23,9000;-47,680;0,00;101,122;0,009;263,177;539,550;603,05;1136,217;;;866,600;876,700;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1101,14473;0,00001;0,0000;;nan;0,63509;114,01229;93,6810451;15,793354;0,201261;24,127168;26,966710;0,0476;5,3880;;;0,01;1,01;97,85;;786,371;783,436;11,0114473;15,82100;4,42000;0,04900;0,2390348;;;;;;
;;195;16,08300;73,65000;0,046000;4,182;80,62;23,9000;-48,390;0,00;101,122;0,009;263,177;540,650;604,25;1135,983;;;866,100;876,500;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1104,33996;0,00001;0,0001;;nan;0,60455;115,28451;94,7853851;15,833815;0,214755;24,238294;27,089594;0,0510;5,7755;;;0,01;1,02;98,25;;789,791;790,025;11,0433996;15,72100;4,50300;0,04700;0,2391177;;;;;;
;;196;16,10200;72,37500;0,041000;4,212;80,17;23,9000;-48,710;0,00;101,126;0,009;263,183;541,650;605,55;1135,850;;;866,000;876,300;845,800;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1087,84064;0,00001;0,0001;;nan;0,51907;115,00958;95,8732257;15,681666;0,220276;24,049786;26,887008;0,0520;5,8796;;;0,00;1,02;96,93;;793,105;790,025;10,8784064;15,64200;4,51400;0,04900;0,2377980;;;;;;
;;197;16,07400;75,00000;0,041000;4,241;81,38;23,9000;-49,080;0,00;101,126;0,009;263,183;542,150;606,15;1136,017;;;866,600;876,100;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1112,85684;0,00001;0,0000;;nan;0,52816;117,83995;96,9860825;15,956153;0,205361;24,493335;27,384737;0,0493;5,5830;;;0,00;1,04;99,20;;796,405;796,807;11,1285684;15,65400;4,50100;0,03300;0,2391139;;;;;;
;;198;16,02800;68,65000;0,029000;4,278;81,53;23,9000;-49,760;0,00;101,126;0,009;263,183;543,350;608,05;1136,550;;;868,300;876,000;845,900;305,650;;;;;0,00;0,00;0,00;3,00;1,49;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1073,84546;0,00001;0,0000;;nan;0,31878;113,61630;98,0599280;15,248872;0,203575;23,459442;26,252900;0,0469;5,3057;;;0,00;1,00;95,70;;799,601;796,807;10,7384546;15,65500;4,52500;0,02900;0,2414913;;;;;;
;;199;15,99800;71,45000;0,022000;4,283;81,46;23,9000;-50,140;0,00;101,122;0,009;263,183;544,850;609,95;1135,683;;;866,000;875,800;845,800;305,650;;;;;0,00;0,00;0,00;3,00;1,50;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1101,63394;0,00001;0,0000;;nan;0,21424;115,89289;99,1615619;15,535310;0,204424;23,966089;26,829614;0,0481;5,4448;;;0,00;1,02;98,09;;802,705;803,373;11,0163394;15,61700;4,57200;0,02100;0,2432150;;;;;;
;;200;15,95300;74,47500;0,023000;4,273;82,72;23,9000;-50,780;0,00;101,128;0,009;263,183;546,150;611,95;1135,083;;;864,400;875,700;845,700;305,750;;;;;0,00;0,00;0,00;3,00;1,50;0,000;0,000;0,62;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1135,25824;0,00001;0,0000;;nan;0,23458;117,90649;100,296820;15,841875;0,189016;24,497332;27,448763;0,0455;5,1506;;;0,00;1,04;100,94;;806,012;803,373;11,3525824;15,55800;4,61900;0,04000;0,2458547;;;;;;
;;201;15,92400;71,27500;0,041000;4,267;81,00;23,9000;-51,150;0,00;101,124;0,009;263,183;546,350;611,95;1134,717;;;863,600;875,500;845,600;305,750;;;;;0,00;0,00;0,00;3,00;1,50;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1117,13193;0,00001;0,0000;;nan;0,51297;115,16062;101,413952;15,494959;0,210009;23,969648;26,847672;0,0495;5,5974;;;0,00;1,02;99,30;;809,335;809,786;11,1713193;15,50800;4,65800;0,03400;0,2473861;;;;;;
;;202;15,92500;67,97500;0,031000;4,287;82,14;23,9000;-51,830;0,00;101,122;0,009;263,177;548,150;614,45;1134,317;;;862,600;875,300;845,600;305,750;;;;;0,00;0,00;0,00;3,00;1,50;0,000;0,000;0,62;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1088,52685;0,00001;0,0000;;nan;0,34658;112,81780;102,502479;15,107138;0,196099;23,446708;26,282641;0,0452;5,1166;;;0,00;1,00;96,81;;812,425;809,786;10,8852685;15,47900;4,65900;0,04100;0,2472350;;;;;;
;;203;15,94000;71,02500;0,046000;4,315;81,64;23,9000;-52,200;0,00;101,114;0,009;263,183;549,050;615,55;1135,083;;;865,100;875,200;845,500;305,750;;;;;0,00;0,00;0,00;3,00;1,50;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1106,24977;0,00001;0,0000;;nan;0,58929;115,99120;103,608728;15,429682;0,202206;23,986624;26,891843;0,0477;5,3983;;;0,01;1,02;98,58;;815,429;816,057;11,0624977;15,47700;4,68000;0,04600;0,2459776;;;;;;
;;204;15,94300;69,87500;0,049000;4,357;82,39;23,9000;-52,870;0,00;101,122;0,009;263,183;550,450;617,65;1134,917;;;864,500;875,100;845,700;305,750;;;;;0,00;0,00;0,00;3,00;1,50;0,000;0,000;0,62;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1093,2696;0,00001;0,0000;;nan;0,63040;116,03952;104,701998;15,284783;0,193082;23,821955;26,730186;0,0453;5,1237;;;0,01;1,03;97,60;;818,410;816,057;10,9326960;15,44300;4,69800;0,04300;0,2453812;;;;;;
;;205;15,91200;67,90000;0,049000;4,420;80,90;23,9000;-53,210;0,00;101,122;0,009;263,183;551,650;619,15;1135,750;;;867,100;874,900;845,800;305,750;;;;;0,00;0,00;0,00;3,00;1,50;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1081,51601;0,00001;0,0000;;nan;0,62078;115,93916;105,783514;15,050827;0,211261;23,508465;26,384965;0,0489;5,5337;;;0,01;1,02;96,71;;821,253;821,877;10,8151601;15,43100;4,69200;0,04200;0,2465458;;;;;;
;;206;15,87800;72,17500;0,047000;4,503;81,37;23,9000;-53,910;0,00;101,124;0,009;263,183;552,250;619,75;1136,683;;;869,900;874,800;845,900;305,750;;;;;0,00;0,00;0,00;3,00;1,50;0,000;0,000;0,62;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1119,57389;0,00001;0,0000;;nan;0,60814;121,73939;106,903088;15,508965;0,205452;24,250396;27,214455;0,0490;5,5507;;;0,01;1,08;100,32;;824,159;821,877;11,1957389;15,43200;4,71200;0,03700;0,2477117;;;;;;
