General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
MLR EOT mass (g/m²);;31;20,95300;117,52500;0,020000;0,050;99,93;24,0000;0,000;0,00;101,132;0,009;263,203;335,250;339,55;1135,917;;;843,200;896,600;848,500;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,29736;0,04976;0,00325214;25,400252;0,000135;24,110548;24,419796;0,0000;0,0033;;;0,00;0,00;0,04;;;;0,0000000;20,95600;0,04900;0,01600;-0,0001976;;;;;;
MLR time period (s);;32;20,95400;117,82500;0,034000;0,049;99,94;24,0000;0,000;0,00;101,124;0,009;263,203;335,250;339,55;1135,783;;;842,900;896,500;848,500;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,63549;0,00537;0,00325214;25,432651;-0,000046;24,141301;24,450944;0,0000;-0,0011;;;0,01;0,00;0,00;;;;0,0000000;20,95400;0,04800;-0,00500;-0,0004230;;;;;;
Truncate graphs at EOT;;33;20,95400;116,87500;0,005000;0,049;99,93;24,0000;0,000;0,00;101,132;0,009;263,203;335,350;339,55;1135,483;;;842,000;896,500;848,500;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,10175;0,00519;0,00325214;25,326137;0,000074;24,047367;24,348541;0,0000;0,0018;;;0,00;0,00;0,00;;;;0,0000000;20,95500;0,04800;0,00300;-0,0000559;;;;;;
Smooth data?;;34;20,95400;117,15000;0,009000;0,050;99,91;24,0000;0,000;0,00;101,132;0,009;263,203;335,350;339,65;1135,550;;;842,200;896,500;848,500;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,00000;0,04794;0,00325214;25,355915;0,000287;24,075641;24,384350;0,0001;0,0070;;;0,00;0,00;0,00;;;;0,0000000;20,95600;0,04900;-0,00400;-0,0001191;;;;;;
Correct O2 for pressure?;;35;20,95400;115,35000;0,005000;0,050;99,92;24,0000;0,000;0,00;101,132;0,009;263,203;335,350;339,65;1135,217;;;841,200;896,500;848,500;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,09827;0,04625;0,00325214;25,160365;0,000152;23,889965;24,196293;0,0000;0,0036;;;0,00;0,00;0,00;;;;0,0000000;20,95600;0,04800;-0,01000;-0,0000683;;;;;;
;;36;20,95400;115,92499;0,006000;0,050;99,95;24,0000;0,000;0,00;101,122;0,009;263,203;335,450;339,75;1134,917;;;840,200;896,500;848,600;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,07120;0,04511;0,00325214;25,219237;-0,000096;23,953005;24,260049;0,0000;-0,0023;;;0,00;0,00;0,00;;;;0,0000000;20,95500;0,04800;0,00200;-0,0000808;;;;;;
Specification: apparatus;;37;20,95400;118,35000;0,001000;0,050;99,94;24,0000;0,000;0,00;101,124;0,009;263,196;335,550;339,85;1134,983;;;840,500;896,400;848,600;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,19461;0,04437;0,00325214;25,477851;-0,000040;24,205849;24,516041;0,0000;-0,0010;;;0,00;0,00;0,00;;;;0,0000000;20,95600;0,04900;0,00300;-0,0000174;;;;;;
C-factor (SI units);0,0429;38;20,95400;112,97499;0,009000;0,050;99,93;24,0000;0,000;0,00;101,132;0,009;263,196;335,550;339,85;1135,617;;;842,200;896,500;848,700;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,00962;0,04224;0,00325214;24,892576;0,000096;23,649793;23,952860;0,0000;0,0023;;;0,00;0,00;0,00;;;;0,0000000;20,95700;0,05000;0,01300;-0,0001185;;;;;;
OD correction factor;1;39;20,95300;116,55000;0,002000;0,050;99,93;24,0000;0,000;0,00;101,130;0,009;263,196;335,650;339,95;1135,550;;;842,100;896,400;848,700;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,21849999;;;;nan;-0,16377;0,04182;0,00347064;25,279594;0,000049;24,024647;24,332426;0,0000;0,0012;;;0,00;0,00;0,04;;;;0,0021850;20,95400;0,05000;0,01300;0,0000291;;;;;;
Duct diameter (m);0,114;40;20,95500;116,90000;0,022000;0,049;99,93;24,0000;0,000;0,00;101,122;0,009;263,196;335,550;339,95;1134,783;;;839,800;896,400;848,700;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,33620;-0,00215;0,00347064;25,321295;0,000118;24,057109;24,372565;0,0000;0,0029;;;0,00;0,00;-0,03;;;;0,0000000;20,95300;0,05200;0,01700;-0,0003310;;;;;;
O2 delay time (s);12;41;20,95400;116,90000;0,005000;0,049;99,93;24,0000;0,000;0,00;101,122;0,009;263,196;335,550;339,95;1135,083;;;840,500;896,500;848,800;304,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,09386;-0,00210;0,00347064;25,321295;0,000115;24,057109;24,372565;0,0000;0,0028;;;0,00;0,00;0,00;;;;0,0000000;20,95000;0,05300;0,02800;-0,0000555;;;;;;
CO2 delay time (s);10;42;20,95400;118,25001;0,016000;0,049;99,92;24,0000;0,000;0,00;101,122;0,009;263,196;335,450;339,75;1135,483;;;841,200;896,900;848,900;304,550;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,18264;-0,00206;0,00347064;25,470882;0,000150;24,192015;24,502123;0,0000;0,0036;;;0,00;0,00;0,00;;;;0,0000000;20,94900;0,05500;0,02600;-0,0001950;;;;;;
CO delay time (s);10;43;20,95700;118,42500;-0,005000;0,048;99,90;24,0000;0,000;0,00;101,130;0,009;263,196;335,150;339,35;1137,083;;;845,300;897,200;849,300;304,550;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,34692;-0,04542;0,00347064;25,501128;0,000381;24,199081;24,502337;0,0001;0,0093;;;0,00;0,00;-0,09;;;;0,0000000;20,94800;0,05800;0,02800;-0,0000939;;;;;;
;;44;20,95600;119,17500;0,003000;0,048;99,92;24,0000;0,000;0,00;101,130;0,009;263,196;334,950;339,05;1137,983;;;847,800;897,000;849,700;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,13935;-0,04456;0,00347064;25,589387;0,000180;24,268343;24,565403;0,0000;0,0044;;;0,00;0,00;-0,06;;;;0,0000000;20,94500;0,06000;0,01300;-0,0001327;;;;;;
Laboratory;;45;20,95400;121,02499;-0,004000;0,049;99,93;24,0000;0,000;0,00;101,130;0,009;263,196;334,650;338,75;1139,183;;;851,000;897,000;850,100;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,49446999;;;;nan;-0,31486;0,00000;0,00396511;25,798795;0,000033;24,445027;24,744517;0,0000;0,0008;;;0,00;0,00;0,01;;;;0,0049447;20,94200;0,06300;0,00100;0,0000638;;;;;;
Laboratory name;FZ Juelich;46;20,95500;117,15000;-0,010000;0,048;99,92;24,0000;0,000;0,00;101,130;0,009;263,196;334,450;338,55;1140,483;;;854,500;897,100;850,400;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,71036;;;;nan;-0,45301;-0,04327;0,00467547;25,390008;0,000153;24,043313;24,338059;0,0000;0,0037;;;0,00;0,00;-0,02;;;;0,0071036;20,93900;0,06400;-0,00200;0,0000927;;;;;;
Operator;L;47;20,95600;117,50000;0,002000;0,048;99,91;24,0000;0,000;0,00;101,130;0,009;263,196;334,250;338,25;1141,183;;;856,100;897,200;850,800;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,14422;-0,04245;0,00467547;25,435514;0,000286;24,072002;24,360073;0,0001;0,0069;;;0,00;0,00;-0,06;;;;0,0000000;20,94100;0,06400;-0,01100;-0,0001176;;;;;;
Filename;PMMA_DE_6m;48;20,95600;114,97500;0,003000;0,049;99,93;24,0000;0,000;0,00;101,122;0,009;263,196;333,950;337,95;1141,117;;;855,400;897,400;851,100;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,11504;0,00179;0,00467547;25,172033;0,000071;23,801263;24,086351;0,0000;0,0017;;;0,00;0,00;-0,05;;;;0,0000000;20,94100;0,06400;0,01000;-0,0001408;;;;;;
Report name;;49;20,95500;115,42500;0,013000;0,050;99,92;24,0000;0,000;0,00;101,130;0,009;263,196;333,750;337,65;1142,150;;;858,100;897,500;851,400;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,13529;0,04481;0,00467547;25,228800;0,000157;23,840652;24,119240;0,0000;0,0038;;;0,00;0,00;-0,02;;;;0,0000000;20,94200;0,06200;0,01000;-0,0002186;;;;;;
;;50;20,95600;117,92500;0,013000;0,050;99,92;24,0000;0,000;0,00;101,122;0,009;263,196;333,550;337,45;1142,917;;;860,200;897,500;851,600;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,13410;0,04442;0,00467547;25,508197;0,000193;24,090232;24,371905;0,0000;0,0047;;;0,00;0,00;-0,05;;;;0,0000000;20,94400;0,06100;0,01200;-0,0002767;;;;;;
Pre-test conditions;;51;20,95700;117,40000;0,017000;0,052;99,92;24,0000;0,000;0,00;101,130;0,009;263,196;333,450;337,25;1143,750;;;862,400;897,600;851,800;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,23153;0,13041;0,00467547;25,455168;0,000127;24,032943;24,306823;0,0000;0,0031;;;0,00;0,00;-0,08;;;;0,0000000;20,94500;0,05900;0,04000;-0,0004093;;;;;;
Ambient temperature (°C);25,6;52;20,95400;119,35000;0,028000;0,053;99,92;24,0000;0,000;0,00;101,124;0,009;263,196;333,150;337,05;1144,617;;;864,800;897,600;852,000;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,50741;0,17293;0,00467547;25,677255;0,000180;24,220811;24,504350;0,0000;0,0044;;;0,00;0,00;0,01;;;;0,0000000;20,94600;0,05600;0,01300;-0,0003796;;;;;;
Barometric pressure (Pa);97928;53;20,95300;115,90000;0,026000;0,055;99,92;24,0000;0,000;0,00;101,124;0,009;263,196;333,050;336,95;1145,483;;;867,200;897,700;852,100;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,44095;0,25377;0,00467547;25,307211;0,000100;23,864591;24,144044;0,0000;0,0024;;;0,00;0,00;0,04;;;;0,0000000;20,94900;0,05400;0,01200;-0,0003194;;;;;;
Relative hunidity (%);28,6;54;20,95000;119,07501;0,028000;0,058;99,91;24,0000;0,000;0,00;101,124;0,009;263,196;332,950;336,75;1146,083;;;869,000;897,600;852,200;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,48946;0,38415;0,00467547;25,655358;0,000204;24,185628;24,461662;0,0000;0,0050;;;0,00;0,00;0,14;;;;0,0000000;20,95000;0,05400;0,01000;-0,0002043;;;;;;
;;55;20,94900;116,17500;0,013000;0,060;99,92;24,0000;0,000;0,00;101,132;0,009;263,196;332,850;336,65;1145,883;;;868,400;897,500;852,300;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,12359;;;;nan;0,09998;0,45940;0,00479906;25,344828;0,000107;23,885712;24,158404;0,0000;0,0026;;;0,00;0,00;0,17;;;;0,0012359;20,95000;0,05300;0,00700;0,0000174;;;;;;
Conditioning;;56;20,94800;114,85000;0,001000;0,063;99,91;24,0000;0,000;0,00;101,124;0,009;263,196;332,850;336,75;1145,983;;;868,800;897,400;852,300;304,550;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,41714;;;;nan;-0,20066;0,57808;0,0062162;25,199882;0,000244;23,749110;24,027378;0,0001;0,0058;;;0,00;0,01;0,19;;;;0,0141714;20,95000;0,05400;0,00500;0,0001882;;;;;;
Conditionet ? (Y/N);;57;20,94500;111,70000;-0,002000;0,064;99,91;24,0000;0,000;0,00;101,124;0,009;263,196;332,950;336,75;1146,717;;;871,300;897,100;852,300;304,650;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,88585;;;;nan;-0,26801;0,60270;0,00910205;24,848168;0,000197;23,424680;23,692029;0,0000;0,0046;;;0,00;0,01;0,28;;;;0,0288585;20,95200;0,05300;0,00900;0,0003883;;;;;;
Conditioning temperature (°C);;58;20,94200;116,47500;-0,011000;0,064;99,92;24,0000;0,000;0,00;101,132;0,009;263,196;332,950;336,65;1147,017;;;872,600;896,800;852,200;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,12060000;;;;nan;-0,49445;0,60501;0,01422265;25,373720;0,000135;23,920125;24,185944;0,0000;0,0032;;;0,00;0,01;0,37;;;;0,0512060;20,95400;0,05300;0,00700;0,0006740;;;;;;
Conditioning RH (%);;59;20,93900;114,22500;0,010000;0,064;99,90;24,0000;0,000;0,00;101,124;0,009;263,196;332,950;336,75;1147,150;;;873,400;896,500;852,100;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,33268;;;;nan;0,03953;0,58916;0,01855533;25,127447;0,000337;23,687960;23,958313;0,0001;0,0080;;;0,00;0,01;0,46;;;;0,0433268;20,95300;0,05200;0,02400;0,0005776;;;;;;
;;60;20,94100;118,05000;0,010000;0,062;99,91;24,0000;0,000;0,00;101,124;0,009;263,196;332,950;336,85;1147,150;;;873,900;896,100;852,000;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,67557999;0,00000;0,0000;;nan;0,04019;0,51000;0,02223091;25,544698;0,000178;24,081307;24,363383;0,0000;0,0043;;;0,00;0,00;0,40;;;;0,0367558;20,95400;0,05100;0,02400;0,0004821;;;;;;
Data collected;;61;20,94100;117,15000;0,012000;0,061;99,89;24,0000;0,000;0,00;101,124;0,009;263,196;333,150;336,95;1146,917;;;873,900;895,600;851,800;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,56289;0,00000;0,0000;;nan;0,09111;0,46361;0,02579380;25,439498;0,000419;23,996540;24,270251;0,0001;0,0101;;;0,00;0,00;0,40;;2,016;4,032;0,0356289;20,95200;0,05100;0,01900;0,0004694;;;;;;
CO/CO2 data collected?;Yes;62;20,94200;116,85000;0,040000;0,059;99,90;24,0000;0,010;0,00;101,124;0,009;263,196;333,250;337,05;1144,883;;;869,000;894,800;851,400;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,58094;0,00000;0,0000;;nan;0,80522;0,37449;0,02637474;25,403091;0,000360;23,969391;24,242710;0,0001;0,0087;;;0,01;0,00;0,37;;2,180;4,032;0,0058094;20,95300;0,05100;0,00900;0,0000799;;;;;;
Mass data collected?;Yes;63;20,94400;117,05000;0,013000;0,056;99,95;24,0000;0,010;0,00;101,124;0,009;263,196;333,250;337,05;1142,150;;;862,100;893,900;851,000;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,56791;0,00000;0,0000;;nan;0,11659;0,24200;0,02894265;25,424822;-0,000151;23,989895;24,263448;0,0000;-0,0036;;;0,00;0,00;0,30;;2,048;3,657;0,0256791;20,95300;0,05000;0,02100;0,0003389;;;;;;
Smoke data collected;Yes;64;20,94500;118,95000;0,012000;0,054;99,92;24,0000;0,030;0,00;101,124;0,009;263,196;333,350;337,15;1139,883;;;856,700;893,100;850,400;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,41717;0,00000;0,0000;;nan;0,09178;0,15468;0,03135982;25,626500;0,000073;24,187446;24,463169;0,0000;0,0018;;;0,00;0,00;0,27;;2,241;3,657;0,0241717;20,95400;0,05000;0,00700;0,0003165;;;;;;
Soot mass data colelcted;;65;20,94600;119,35000;0,010000;0,054;99,92;24,0000;0,040;0,00;101,120;0,009;263,196;333,250;337,15;1137,983;;;852,400;892,400;849,700;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,15369;0,00000;0,0000;;nan;0,04039;0,15497;0,03351351;25,673402;0,000131;24,224446;24,507943;0,0000;0,0032;;;0,00;0,00;0,24;;2,310;3,263;0,0215369;20,95400;0,05000;-0,00100;0,0002814;;;;;;
Soot mass ratio (1:x);;66;20,94900;117,24999;0,007000;0,053;99,90;24,0000;0,020;0,00;101,124;0,009;263,196;333,350;337,15;1136,417;;;849,100;891,700;849,000;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,14334;0,00000;0,0000;;nan;-0,03662;0,10927;0,03465685;25,442716;0,000274;24,013983;24,287729;0,0001;0,0066;;;0,00;0,00;0,14;;2,236;3,263;0,0114334;20,95500;0,05000;-0,01400;0,0001509;;;;;;
Soot mass (g);;67;20,95000;119,30000;0,005000;0,054;99,93;24,0000;0,020;0,00;101,124;0,009;263,196;333,350;337,15;1135,050;;;846,500;890,900;848,300;304,750;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,78837;0,00000;0,0000;;nan;-0,08848;0,15491;0,03544522;25,664174;-0,000002;24,223005;24,499133;0,0000;-0,0001;;;0,00;0,00;0,11;;2,073;2,806;0,0078837;20,95500;0,05000;-0,00700;0,0001032;;;;;;
;;68;20,95000;113,37500;0,009000;0,053;99,92;24,0000;0,020;0,00;101,126;0,009;263,196;333,350;337,15;1134,083;;;844,800;890,300;847,700;304,750;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,62;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,48189;0,00000;0,0000;;nan;0,01424;0,10745;0,03592711;25,018756;0,000073;23,613831;23,883015;0,0000;0,0017;;;0,00;0,00;0,11;;1,903;2,806;0,0048189;20,95600;0,05000;0,00500;0,0000652;;;;;;
Comments;;69;20,95000;117,80000;0,007000;0,053;99,94;24,0000;0,020;0,00;101,124;0,009;263,196;333,450;337,25;1133,083;;;843,000;889,700;847,100;304,650;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,62;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,68546;0,00000;0,0000;;nan;-0,03670;0,10951;0,03661257;25,498497;-0,000087;24,073851;24,348197;0,0000;-0,0021;;;0,00;0,00;0,11;;1,765;2,368;0,0068546;20,95500;0,05100;0,01100;0,0000905;;;;;;
