General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
Auswertung Test;;97;20,82100;98,77500;0,009000;0,473;90,52;20,5000;-1,700;0,00;101,888;0,000;263,170;366,650;376,35;1019,517;;;743,800;767,300;728,000;315,250;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,4356;0,00000;0,0000;;nan;0,11710;16,32441;0,14574322;22,318558;0,100310;23,169576;23,782544;0,0209;2,3683;;;0,00;0,14;3,66;;2,008;2,349;0,1643560;19,36600;1,40300;0,01700;0,0024551;;;;;;
Software;Logger2024;98;20,70800;103,05000;0,003000;0,606;90,24;20,5000;-2,050;0,00;101,888;0,000;263,170;369,750;380,25;1019,783;;;744,200;767,500;728,200;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;52,3650199;0,00000;0,0000;;nan;-0,01658;21,81820;0,19810824;22,700653;0,103410;23,765492;24,440374;0,0222;2,5091;;;0,00;0,19;6,92;;2,980;2,349;0,5236502;19,33300;1,43400;0,00900;0,0076924;;;;;;
Auswertung Test;;99;20,54900;99,77500;0,014000;0,764;90,09;20,5000;-2,220;0,00;101,884;0,000;263,170;372,850;384,25;1020,117;;;744,700;767,800;728,400;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;101,215079;0,00000;0,0000;;nan;0,22749;27,44873;0,29932332;22,243967;0,105132;23,482626;24,200614;0,0223;2,5258;;;0,00;0,24;11,20;;5,132;5,642;1,0121508;19,30300;1,45400;0,01700;0,0151864;;;;;;
Test start time   [s];60;100;20,37000;102,62501;0,019000;0,877;91,28;20,5000;-2,380;0,00;101,884;0,000;263,170;375,950;388,05;1020,650;;;746,000;768,000;728,500;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;164,90478;0,00000;0,0000;;nan;0,34164;32,10655;0,46422810;22,466220;0,092008;23,914448;24,684138;0,0199;2,2547;;;0,00;0,28;16,33;;8,768;5,642;1,6490478;19,27500;1,48000;0,00100;0,0245213;;;;;;
Time to ignition  [s];0;101;20,18900;101,57500;0,000000;0,995;89,06;20,5000;-2,780;0,00;101,884;0,000;263,170;378,650;391,35;1021,017;;;746,800;768,100;728,700;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;227,74711;0,00000;0,0000;;nan;-0,08282;36,36548;0,69197521;22,271162;0,116597;23,877075;24,677917;0,0252;2,8565;;;0,00;0,32;21,22;;13,973;14,448;2,2774711;19,24800;1,49800;-0,00200;0,0341949;;;;;;
Time to flame out [s];0;102;20,05600;99,70000;0,004000;1,073;88,90;20,5000;-2,920;0,00;101,888;0,000;263,170;381,450;395,05;1021,117;;;746,700;768,300;728,900;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;270,51307;0,00000;0,0000;;nan;0,00584;38,85578;0,96248829;21,983520;0,118324;23,742974;24,589493;0,0255;2,8884;;;0,00;0,34;24,60;;20,354;14,448;2,7051307;19,22600;1,52500;-0,00300;0,0411778;;;;;;
Time end of test  [s];0;103;19,91200;100,37500;0,005000;1,156;90,05;20,5000;-3,090;0,00;101,888;0,000;263,170;383,950;398,05;1021,317;;;747,100;768,300;729,100;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;320,27186;0,00000;0,0000;;nan;0,02774;42,01019;1,28276015;21,985882;0,105570;23,901153;24,778887;0,0229;2,5969;;;0,00;0,37;28,55;;27,655;28,199;3,2027186;19,19200;1,55200;-0,00500;0,0487858;;;;;;
Masses;;104;19,79500;96,17500;0,013000;1,213;90,02;20,5000;-3,280;0,00;101,884;0,000;263,170;386,550;401,35;1021,583;;;747,700;768,400;729,200;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;351,993979;0,00000;0,0000;;nan;0,19795;43,09326;1,63475413;21,448490;0,105909;23,474841;24,373632;0,0226;2,5627;;;0,00;0,38;30,98;;35,672;28,199;3,5199398;19,15700;1,57700;-0,00800;0,0549975;;;;;;
Mass sust.flaming [g];0,00;105;19,69900;97,37500;0,011000;1,281;87,76;20,5000;-3,680;0,00;101,884;0,000;263,170;389,150;404,55;1021,983;;;748,600;768,500;729,400;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;384,50888;0,00000;0,0000;;nan;0,15566;45,74061;2,01926301;21,509666;0,131294;23,700143;24,638039;0,0284;3,2114;;;0,00;0,40;33,65;;44,141;44,671;3,8450888;19,13300;1,59100;0,01400;0,0599376;;;;;;
Mass remaining    [g];0,00;106;19,61300;99,45000;0,019000;1,329;88,07;20,5000;-3,880;0,00;101,884;0,000;263,170;391,450;407,45;1022,050;;;748,700;768,500;729,500;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;416,0684;0,00000;0,0000;;nan;0,32952;47,88456;2,43533141;21,673682;0,127791;24,022006;25,003873;0,0280;3,1721;;;0,00;0,42;36,23;;53,030;44,671;4,1606840;19,11400;1,61000;-0,00100;0,0643969;;;;;;
Mass loos test    [g];0,00;107;19,53900;98,47500;0,028000;1,373;88,37;20,5000;-4,060;0,00;101,888;0,000;263,170;393,750;410,45;1022,217;;;749,100;768,400;729,700;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;436,852619;0,00000;0,0000;;nan;0,51967;49,14235;2,87218403;21,504095;0,124388;23,974083;24,990889;0,0273;3,0860;;;0,00;0,43;37,93;;62,170;62,548;4,3685262;19,09600;1,62500;0,00600;0,0681745;;;;;;
Mass loos rate test [g/s];0,00;108;19,46600;100,72500;0,017000;1,403;86,70;20,5000;-4,500;0,00;101,884;0,000;263,170;396,050;413,35;1022,350;;;749,400;768,400;729,800;315,350;;;;;0,00;0,00;0,00;3,00;2,25;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;466,92778;0,00000;0,0000;;nan;0,28649;50,67802;3,33911181;21,685133;0,143460;24,317133;25,379338;0,0319;3,6145;;;0,00;0,45;40,23;;71,530;62,548;4,6692778;19,07300;1,64700;0,01200;0,0722896;;;;;;
Mass loss rate 10/90 [g/s];0,00;109;19,40700;98,65000;0,009000;1,434;87,12;20,5000;-4,670;0,00;101,884;0,000;263,170;398,150;415,95;1022,483;;;749,800;768,400;729,800;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;481,32401;0,00000;0,0000;;nan;0,11225;51,16534;3,82043582;21,403936;0,138610;24,129073;25,207806;0,0306;3,4687;;;0,00;0,45;41,28;;81,020;81,202;4,8132401;19,05200;1,65800;0,01400;0,0755221;;;;;;
Values;;110;19,36600;95,30000;0,017000;1,454;88,86;20,5000;-4,860;0,00;101,884;0,000;263,170;400,350;418,55;1022,283;;;749,400;768,300;729,700;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;484,81601;0,00000;0,0000;;nan;0,27715;50,87400;4,30525183;20,979493;0,118826;23,781273;24,862374;0,0259;2,9329;;;0,00;0,45;41,54;;90,334;81,202;4,8481601;19,04300;1,66500;0,00900;0,0776267;;;;;;
THR   [MJ/m²];0,0;111;19,33300;95,40000;0,001000;1,480;88,78;20,5000;-5,050;0,00;101,888;0,000;263,170;402,350;421,15;1022,017;;;748,700;768,200;729,700;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;495,24114;0,00000;0,0000;;nan;-0,05699;51,71277;4,80049297;20,938262;0,119715;23,853104;24,967653;0,0262;2,9673;;;0,00;0,46;42,32;;99,437;99,688;4,9524114;19,03200;1,67900;0,01500;0,0794658;;;;;;
TSP   [m²];0,0;112;19,30300;95,17500;-0,002000;1,498;88,04;20,5000;-5,430;0,00;101,884;0,000;263,170;404,150;423,35;1021,950;;;748,500;768,100;729,800;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;503,424639;0,00001;0,0000;;nan;-0,11913;52,18408;5,30391761;20,866933;0,128120;23,878193;25,012577;0,0281;3,1814;;;0,00;0,46;42,95;;108,392;99,688;5,0342464;19,01100;1,70100;0,00000;0,0810684;;;;;;
TSR   [m²/m²];0,0;113;19,27500;96,67500;-0,003000;1,525;87,58;20,5000;-5,610;0,00;101,884;0,000;263,170;406,050;425,85;1022,183;;;749,300;768,000;729,800;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;514,58325;0,00001;0,0000;;nan;-0,14067;53,44741;5,81850086;20,981464;0,133331;24,122126;25,298380;0,0296;3,3486;;;0,00;0,47;43,92;;117,216;117,490;5,1458325;18,99000;1,71300;0,01000;0,0824245;;;;;;
TSR   [m²/m² (none flaming phase)];0,0;114;19,24800;100,35000;-0,005000;1,552;87,72;20,5000;-5,800;0,00;101,884;0,000;263,170;407,450;427,55;1021,983;;;748,800;767,900;729,800;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;531,60818;0,00001;0,0000;;nan;-0,18557;55,35412;6,35010904;21,339782;0,131687;24,618670;25,833138;0,0298;3,3772;;;0,00;0,49;45,39;;126,009;117,490;5,3160818;18,97500;1,72300;0,01300;0,0837329;;;;;;
TSR   [m²/m² (flaming phase)];0,0;115;19,22600;90,02500;-0,008000;1,577;88,90;20,5000;-6,210;0,00;101,884;0,000;263,170;409,350;430,05;1021,717;;;748,300;767,700;729,700;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;508,57662;0,00001;0,0000;;nan;-0,23558;53,17655;6,85868566;20,165204;0,118393;23,372097;24,553977;0,0255;2,8859;;;0,00;0,47;43,44;;134,419;134,271;5,0857662;18,96300;1,73100;0,02800;0,0847802;;;;;;
MARHE [kW / m²];736,6;116;19,19200;98,62500;0,014000;1,591;86,52;20,5000;-6,390;0,00;101,888;0,000;263,170;411,150;432,35;1021,817;;;748,700;767,600;729,700;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;541,04178;0,00001;0,0000;;nan;0,21528;56,04453;7,39972744;21,060167;0,145461;24,516720;25,780868;0,0329;3,7229;;;0,00;0,50;46,26;;142,625;134,271;5,4104178;18,95000;1,74700;0,02600;0,0863757;;;;;;
Results HRR;;117;19,15700;96,57500;-0,001000;1,610;87,48;20,5000;-6,600;0,00;101,884;0,000;263,170;412,850;434,55;1022,083;;;749,800;767,400;729,600;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;546,692070;0,00001;0,0000;;nan;-0,09801;56,02585;7,94641951;20,797191;0,134458;24,310687;25,588492;0,0302;3,4156;;;0,00;0,50;46,59;;150,922;150,512;5,4669207;18,93400;1,75300;0,02100;0,0883986;;;;;;
HRR max [kW/m²];0,8;118;19,13300;95,15000;0,006000;1,625;87,00;20,5000;-7,030;0,00;101,888;0,000;263,170;414,350;436,45;1022,017;;;749,800;767,200;729,600;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;548,729219;0,00001;0,0000;;nan;0,04650;56,04292;8,49514873;20,605786;0,139953;24,174460;25,463843;0,0313;3,5379;;;0,00;0,50;46,78;;159,007;150,512;5,4872922;18,93000;1,75500;0,01300;0,0895637;;;;;;
Max at [s];384;119;19,11400;92,00000;0,012000;1,647;87,20;20,5000;-7,200;0,00;101,884;0,000;263,170;415,850;438,35;1021,883;;;749,800;767,000;729,400;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;543,36302;0,00001;0,0000;;nan;0,16646;55,77523;9,03851175;20,225256;0,137727;23,813926;25,102403;0,0303;3,4322;;;0,00;0,49;46,40;;166,786;166,319;5,4336302;18,92900;1,75900;0,02000;0,0903644;;;;;;
HRR 060s [kW/m²];0,0;120;19,09600;93,65000;0,014000;1,658;87,62;20,5000;-7,390;0,00;101,884;0,000;263,170;417,450;440,35;1021,750;;;749,600;766,800;729,400;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;552,64294;0,00001;0,0000;;nan;0,20818;56,55104;9,59115469;20,366674;0,132838;24,072703;25,393255;0,0296;3,3487;;;0,00;0,50;47,18;;174,343;166,319;5,5264294;18,92000;1,77000;0,00500;0,0912784;;;;;;
HRR 120s [kW/m²];0,0;121;19,07300;94,40000;0,009000;1,665;87,02;20,5000;-7,810;0,00;101,884;0,000;263,170;418,950;442,25;1021,550;;;749,300;766,600;729,300;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;561,88244;0,00001;0,0000;;nan;0,10702;56,92106;10,1530371;20,411426;0,139703;24,212287;25,558859;0,0313;3,5447;;;0,00;0,50;47,87;;181,824;181,372;5,6188244;18,90900;1,77400;0,00300;0,0926134;;;;;;
HRR 180s [kW/m²];0,0;122;19,05200;97,02500;0,015000;1,679;86,20;20,5000;-7,990;0,00;101,884;0,000;263,170;420,050;443,65;1021,183;;;748,600;766,300;729,200;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;575,03837;0,00001;0,0000;;nan;0,23181;58,13023;10,7280755;20,666160;0,149170;24,578821;25,959752;0,0340;3,8443;;;0,00;0,51;49,01;;189,267;181,372;5,7503837;18,90400;1,77800;-0,00200;0,0936239;;;;;;
HRR 240s [kW/m²];0,0;123;19,04300;93,90000;0,000000;1,701;87,23;20,5000;-8,160;0,00;101,884;0,000;263,170;421,250;445,15;1021,150;;;748,800;766,100;729,100;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;567,59825;0,00001;0,0000;;nan;-0,07546;57,87523;11,2956737;20,301648;0,137362;24,214276;25,588094;0,0308;3,4894;;;0,00;0,51;48,37;;196,526;195,904;5,6759825;18,89500;1,78900;-0,00100;0,0940749;;;;;;
HRR 300s [kW/m²];0,0;124;19,03200;92,15000;0,010000;1,713;87,05;20,5000;-8,600;0,00;101,884;0,000;263,170;422,450;446,75;1021,083;;;748,900;765,800;729,100;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;563,82988;0,00001;0,0000;;nan;0,12529;57,66717;11,8595036;20,082995;0,139449;24,021718;25,403485;0,0311;3,5168;;;0,00;0,51;48,12;;203,459;195,904;5,6382988;18,88300;1,80500;-0,01100;0,0944726;;;;;;
HRR 360s [kW/m²];0,0;125;19,01100;93,35000;0,013000;1,723;88,28;20,5000;-8,770;0,00;101,884;0,000;263,170;423,550;448,05;1020,750;;;748,200;765,600;729,000;315,350;;;;;0,00;0,00;0,00;3,00;2,26;0,000;0,000;0,61;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;573,22715;0,00001;0,0000;;nan;0,18623;58,31388;12,4327307;20,187069;0,125392;24,209076;25,609436;0,0282;3,1879;;;0,00;0,52;48,90;;210,228;209,739;5,7322715;18,86700;1,81300;0,00100;0,0955630;;;;;;
HRR Test [kW/m²];0,0;126;18,99000;93,92500;0,028000;1,731;86,97;20,5000;-8,960;0,00;101,886;0,000;263,170;424,550;449,25;1020,483;;;747,800;765,400;728,800;315,350;;;;;0,00;0,00;0,00;3,00;2,27;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;580,11292;0,00001;0,0000;;nan;0,48860;58,70301;13,0128437;20,225284;0,140335;24,312171;25,726636;0,0317;3,5842;;;0,00;0,52;49,52;;216,931;209,739;5,8011292;18,85600;1,82200;0,01300;0,0965393;;;;;;
Results EHC;;127;18,97500;90,80000;0,026000;1,747;85,91;20,5000;-9,160;0,00;101,892;0,000;263,170;425,650;450,65;1020,483;;;748,200;765,100;728,700;315,450;;;;;0,00;0,00;0,00;3,00;2,27;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;573,87923;0,00001;0,0000;;nan;0,44024;58,19143;13,5867229;19,860266;0,152578;23,935250;25,341056;0,0339;3,8384;;;0,00;0,51;49,00;;223,440;222,855;5,7387923;18,84300;1,83000;0,01900;0,0972643;;;;;;
EHC max [MJ/kg];0,0;128;18,96300;90,27500;0,021000;1,753;85,15;20,5000;-9,580;0,00;101,888;0,000;263,170;426,550;451,85;1020,283;;;748,000;764,900;728,500;315,450;;;;;0,00;0,00;0,00;3,00;2,27;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;575,66565;0,00001;0,0000;;nan;0,34003;58,16605;14,1623885;19,781865;0,161494;23,891171;25,308231;0,0359;4,0575;;;0,00;0,51;49,10;;229,720;222,855;5,7566565;18,83600;1,82900;0,02300;0,0979604;;;;;;
Max at [s];219;129;18,95000;92,25000;0,013000;1,755;85,32;20,5000;-9,780;0,00;101,888;0,000;263,170;427,550;453,15;1020,050;;;747,600;764,700;728,400;315,350;;;;;0,00;0,00;0,00;3,00;2,27;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;586,152039;0,00001;0,0000;;nan;0,18425;58,79842;14,7485406;19,973685;0,159494;24,179391;25,627158;0,0359;4,0577;;;0,00;0,52;49,90;;235,919;235,422;5,8615204;18,83700;1,83300;0,02200;0,0987948;;;;;;
EHC 060s [MJ/kg];0,0;130;18,93400;91,42500;0,020000;1,759;86,45;20,5000;-9,980;0,00;101,884;0,000;263,170;428,450;454,05;1019,983;;;747,800;764,400;728,300;315,450;;;;;0,00;0,00;0,00;3,00;2,27;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;587,68313;0,00001;0,0000;;nan;0,32165;58,61014;15,3362237;19,863275;0,146313;24,096351;25,536114;0,0328;3,7092;;;0,00;0,52;50,02;;242,037;235,422;5,8768313;18,82500;1,86200;0,01100;0,0996125;;;;;;
EHC 120s [MJ/kg];0,0;131;18,93000;89,67500;0,005000;1,770;86,26;20,5000;-10,380;0,00;101,884;0,000;263,170;429,550;455,45;1019,850;;;747,800;764,200;728,100;315,450;;;;;0,00;0,00;0,00;3,00;2,27;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;582,91617;0,00001;0,0000;;nan;0,02477;58,34453;15,9191399;19,647047;0,148473;23,895234;25,336013;0,0330;3,7344;;;0,00;0,52;49,58;;247,958;247,425;5,8291617;18,78400;1,89400;0,01100;0,0998936;;;;;;
EHC 180s [MJ/kg];0,0;132;18,92900;93,22500;0,003000;1,774;87,01;20,5000;-10,570;0,00;101,884;0,000;263,170;430,450;456,45;1019,717;;;747,800;763,900;728,000;315,350;;;;;0,00;0,00;0,00;3,00;2,27;0,000;0,000;0,61;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;593,934509;0,00001;0,0000;;nan;-0,01461;59,56366;16,5130744;20,011208;0,139880;24,389129;25,862278;0,0317;3,5914;;;0,00;0,53;50,52;;253,763;247,425;5,9393451;18,74900;1,91100;0,00200;0,0999298;;;;;;
EHC 240s [MJ/kg];0,0;133;18,92000;94,07500;-0,002000;1,778;85,62;20,5000;-10,780;0,00;101,884;0,000;263,170;431,150;457,35;1019,350;;;747,100;763,600;727,900;315,450;;;;;0,00;0,00;0,00;3,00;2,27;0,000;0,000;0,61;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;599,3501;0,00001;0,0000;;nan;-0,11464;59,92425;17,1124245;20,085903;0,155949;24,519976;26,009998;0,0356;4,0268;;;0,00;0,53;50,93;;259,537;258,975;5,9935010;18,74400;1,89900;0,01100;0,1004711;;;;;;
