File Name:	PS_14.txt	Version: 8.3.7.3						
Date:	07 Aug 2024
Operator:	KH
Test ID:	PS_14
Sample ID:	PS_14
Sample Mass (mg):	184.4500
Sample Cup Mass (mg):	4.2500
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.774
Baseline O2:	20.406
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
50.500	112.485	80.012	19.980	100.477	20.271	0.012	1.121	898.873
51.000	113.018	80.012	19.979	100.471	20.271	0.012	1.085	898.891
51.501	113.530	80.012	19.978	100.468	20.272	0.011	1.044	898.880
52.001	114.087	80.013	19.979	100.467	20.274	0.004	1.068	898.889
52.501	114.619	80.011	19.978	100.460	20.275	0.001	1.090	898.887
53.000	115.128	80.011	19.978	100.453	20.272	0.006	1.042	898.880
53.500	115.677	80.012	19.979	100.448	20.275	0.001	1.058	898.920
54.000	116.211	80.010	19.979	100.444	20.273	0.005	1.083	898.879
54.500	116.762	80.012	19.979	100.438	20.273	0.007	1.085	898.884
55.000	117.292	80.012	19.980	100.435	20.273	0.009	1.081	898.900
55.500	117.850	80.012	19.980	100.438	20.270	0.013	1.088	898.883
56.000	118.351	80.013	19.980	100.440	20.277	0.003	1.059	898.856
56.500	118.909	80.011	19.979	100.432	20.277	0.001	1.059	898.871
57.000	119.402	80.012	19.978	100.429	20.278	-0.003	1.051	898.883
57.500	119.962	80.016	19.980	100.429	20.278	-0.003	1.053	898.866
58.000	120.495	80.014	19.980	100.427	20.278	-0.003	1.093	898.926
58.500	121.031	80.015	19.980	100.425	20.280	-0.006	1.069	898.885
59.001	121.571	80.015	19.981	100.432	20.279	-0.003	1.076	898.888
59.500	122.082	80.014	19.981	100.439	20.279	0.000	1.051	898.891
60.000	122.626	80.016	19.980	100.443	20.279	0.000	1.054	898.855
60.500	123.168	80.014	19.981	100.444	20.277	0.005	1.085	898.916
61.000	123.695	80.014	19.980	100.444	20.278	0.004	1.069	898.912
61.501	124.222	80.016	19.980	100.435	20.277	0.005	1.053	898.889
62.001	124.767	80.013	19.980	100.429	20.279	0.002	1.072	898.879
62.500	125.303	80.015	19.979	100.426	20.275	0.010	1.083	898.897
63.000	125.807	80.018	19.980	100.426	20.278	0.008	1.040	898.888
63.500	126.374	80.014	19.980	100.427	20.280	0.005	1.070	898.876
64.001	126.898	80.014	19.979	100.438	20.286	-0.005	1.091	898.892
64.500	127.413	80.015	19.980	100.442	20.282	0.003	1.039	898.865
65.000	127.948	80.012	19.979	100.441	20.283	0.002	1.050	898.883
65.500	128.482	80.013	19.979	100.439	20.285	-0.002	1.069	898.924
66.000	129.006	80.012	19.981	100.435	20.285	-0.003	1.058	898.908
66.500	129.535	80.014	19.981	100.427	20.286	-0.004	1.053	898.908
67.000	130.085	80.013	19.980	100.422	20.288	-0.006	1.079	898.925
67.500	130.600	80.011	19.980	100.420	20.286	-0.000	1.065	898.888
68.000	131.151	80.015	19.980	100.418	20.285	0.002	1.065	898.935
68.501	131.675	80.017	19.981	100.415	20.287	0.000	1.074	898.904
69.001	132.204	80.016	19.980	100.417	20.287	0.001	1.053	898.917
69.501	132.704	80.016	19.979	100.417	20.284	0.006	1.030	898.930
70.000	133.233	80.013	19.980	100.410	20.285	0.005	1.030	898.910
70.500	133.763	80.015	19.982	100.404	20.288	-0.002	1.059	898.897
71.001	134.302	80.016	19.981	100.403	20.287	-0.000	1.070	898.936
71.501	134.798	80.015	19.982	100.398	20.286	0.001	1.035	898.894
72.001	135.354	80.016	19.982	100.397	20.285	0.003	1.051	898.921
72.501	135.882	80.016	19.981	100.398	20.288	-0.003	1.084	898.912
73.000	136.398	80.013	19.981	100.402	20.290	-0.006	1.045	898.926
73.500	136.926	80.015	19.981	100.401	20.289	-0.004	1.043	898.901
74.001	137.459	80.017	19.981	100.399	20.286	0.002	1.060	898.898
74.501	137.978	80.016	19.981	100.392	20.285	0.005	1.052	898.894
75.000	138.495	80.015	19.980	100.388	20.288	-0.001	1.036	898.906
75.500	139.030	80.013	19.980	100.384	20.288	-0.002	1.052	898.927
76.001	139.536	80.013	19.980	100.381	20.287	-0.001	1.040	898.947
76.501	140.075	80.015	19.981	100.377	20.287	-0.001	1.046	898.918
