File Name:	PS_18.txt	Version: 8.3.7.3						
Date:	14 Aug 2024
Operator:	KH
Test ID:	PS_18
Sample ID:	PS_18
Sample Mass (mg):	3.2100
Sample Cup Mass (mg):	184.4800
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.136
Baseline O2:	20.233
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
48.002	109.519	80.098	19.978	100.677	20.097	2.212	1.077	899.648
48.501	110.017	80.100	19.978	100.678	20.098	2.106	1.063	899.635
49.001	110.583	80.098	19.977	100.682	20.100	2.022	1.064	899.601
49.501	111.140	80.100	19.977	100.684	20.103	1.777	1.122	899.610
50.001	111.659	80.100	19.978	100.687	20.103	1.765	1.076	899.610
50.501	112.165	80.098	19.979	100.686	20.104	1.734	1.025	899.625
51.002	112.724	80.097	19.978	100.680	20.101	2.005	1.064	899.618
51.502	113.243	80.097	19.978	100.673	20.102	1.894	1.078	899.625
52.002	113.804	80.098	19.979	100.666	20.104	1.725	1.080	899.638
52.502	114.327	80.099	19.978	100.663	20.106	1.525	1.084	899.597
53.002	114.869	80.098	19.979	100.657	20.104	1.668	1.066	899.632
53.501	115.401	80.099	19.979	100.657	20.102	1.827	1.074	899.645
54.001	115.945	80.099	19.979	100.657	20.104	1.548	1.076	899.636
54.501	116.502	80.098	19.979	100.657	20.104	1.613	1.101	899.663
55.001	117.045	80.101	19.978	100.650	20.105	1.462	1.100	899.643
55.502	117.528	80.101	19.979	100.649	20.108	1.227	1.026	899.640
56.001	118.059	80.100	19.979	100.644	20.109	1.305	1.015	899.631
56.501	118.636	80.097	19.978	100.641	20.110	1.269	1.108	899.651
57.002	119.170	80.095	19.978	100.639	20.108	1.539	1.110	899.661
57.502	119.692	80.098	19.979	100.638	20.110	1.401	1.055	899.626
58.002	120.178	80.100	19.978	100.637	20.109	1.463	1.008	899.638
58.502	120.729	80.098	19.979	100.639	20.108	1.614	1.037	899.653
59.002	121.268	80.100	19.980	100.637	20.108	1.608	1.089	899.682
59.502	121.779	80.099	19.979	100.635	20.105	1.935	1.050	899.698
60.001	122.328	80.099	19.978	100.636	20.106	1.765	1.061	899.641
60.501	122.879	80.100	19.978	100.640	20.111	1.275	1.100	899.643
61.002	123.391	80.100	19.978	100.640	20.112	1.171	1.062	899.687
61.501	123.925	80.099	19.979	100.646	20.110	1.451	1.047	899.645
62.001	124.470	80.099	19.978	100.648	20.111	1.421	1.079	899.624
62.501	125.017	80.099	19.978	100.642	20.115	1.060	1.092	899.657
63.001	125.508	80.100	19.979	100.638	20.114	1.232	1.039	899.685
63.501	126.054	80.099	19.978	100.632	20.111	1.618	1.036	899.647
64.002	126.597	80.098	19.979	100.623	20.112	1.536	1.089	899.636
64.502	127.137	80.102	19.979	100.620	20.114	1.348	1.084	899.659
65.001	127.649	80.101	19.979	100.621	20.114	1.309	1.052	899.669
65.502	128.181	80.100	19.979	100.621	20.116	1.294	1.043	899.636
66.002	128.696	80.100	19.978	100.624	20.115	1.402	1.047	899.617
66.502	129.248	80.099	19.978	100.623	20.116	1.389	1.067	899.651
67.002	129.796	80.101	19.979	100.620	20.115	1.481	1.101	899.701
67.501	130.319	80.100	19.978	100.623	20.112	1.843	1.070	899.655
68.002	130.815	80.100	19.978	100.623	20.116	1.386	1.018	899.651
68.502	131.354	80.099	19.979	100.622	20.115	1.369	1.035	899.692
69.002	131.899	80.100	19.978	100.619	20.116	1.167	1.083	899.674
69.502	132.415	80.101	19.978	100.614	20.112	1.522	1.062	899.684
70.001	132.967	80.101	19.979	100.609	20.113	1.466	1.069	899.654
70.502	133.504	80.101	19.978	100.606	20.115	1.297	1.090	899.654
71.001	134.019	80.101	19.978	100.604	20.119	1.051	1.052	899.657
71.501	134.539	80.103	19.977	100.607	20.117	1.180	1.035	899.660
72.001	135.072	80.102	19.978	100.609	20.117	1.259	1.054	899.662
72.501	135.595	80.099	19.978	100.604	20.117	1.328	1.056	899.691
73.001	136.108	80.100	19.978	100.594	20.120	1.013	1.035	899.662
73.502	136.620	80.099	19.978	100.591	20.116	1.412	1.024	899.675
74.002	137.135	80.100	19.979	100.587	20.118	1.216	1.027	899.640
74.502	137.646	80.098	19.978	100.587	20.117	1.284	1.026	899.663
75.002	138.198	80.099	19.979	100.588	20.120	1.068	1.062	899.706
75.502	138.721	80.100	19.979	100.597	20.119	1.237	1.075	899.652
76.002	139.244	80.098	19.979	100.599	20.118	1.371	1.046	899.649
76.502	139.748	80.100	19.978	100.603	20.118	1.373	1.027	899.666
77.002	140.261	80.101	19.978	100.605	20.121	1.222	1.018	899.653
77.501	140.816	80.100	19.978	100.603	20.118	1.566	1.068	899.694
78.002	141.331	80.102	19.979	100.596	20.120	1.469	1.069	899.666
78.502	141.862	80.101	19.977	100.593	20.119	1.507	1.046	899.658
79.002	142.390	80.101	19.977	100.591	20.117	1.757	1.059	899.653
79.501	142.899	80.100	19.977	100.589	20.119	1.447	1.037	899.657
80.001	143.414	80.099	19.976	100.591	20.120	1.306	1.024	899.674
80.501	143.942	80.101	19.978	100.592	20.121	1.144	1.043	899.652
81.001	144.477	80.100	19.979	100.589	20.120	1.119	1.062	899.664
81.502	144.970	80.100	19.978	100.588	20.123	0.860	1.028	899.657
82.002	145.537	80.102	19.978	100.589	20.121	1.030	1.061	899.673
82.502	146.052	80.100	19.978	100.587	20.122	0.978	1.082	899.660
83.002	146.574	80.097	19.978	100.584	20.125	0.681	1.038	899.673
83.501	147.068	80.096	19.979	100.583	20.123	0.901	1.016	899.637
84.002	147.618	80.095	19.979	100.579	20.124	0.964	1.043	899.671
84.502	148.082	80.096	19.978	100.570	20.121	1.325	1.014	899.689
85.001	148.605	80.096	19.979	100.565	20.124	1.024	0.987	899.694
85.502	149.108	80.094	19.978	100.565	20.124	1.074	1.026	899.662
86.002	149.671	80.095	19.978	100.565	20.123	1.133	1.066	899.635
86.502	150.159	80.094	19.979	100.566	20.122	1.212	1.051	899.668
87.001	150.692	80.094	19.979	100.573	20.127	0.787	1.022	899.652
87.501	151.192	80.097	19.979	100.577	20.124	1.107	1.033	899.668
88.002	151.726	80.098	19.979	100.581	20.125	1.093	1.034	899.661
88.502	152.245	80.097	19.978	100.584	20.126	1.056	1.053	899.688
89.001	152.745	80.096	19.979	100.586	20.125	1.246	1.019	899.676
89.501	153.276	80.096	19.978	100.585	20.126	1.134	1.031	899.667
90.001	153.803	80.095	19.978	100.583	20.127	1.073	1.058	899.657
90.501	154.294	80.095	19.978	100.581	20.131	0.711	1.018	899.660
91.001	154.817	80.096	19.977	100.576	20.128	1.051	1.014	899.654
91.502	155.304	80.096	19.978	100.569	20.127	1.179	1.009	899.640
92.002	155.838	80.093	19.979	100.566	20.128	1.095	1.021	899.638
92.502	156.357	80.093	19.978	100.564	20.129	0.991	1.053	899.647
93.002	156.920	80.097	19.978	100.565	20.127	1.108	1.082	899.651
93.502	157.371	80.097	19.978	100.567	20.130	0.830	1.014	899.635
94.002	157.909	80.099	19.978	100.569	20.130	0.762	0.989	899.654
94.502	158.424	80.099	19.979	100.566	20.129	0.764	1.053	899.671
95.002	158.945	80.096	19.979	100.563	20.127	0.911	1.037	899.681
95.502	159.450	80.097	19.978	100.558	20.132	0.481	1.026	899.675
96.002	159.956	80.095	19.979	100.551	20.127	0.988	1.011	899.649
96.501	160.475	80.096	19.979	100.550	20.128	0.889	1.025	899.641
97.001	160.955	80.097	19.977	100.548	20.129	0.733	0.999	899.643
97.502	161.487	80.094	19.978	100.549	20.126	1.024	1.011	899.645
98.002	162.016	80.097	19.978	100.547	20.125	1.136	1.061	899.664
98.502	162.511	80.099	19.977	100.545	20.126	1.098	1.024	899.662
99.002	163.052	80.098	19.976	100.543	20.129	0.835	1.036	899.648
99.502	163.543	80.097	19.976	100.543	20.128	0.850	1.033	899.675
100.002	164.059	80.093	19.977	100.544	20.128	0.873	1.008	899.652
100.502	164.567	80.096	19.977	100.548	20.124	1.296	1.024	899.654
101.002	165.117	80.098	19.977	100.552	20.129	0.763	1.058	899.677
101.502	165.620	80.099	19.977	100.554	20.127	1.004	1.054	899.678
102.001	166.133	80.098	19.978	100.557	20.134	0.377	1.016	899.673
102.502	166.594	80.100	19.978	100.556	20.133	0.448	0.973	899.648
103.002	167.142	80.098	19.979	100.555	20.134	0.356	1.009	899.678
