General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Edge frame?;N;9;20,94600;0,04900;-0,007000;114,725;100,12;0,1399;0,000;101,412;19,800;0,000;338,350;339,550;25,30;1009,283;263,158;0,000;718,000;757,600;732,800;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,996;25,002;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,8755;;;0,00591024;0,00591024;-0,00171;0,03445;0,0061;24,980621;0,000008;23,931487;24,016363;0,0000;0,0002;0,00;0,01;0,00;0,00;0,04;;0,550;0,551;0,0087940;20,94600;0,04700;-0,00200;0,0001172;;71,07;9,00;;;
Grid?;N;10;20,94500;0,04800;0,001000;117,900;100,13;0,1399;0,000;101,412;19,800;0,000;338,350;339,550;25,30;1008,917;263,158;0,000;717,200;757,500;732,600;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,971;24,988;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;-0,00084432;-0,00084432;-0,00017;-0,24450;0,0061;25,323930;-0,000080;24,260377;24,346420;0,0000;-0,0017;0,00;0,01;0,00;0,00;-0,01;;0,539;0,551;0,0000000;20,94800;0,04700;0,00500;-0,0000922;;71,07;10,00;;;
Non-scrubbed?;;11;20,94500;0,04800;0,004000;116,375;100,14;0,1399;0,000;101,420;19,800;0,000;338,250;339,550;25,30;1008,617;263,158;0,000;716,500;757,400;732,500;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,981;25,010;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00138;Infinity;0,0061;25,163337;-0,000220;24,099404;24,192026;0,0000;-0,0046;0,00;0,01;0,00;0,00;-0,01;;0,490;0,530;0,0000000;20,94800;0,04800;0,01200;-0,0001935;;71,07;11,00;;;
Substrate used? {Y/N};;12;20,94500;0,04800;0,013000;112,900;100,19;0,1399;0,000;101,408;19,800;0,000;338,250;339,450;25,30;1008,450;263,158;0,000;716,000;757,400;732,500;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,988;25,010;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;-0,00060;Infinity;0,0061;24,784797;-0,000676;23,736869;23,821080;-0,0001;-0,0141;0,00;0,01;0,00;0,00;0,02;;0,449;0,530;0,0000000;20,94700;0,04800;0,00300;-0,0000191;;71,07;12,00;;;
Substrate;;13;20,94500;0,04800;0,017000;115,575;100,18;0,1399;0,000;101,412;19,800;0,000;338,150;339,450;25,30;1008,383;263,158;0,000;715,900;757,400;732,400;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,973;24,999;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00270;Infinity;0,0061;25,080405;-0,000641;24,012877;24,105194;-0,0001;-0,0135;0,00;0,01;0,00;0,00;0,05;;0,415;0,449;0,0000000;20,94600;0,04700;0,01800;-0,0001360;;71,07;13,00;;;
Additional preparation details;;14;20,94500;0,04800;0,024000;110,275;100,18;0,1399;0,000;101,408;19,800;0,000;338,050;339,350;25,30;1008,250;263,158;0,000;715,500;757,400;732,400;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,931;25,018;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00113;Infinity;0,0061;24,502215;-0,000572;23,452361;23,542548;-0,0001;-0,0118;0,00;0,01;0,00;0,00;0,02;;0,385;0,449;0,0000000;20,94700;0,04800;0,01100;-0,0001204;;71,07;14,00;;;
;;15;20,94900;0,04700;-0,004000;117,250;100,14;0,1399;0,000;101,412;19,800;0,000;338,050;339,250;25,30;1008,183;263,158;0,000;715,300;757,400;732,400;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,977;25,020;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00050;Infinity;0,0061;25,265229;-0,000204;24,182681;24,268524;0,0000;-0,0043;0,00;0,01;0,00;0,00;0,05;;0,359;0,389;0,0000000;20,94600;0,04800;0,00800;-0,0000220;;71,07;15,00;;;
Specimen;;16;20,94700;0,04700;-0,003000;114,300;100,15;0,1399;0,000;101,412;19,800;0,000;337,950;339,150;25,30;1008,283;263,158;0,000;715,500;757,500;732,400;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,994;24,999;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,2793;;;0,00000000;0,00000000;-0,00391;Infinity;0,0073;24,949060;-0,000274;23,872995;23,957764;-0,0001;-0,0057;0,00;0,01;0,00;0,00;0,02;;0,377;0,389;0,0128502;20,94700;0,04800;-0,01200;0,0001707;;71,07;16,00;;;
Sample description;PMMA_DE_6mm_q50_R15;17;20,94700;0,04700;-0,006000;116,150;100,15;0,1399;0,000;101,412;19,800;0,000;337,950;339,150;25,30;1008,350;263,158;0,000;715,600;757,600;732,400;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,960;25,020;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,1415;;;-0,00083415;-0,00083415;-0,00128;-0,70662;0,0075;25,150156;-0,000327;24,065418;24,150869;-0,0001;-0,0069;0,00;0,01;0,00;0,00;0,02;;0,397;0,352;0,0014213;20,94700;0,04800;0,00000;0,0000188;;71,07;17,00;;;
Material name/ID;PMMA_DE_6mm;18;20,94700;0,04700;-0,004000;116,150;100,15;0,1399;0,000;101,412;19,800;0,000;337,950;339,150;25,30;1008,217;263,158;0,000;715,100;757,700;732,400;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,937;25,026;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,6193;;;0,00583903;0,00583903;-0,00217;0,03511;0,0081;25,150156;-0,000327;24,065418;24,150869;-0,0001;-0,0069;0,00;0,01;0,00;0,00;0,02;;0,396;0,352;0,0062205;20,94700;0,04700;-0,00400;0,0000821;;71,07;18,00;;;
Specimen number;R15;19;20,94500;0,04700;-0,005000;112,375;100,17;0,1299;0,000;101,412;19,800;0,000;337,950;339,150;25,30;1008,217;263,158;0,000;715,000;757,800;732,400;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,933;25,026;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,1631;;;0,00500488;0,00500488;-0,00213;0,04029;0,0083;24,738076;-0,000520;23,671111;23,755163;-0,0001;-0,0108;0,00;0,01;0,00;0,00;-0,01;;0,395;0,331;0,0016379;20,94800;0,04700;-0,00400;0,0000217;;71,06;19,00;;;
E (MJ/kg);13,10;20;20,94600;0,04700;-0,002000;117,450;100,11;0,1299;0,000;101,412;19,800;0,000;337,850;339,050;25,30;1008,483;263,158;0,000;715,600;757,900;732,500;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,967;25,018;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00500488;0,00500488;-0,00084;0,11844;0,0083;25,294253;0,000092;24,196137;24,282079;0,0000;0,0020;0,00;0,01;0,00;0,00;0,02;;0,380;0,331;0,0000000;20,94700;0,04800;0,00200;-0,0000065;;71,06;20,00;;;
Initial mass (g);70,93;21;20,94600;0,04800;0,005000;113,475;100,14;0,1199;0,000;101,412;19,900;0,000;337,850;339,050;25,30;1008,550;263,158;0,000;715,700;758,000;732,500;317,350;;;;;0,00;0,00;0,00;3,00;2,00;14,973;25,023;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00583903;0,00583903;0,00180;0,22995;0,0083;24,862537;-0,000224;23,783164;23,867639;0,0000;-0,0047;0,00;0,01;0,00;0,00;-0,01;;0,362;0,307;0,0000000;20,94800;0,05000;0,01400;-0,0002441;;71,05;21,00;;;
Thickness (mm);5,96;22;20,94800;0,04800;0,012000;118,150;100,13;0,1199;0,000;101,412;19,900;0,000;337,850;339,050;25,30;1008,683;263,158;0,000;716,000;758,100;732,500;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,994;25,010;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,3062;;;-0,00165812;-0,00165812;0,00005;-5,03567;0,0096;25,369517;-0,000136;24,268134;24,354332;0,0000;-0,0029;0,00;0,01;0,00;0,01;0,24;;0,375;0,307;0,0131208;20,93900;0,06800;0,00600;0,0001730;;71,05;22,00;;;
Surface area (cm²);100,45;23;20,94800;0,04700;0,003000;116,600;100,10;0,1199;0,000;101,412;19,900;0,000;337,750;338,950;25,30;1008,750;263,158;0,000;715,800;758,400;732,600;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,977;25,028;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,2228;;;0,00409953;0,00409953;0,00072;5,31288;0,0218;25,206288;0,000179;24,104855;24,190498;0,0000;0,0038;0,00;0,02;0,00;0,02;1,13;;0,653;0,812;0,1227778;20,90700;0,10300;0,00900;0,0016251;;71,05;23,00;;;
Sponsor;;24;20,94700;0,04800;0,018000;116,125;100,12;0,1100;0,000;101,412;19,900;0,000;337,750;338,950;25,30;1008,817;263,158;0,000;715,900;758,500;732,600;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,945;25,028;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;33,5491;0,00000;-0,2188;0,01410929;0,01410929;0,00072;3,61155;0,0553;25,154894;-0,000015;24,055706;24,141175;0,0000;-0,0003;0,00;0,02;0,00;0,05;2,87;;1,579;0,812;0,3370010;20,84400;0,17900;0,00900;0,0044697;;71,04;24,00;;;
Manufacturer;;25;20,94600;0,04800;0,011000;116,000;100,14;0,0900;0,000;101,412;19,900;0,000;337,750;338,850;25,30;1009,017;263,158;0,000;716,300;758,600;732,700;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,962;25,039;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;70,4193;22,90399;-1,6584;0,03088379;0,03088379;0,00227;2,78132;0,1258;25,141351;-0,000242;24,042755;24,121059;-0,0001;-0,0051;0,00;0,02;0,00;0,09;5,69;;3,595;4,052;0,7073619;20,74200;0,27000;0,01600;0,0093915;;71,02;25,00;;;
Test start time (s);60;26;20,94700;0,04800;0,008000;114,525;100,12;0,0499;0,000;101,408;19,900;0,000;337,850;339,050;25,30;1009,117;263,158;0,000;716,500;758,700;732,700;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,985;25,020;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;122,0092;30,66421;-0,0805;0,03996785;0,03996785;0,00093;3,56792;0,2478;24,977300;-0,000015;23,892945;23,977810;0,0000;-0,0003;0,00;0,02;0,00;0,14;9,66;;7,158;4,052;1,2255825;20,59600;0,42000;0,01000;0,0163892;;70,98;26,00;;;
Time to ignition (s);24;27;20,94600;0,04800;-0,012000;111,975;99,63;0,0100;0,000;101,412;19,800;0,000;338,350;339,550;25,30;1009,517;263,158;0,000;717,400;758,900;732,800;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,954;25,002;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;186,1164;62,34164;33,9992;0,02998861;0,02998861;0,00005;6,42174;0,4339;24,679408;0,004899;23,642924;23,726776;0,0010;0,1015;0,00;0,12;0,00;0,19;14,32;;12,598;13,253;1,8695389;20,42000;0,55700;0,00600;0,0253251;;70,94;27,00;;;
Time to flameout (s);274;28;20,94700;0,04700;0,000000;108,325;96,78;-0,0500;0,000;101,408;19,800;0,000;339,150;340,650;25,30;1009,883;263,158;0,000;718,300;759,000;732,900;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,967;25,036;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;249,1536;12,56666;34,9571;0,19915771;0,19915771;0,00005;1,26255;0,6830;24,245197;0,033939;23,281868;23,384839;0,0070;0,6931;0,01;0,81;0,00;0,25;19,09;;19,921;13,253;2,5027478;20,23200;0,72500;0,00600;0,0345430;;70,88;28,00;;;
End of test criteria;User end of test;29;20,94700;0,04700;-0,004000;104,075;96,07;-0,3500;0,000;101,412;19,800;0,000;340,450;342,350;25,30;1010,317;263,158;0,000;719,300;759,200;733,000;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,952;25,023;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;305,0782;14,53506;39,4718;0,21083577;0,21083577;-0,00016;1,36449;0,9881;23,719407;0,041263;22,864275;22,991877;0,0083;0,8285;0,02;1,64;0,00;0,29;23,08;;28,790;29,277;3,0645101;20,06300;0,84000;0,00500;0,0432733;;70,58;29,00;;;
User EOT time (s);318;30;20,94700;0,04800;-0,004000;99,675;95,14;-0,4401;0,000;101,412;19,800;0,000;342,450;345,050;25,40;1010,717;263,158;0,000;720,200;759,400;733,100;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,994;25,020;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;334,5649;34,73930;104,6437;0,09674072;0,09674072;-0,00036;3,33684;1,3227;23,144715;0,051038;22,441366;22,611748;0,0101;1,0078;0,03;2,65;0,00;0,32;25,42;;38,491;29,277;3,3607049;19,94900;0,95900;0,00400;0,0486614;;70,49;30,00;;;
MLR EOT mass (g/m²);;31;20,94800;0,05000;0,002000;96,850;94,07;-0,5801;0,000;101,412;19,800;0,000;345,150;348,450;25,40;1011,083;263,158;0,000;721,200;759,500;733,100;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,962;25,031;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;368,2677;27,93233;92,5767;0,13243612;0,13243612;0,00205;2,60567;1,6909;22,724962;0,062340;22,208095;22,420429;0,0123;1,2206;0,04;3,87;0,00;0,35;27,91;;48,585;49,109;3,6992495;19,83100;1,04000;0,01600;0,0545875;;70,35;31,00;;;
MLR time period (s);;32;20,94700;0,06800;0,014000;100,175;94,18;-0,7300;0,000;101,412;19,800;0,000;347,950;352,550;25,40;1011,450;263,158;0,000;722,000;759,600;733,300;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,956;25,036;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;409,6034;15,28546;45,7873;0,26917521;0,26917521;0,00350;1,42403;2,1005;23,018581;0,061148;22,677526;22,977329;0,0123;1,2270;0,05;5,10;0,00;0,38;31,08;;59,221;49,109;4,1144663;19,72000;1,13600;0,02300;0,0599743;;70,20;32,00;;;
Truncate graphs at EOT;;33;20,94800;0,10300;0,006000;100,775;94,66;-1,0801;0,000;101,412;19,800;0,000;350,750;356,750;25,40;1011,817;263,158;0,000;723,000;759,700;733,300;317,350;;;;;0,00;0,00;0,00;3,00;2,01;14,983;25,042;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;444,2931;17,61799;45,0815;0,25331624;0,25331624;0,00349;1,60874;2,5448;22,995076;0,056049;22,836671;23,227320;0,0114;1,1369;0,06;6,23;0,00;0,41;33,61;;70,365;70,756;4,4629241;19,61900;1,20600;0,02300;0,0651552;;69,85;33,00;;;
