General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;241;20,91800;0,07000;0,013000;92,750;100,34;-73,4601;0,000;101,020;29,900;0,000;420,350;426,950;25,00;1128,383;263,196;0,000;836,700;875,500;853,500;320,750;;;;;0,00;0,00;0,00;3,00;2,03;15,986;24,299;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,6257;0,00000;0,0000;-0,00083415;-0,00083415;0,00107;-4,87026;175,3188;20,010643;-0,002853;23,816194;24,190137;-0,0006;-0,0605;7,44;743,33;0,00;0,00;0,21;;727,458;728,729;0,0162638;20,93100;0,06200;0,01100;0,0002729;;-0,02;241,00;;;
;;242;20,92000;0,06900;0,020000;94,375;100,39;-73,4601;0,000;101,014;29,900;0,000;419,350;425,750;25,00;1128,550;263,196;0,000;837,100;875,600;853,500;320,750;;;;;0,00;0,00;0,00;3,00;2,03;15,927;24,305;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,6209;0,00000;0,0000;0,00583903;0,00583903;0,00001;0,59672;175,3214;20,209230;-0,003291;23,995327;24,361538;-0,0007;-0,0703;7,44;743,33;0,00;0,00;0,24;;724,461;728,729;0,0262199;20,93000;0,06000;0,00500;0,0004345;;-0,02;242,00;;;
;;243;20,92100;0,06800;0,010000;96,000;100,31;-73,4701;0,000;101,014;29,900;0,000;418,350;424,550;25,00;1128,683;263,196;0,000;837,400;875,700;853,500;320,750;;;;;0,00;0,00;0,00;3,00;2,03;15,931;24,297;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,6094;0,00000;0,0000;0,00583903;0,00583903;-0,00179;0,65604;175,3240;20,406820;-0,002571;24,172155;24,530390;-0,0006;-0,0553;7,44;743,33;0,00;0,00;0,19;;721,491;722,749;0,0261045;20,93200;0,06100;-0,00500;0,0004276;;-0,03;243,00;;;
;;244;20,92200;0,06700;-0,008000;94,675;100,35;-73,4701;0,000;101,006;29,900;0,000;417,250;423,350;25,00;1128,583;263,196;0,000;837,000;875,800;853,500;320,750;;;;;0,00;0,00;0,00;3,00;2,03;15,994;24,294;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,6141;0,00000;0,0000;-0,00083415;-0,00083415;-0,00250;-4,19418;175,3266;20,292197;-0,002972;23,973183;24,323659;-0,0006;-0,0634;7,44;743,33;0,00;0,00;0,17;;718,544;722,749;0,0261515;20,93300;0,06000;-0,00900;0,0004304;;-0,03;244,00;;;
;;245;20,92300;0,06600;-0,021000;93,575;100,38;-73,4701;0,000;101,010;29,900;0,000;416,150;422,050;25,00;1128,950;263,196;0,000;838,000;875,900;853,500;320,850;;;;;0,00;0,00;0,00;3,00;2,03;15,946;24,289;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,1189;0,00000;0,0000;0,00000000;0,00000000;-0,00498;Infinity;175,3308;20,200614;-0,003179;23,802070;24,139526;-0,0007;-0,0673;7,44;743,33;0,00;0,00;0,19;;715,625;716,876;0,0412056;20,93200;0,05900;-0,02300;0,0006805;;-0,03;245,00;;;
;;246;20,92400;0,06500;-0,006000;92,100;100,30;-73,4701;0,000;101,010;29,900;0,000;415,150;420,950;25,00;1129,083;263,196;0,000;838,300;876,000;853,500;320,850;;;;;0,00;0,00;0,00;3,00;2,03;15,999;24,305;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,7641;0,00000;0,0000;0,00083415;0,00083415;-0,00123;3,77907;175,3325;20,064895;-0,002384;23,585343;23,914851;-0,0005;-0,0500;7,44;743,33;0,00;0,00;0,15;;712,728;716,876;0,0176478;20,93400;0,05900;-0,00200;0,0002941;;-0,03;246,00;;;
;;247;20,92500;0,06400;0,006000;93,150;100,39;-73,4701;0,000;101,010;29,900;0,000;414,150;419,750;25,00;1129,183;263,196;0,000;838,500;876,100;853,500;320,850;;;;;0,00;0,00;0,00;3,00;2,03;15,948;24,315;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,8328;0,00000;0,0000;-0,00667318;-0,00667318;-0,00034;-0,42931;175,3344;20,203295;-0,003372;23,690822;24,011162;-0,0007;-0,0710;7,44;743,33;0,00;0,00;0,17;;709,850;711,096;0,0183352;20,93300;0,05800;0,00300;0,0003039;;-0,03;247,00;;;
;;248;20,92600;0,06400;0,015000;92,975;100,32;-73,4601;0,000;101,008;29,900;0,000;413,250;418,650;25,00;1129,250;263,196;0,000;838,600;876,200;853,500;320,850;;;;;0,00;0,00;0,00;3,00;2,03;15,994;24,315;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,8530;0,00000;0,0000;0,00000000;0,00000000;0,00108;Infinity;175,3352;20,206275;-0,002579;23,642827;23,951771;-0,0005;-0,0542;7,44;743,33;0,00;0,00;0,15;;706,993;711,096;0,0085333;20,93400;0,05800;0,01100;0,0001422;;-0,02;248,00;;;
;;249;20,92600;0,06300;0,017000;96,800;100,37;-73,4701;0,000;101,014;29,900;0,000;412,350;417,550;25,00;1129,183;263,196;0,000;838,400;876,200;853,500;320,850;;;;;0,00;0,00;0,00;3,00;2,03;15,984;24,307;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,0867;0,00000;0,0000;0,00750732;0,00750732;0,00147;0,38986;175,3363;20,640218;-0,003110;24,097975;24,401865;-0,0007;-0,0666;7,44;743,33;0,00;0,00;0,17;;704,158;705,396;0,0108718;20,93300;0,05800;0,01300;0,0001773;;-0,03;249,00;;;
;;250;20,92700;0,06300;0,023000;94,825;100,33;-73,4701;0,000;101,010;29,900;0,000;411,550;416,650;25,00;1128,983;263,196;0,000;837,800;876,300;853,400;320,850;;;;;0,00;0,00;0,00;3,00;2,04;15,994;24,302;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,3383;0,00000;0,0000;-0,00667318;-0,00667318;0,00146;-0,43451;175,3366;20,448418;-0,002740;23,827726;24,123003;-0,0006;-0,0580;7,44;743,33;0,00;0,00;0,13;;701,344;705,396;0,0033848;20,93500;0,05800;0,01300;0,0000565;;-0,03;250,00;;;
;;251;20,92700;0,06200;0,013000;96,400;100,31;-73,4601;0,000;101,010;29,900;0,000;410,750;415,650;25,00;1129,050;263,196;0,000;837,900;876,400;853,400;320,850;;;;;0,00;0,00;0,00;3,00;2,04;15,994;24,310;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,2052;0,00000;0,0000;-0,00583903;-0,00583903;-0,00035;-0,44710;175,3378;20,637606;-0,002485;24,001433;24,287755;-0,0005;-0,0529;7,44;743,33;0,00;0,00;0,13;;698,553;699,784;0,0120571;20,93500;0,05700;0,00300;0,0001957;;-0,02;251,00;;;
;;252;20,92900;0,06000;0,011000;96,750;100,29;-73,4601;0,000;101,012;29,900;0,000;409,950;414,750;25,00;1129,183;263,196;0,000;838,200;876,500;853,400;320,850;;;;;0,00;0,00;0,00;3,00;2,04;15,933;24,307;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,5987;0,00000;0,0000;0,00166829;0,00166829;0,00019;1,56919;175,3384;20,695201;-0,002364;24,021538;24,302800;-0,0005;-0,0504;7,44;743,33;0,00;0,00;0,11;;695,784;699,784;0,0059892;20,93600;0,05700;0,00600;0,0000973;;-0,02;252,00;;;
;;253;20,93100;0,06100;0,005000;97,525;100,28;-73,4601;0,000;101,010;29,900;0,000;409,150;413,850;25,00;1129,150;263,196;0,000;838,000;876,600;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,04;16,011;24,302;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,9766;0,00000;0,0000;-0,00583903;-0,00583903;0,00038;-0,39607;175,3394;20,798226;-0,002186;24,094012;24,370785;-0,0005;-0,0467;7,44;743,33;0,00;0,00;0,13;;693,037;694,261;0,0097695;20,93500;0,05600;0,00700;0,0001578;;-0,02;253,00;;;
;;254;20,93000;0,06000;-0,005000;93,750;100,34;-73,4501;0,000;101,014;29,800;0,000;408,450;412,950;25,00;1128,850;263,196;0,000;837,100;876,600;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,04;15,973;24,307;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,6271;0,00000;0,0000;-0,00667318;-0,00667318;-0,00179;-0,34007;175,3420;20,409191;-0,002808;23,602878;23,862917;-0,0006;-0,0588;7,44;743,33;0,00;0,00;0,17;;690,316;694,261;0,0262814;20,93300;0,05600;-0,00500;0,0004304;;-0,01;254,00;;;
;;255;20,93200;0,05900;-0,009000;95,900;100,40;-73,4501;0,000;101,010;29,900;0,000;407,750;412,150;25,00;1129,083;263,196;0,000;837,700;876,700;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,04;15,992;24,305;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,4221;0,00000;0,0000;0,00667318;0,00667318;0,00001;0,39162;175,3435;20,659600;-0,003397;23,851525;24,108905;-0,0007;-0,0718;7,44;743,33;0,00;0,00;0,15;;687,617;688,825;0,0142270;20,93400;0,05700;0,00500;0,0002308;;-0,01;255,00;;;
;;256;20,93300;0,05900;-0,023000;95,150;100,31;-73,4601;0,000;101,014;29,900;0,000;407,150;411,450;25,00;1129,283;263,196;0,000;838,200;876,800;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,04;15,996;24,323;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,5359;0,00000;0,0000;0,00583903;0,00583903;-0,00181;0,39217;175,3450;20,593813;-0,002530;23,740589;23,991318;-0,0005;-0,0532;7,44;743,33;0,00;0,00;0,10;;684,936;688,825;0,0153654;20,93600;0,05600;-0,00500;0,0002492;;-0,02;256,00;;;
;;257;20,93200;0,05800;-0,002000;97,400;100,37;-73,4601;0,000;101,014;29,900;0,000;406,450;410,650;25,00;1129,417;263,196;0,000;838,500;876,900;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,04;15,992;24,305;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,1469;0,00000;0,0000;-0,00083415;-0,00083415;0,00056;-2,77984;175,3452;20,853815;-0,003105;23,998987;24,246978;-0,0007;-0,0660;7,44;743,33;0,00;0,00;0,08;;682,275;683,471;0,0014694;20,93700;0,05600;0,00800;0,0000243;;-0,02;257,00;;;
;;258;20,93400;0,05800;0,003000;94,750;100,28;-73,4601;0,000;101,016;29,900;0,000;405,750;409,850;25,00;1129,450;263,196;0,000;838,400;877,000;853,500;320,950;;;;;0,00;0,00;0,00;3,00;2,04;15,994;24,318;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,9282;0,00000;0,0000;0,00000000;0,00000000;-0,00108;Infinity;175,3461;20,585904;-0,002252;23,649869;23,888844;-0,0005;-0,0472;7,44;743,33;0,00;0,00;0,08;;679,632;683,471;0,0092857;20,93700;0,05500;-0,00100;0,0001508;;-0,02;258,00;;;
;;259;20,93300;0,05800;0,011000;97,150;100,37;-73,4601;0,000;101,018;29,800;0,000;405,150;409,050;25,00;1129,550;263,203;0,000;838,600;877,100;853,500;320,950;;;;;0,00;0,00;0,00;3,00;2,04;15,975;24,337;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00204;Infinity;175,3461;20,860422;-0,003142;23,929807;24,160157;-0,0007;-0,0666;7,44;743,33;0,00;0,00;0,06;;677,010;678,194;0,0000000;20,93800;0,05500;0,01600;-0,0001248;;-0,02;259,00;;;
;;260;20,93400;0,05800;0,013000;94,800;100,31;-73,4601;0,000;101,010;29,800;0,000;404,550;408,450;25,00;1129,550;263,196;0,000;838,600;877,100;853,500;320,950;;;;;0,00;0,00;0,00;3,00;2,04;15,896;24,315;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00256;Infinity;175,3461;20,621852;-0,002496;23,621101;23,848817;-0,0005;-0,0522;7,44;743,33;0,00;0,00;0,06;;674,406;678,194;0,0000000;20,93800;0,05500;0,01900;-0,0001628;;-0,02;260,00;;;
;;261;20,93300;0,05700;0,013000;96,825;100,38;-73,4601;0,000;101,018;29,800;0,000;403,950;407,750;25,00;1129,483;263,196;0,000;838,300;877,200;853,500;320,950;;;;;0,00;0,00;0,00;3,00;2,05;15,973;24,315;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00148;Infinity;175,3461;20,856410;-0,003211;23,854342;24,078742;-0,0007;-0,0678;7,44;743,33;0,00;0,00;0,08;;671,822;672,997;0,0000000;20,93700;0,05500;0,01300;-0,0000264;;-0,02;261,00;;;
;;262;20,93500;0,05700;0,003000;98,925;100,28;-73,4601;0,000;101,004;29,800;0,000;403,350;407,050;25,00;1129,383;263,203;0,000;838,000;877,200;853,500;320,950;;;;;0,00;0,00;0,00;3,00;2,05;15,971;24,310;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,1273;0,00000;0,0000;-0,00083415;-0,00083415;0,00169;-2,42521;175,3462;21,097043;-0,002203;24,093724;24,314739;-0,0005;-0,0470;7,44;743,33;0,00;0,00;0,11;;669,258;672,997;0,0012731;20,93600;0,05500;0,01400;0,0000214;;-0,02;262,00;;;
;;263;20,93500;0,05600;0,006000;98,450;100,35;-73,4601;0,000;101,008;29,800;0,000;402,750;406,350;25,00;1129,317;263,203;0,000;837,700;877,300;853,500;320,950;;;;;0,00;0,00;0,00;3,00;2,05;15,978;24,318;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,6289;0,00000;0,0000;0,00583903;0,00583903;-0,00036;0,34588;175,3468;21,062003;-0,002964;24,017926;24,232611;-0,0006;-0,0630;7,44;743,33;0,00;0,00;0,08;;666,715;667,881;0,0062920;20,93700;0,05500;0,00300;0,0001002;;-0,02;263,00;;;
;;264;20,93600;0,05600;0,007000;99,575;100,28;-73,4701;0,000;101,012;29,800;0,000;402,150;405,650;25,00;1129,083;263,203;0,000;836,900;877,500;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,05;15,965;24,326;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00583903;0,00583903;0,00057;0,29256;175,3468;21,197797;-0,002200;24,136765;24,346833;-0,0005;-0,0470;7,44;743,33;0,00;0,00;0,06;;664,191;667,881;0,0000000;20,93800;0,05400;0,00800;-0,0000108;;-0,03;264,00;;;
;;265;20,93500;0,05700;-0,005000;96,175;100,30;-73,4701;0,000;101,012;29,800;0,000;401,550;404,950;25,10;1129,283;263,203;0,000;837,500;877,500;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,05;16,013;24,326;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,7540;0,00000;0,0000;-0,00083415;-0,00083415;-0,00385;-2,39660;175,3486;20,848312;-0,002455;23,703408;23,904109;-0,0005;-0,0515;7,44;743,33;0,00;0,00;0,06;;661,688;662,850;0,0175469;20,93800;0,05500;-0,01600;0,0002802;;-0,03;265,00;;;
;;266;20,93300;0,05600;0,005000;96,350;100,23;-73,4701;0,000;101,010;29,800;0,000;400,950;404,250;25,00;1129,583;263,203;0,000;838,300;877,600;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,05;15,992;24,321;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,9621;0,00000;0,0000;0,00083415;0,00083415;-0,00201;2,40056;175,3496;20,882878;-0,001731;23,707232;23,902353;-0,0004;-0,0363;7,44;743,33;0,00;0,00;0,06;;659,205;662,850;0,0096252;20,93800;0,05500;-0,00600;0,0001537;;-0,03;266,00;;;
;;267;20,93400;0,05600;-0,005000;100,100;100,25;-73,4701;0,000;101,010;29,800;0,000;400,350;403,650;25,00;1129,717;263,196;0,000;838,700;877,600;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,05;15,992;24,310;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,3261;0,00000;0,0000;-0,00583903;-0,00583903;-0,00356;-0,29399;175,3509;21,301330;-0,001890;24,146090;24,345121;-0,0004;-0,0403;7,44;743,33;0,00;0,00;0,04;;656,740;657,896;0,0132664;20,93900;0,05400;-0,01400;0,0002072;;-0,03;267,00;;;
;;268;20,93600;0,05500;0,008000;99,150;100,25;-73,4601;0,000;101,010;29,700;0,000;399,850;403,050;25,00;1129,783;263,203;0,000;838,800;877,700;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,05;16,015;24,342;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,1692;0,00000;0,0000;-0,00667318;-0,00667318;0,00001;-0,25618;175,3511;21,213259;-0,001906;24,016226;24,208428;-0,0004;-0,0404;7,44;743,33;0,00;0,00;0,06;;654,293;657,896;0,0016931;20,93800;0,05400;0,00500;0,0000271;;-0,02;268,00;;;
;;269;20,93700;0,05500;-0,001000;96,850;100,25;-73,4601;0,000;101,012;29,700;0,000;399,350;402,450;25,00;1129,850;263,203;0,000;838,900;877,800;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,05;15,986;24,345;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00750732;0,00750732;0,00057;0,22519;175,3511;20,978893;-0,001882;23,721193;23,905332;-0,0004;-0,0394;7,44;743,33;0,00;0,00;0,04;;651,861;653,009;0,0000000;20,93900;0,05400;0,00800;-0,0000713;;-0,02;269,00;;;
;;270;20,93700;0,05500;0,016000;99,125;100,26;-73,4701;0,000;101,012;29,700;0,000;398,850;401,950;25,10;1129,917;263,203;0,000;839,000;877,900;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,05;15,996;24,345;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00083415;0,00083415;0,00076;2,05170;175,3511;21,237158;-0,002001;23,983152;24,169558;-0,0004;-0,0424;7,44;743,33;0,00;0,00;0,01;;649,446;653,009;0,0000000;20,94000;0,05400;0,00900;-0,0001443;;-0,03;270,00;;;
;;271;20,93800;0,05500;0,019000;101,525;100,26;-73,4601;0,000;101,018;29,700;0,000;398,350;401,350;25,00;1130,017;263,203;0,000;839,300;877,900;853,400;320,950;;;;;0,00;0,00;0,00;3,00;2,05;16,036;24,321;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-0,01251221;-0,01251221;0,00058;-0,13851;175,3511;21,506201;-0,002030;24,256536;24,439214;-0,0004;-0,0435;7,44;743,33;0,00;0,00;0,01;;647,050;648,190;0,0000000;20,94000;0,05400;0,00800;-0,0001317;;-0,02;271,00;;;
;;272;20,93800;0,05500;0,013000;97,350;100,24;-73,4501;0,000;101,018;29,700;0,000;397,850;400,750;25,00;1129,983;263,203;0,000;839,300;877,900;853,300;320,950;;;;;0,00;0,00;0,00;3,00;2,06;16,017;24,345;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,1081;0,00000;0,0000;-0,00583903;-0,00583903;-0,00055;-0,23561;175,3512;21,072589;-0,001823;23,737639;23,910667;-0,0004;-0,0382;7,44;743,33;0,00;0,00;0,04;;644,671;648,190;0,0010816;20,93900;0,05300;0,00200;0,0000173;;-0,01;272,00;;;
;;273;20,93700;0,05500;0,014000;99,975;100,26;-73,4501;0,000;101,010;29,700;0,000;397,350;400,250;25,10;1129,983;263,203;0,000;839,200;878,000;853,300;320,950;;;;;0,00;0,00;0,00;3,00;2,06;15,984;24,329;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,3542;0,00000;0,0000;0,00583903;0,00583903;-0,00131;0,29491;175,3515;21,368237;-0,002054;24,040427;24,215882;-0,0004;-0,0436;7,44;743,33;0,00;0,00;0,04;;642,311;643,443;0,0035439;20,93900;0,05400;-0,00200;0,0000553;;-0,01;273,00;;;
;;274;20,93600;0,05400;0,003000;99,300;100,26;-73,4601;0,000;101,012;29,700;0,000;396,850;399,750;25,00;1130,017;263,203;0,000;839,300;878,000;853,300;320,950;;;;;0,00;0,00;0,00;3,00;2,06;16,024;24,329;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,9211;0,00000;-34,3757;0,01251221;0,01251221;-0,00262;0,13724;175,3524;21,309390;-0,002033;23,944054;24,119026;-0,0004;-0,0430;7,44;743,33;0,00;0,00;0,04;;639,969;643,443;0,0092146;20,93900;0,05400;-0,00900;0,0001439;;-0,02;274,00;;;
;;275;20,93700;0,05500;0,008000;96,175;100,34;-73,4701;0,000;101,012;29,700;0,000;396,450;399,250;25,10;1130,117;263,203;0,000;839,600;878,100;853,200;320,950;;;;;0,00;0,00;0,00;3,00;2,06;16,022;24,353;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,3478;0,00000;0,0000;0,00000000;0,00000000;-0,00128;Infinity;175,3528;20,981981;-0,002791;23,552401;23,718744;-0,0006;-0,0581;7,44;743,33;0,00;0,00;0,04;;637,644;638,766;0,0034798;20,93900;0,05400;-0,00200;0,0000553;;-0,03;275,00;;;
;;276;20,93800;0,05500;-0,016000;100,300;100,28;-73,4601;0,000;101,010;29,700;0,000;396,050;398,850;25,10;1130,083;263,203;0,000;839,500;878,100;853,200;320,950;;;;;0,00;0,00;0,00;3,00;2,06;16,030;24,334;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-0,01251221;-0,01251221;0,00020;-0,11186;175,3528;21,438038;-0,002268;24,040048;24,210007;-0,0005;-0,0482;7,44;743,33;0,00;0,00;0,04;;635,334;638,766;0,0000000;20,93900;0,05300;0,00600;-0,0000333;;-0,02;276,00;;;
