General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
CO2Y 120s [kg/kg];2,0777;181;19,64500;1,17700;0,010000;95,725;93,52;-15,0901;0,000;101,050;35,600;0,005;398,550;424,950;26,80;844,417;263,177;0,000;576,000;583,100;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,69;15,780;27,253;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;427,5398;36,03857;127,5195;0,11926270;0,11926270;-0,00182;3,16630;35,1429;21,416708;0,067281;24,167727;25,768600;0,0152;1,5128;1,29;127,84;0,00;0,38;32,19;;192,969;193,184;4,2980574;19,58600;1,19600;-0,00600;0,0678013;;56,13;181,00;;;
CO2Y 180s [kg/kg];2,0883;182;19,64100;1,18600;0,000000;92,975;94,39;-15,2301;0,000;101,054;35,600;0,005;399,150;425,950;26,80;844,383;263,177;0,000;576,000;583,000;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,69;15,763;27,266;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;419,4981;33,53305;103,0668;0,12576294;0,12576294;-0,00105;2,94929;35,5624;21,090966;0,058093;23,835972;25,436383;0,0130;1,2894;1,30;129,13;0,00;0,37;31,61;;194,236;193,184;4,2172147;19,59000;1,19300;-0,00200;0,0675521;;55,99;182,00;;;
CO2Y 240s [kg/kg];2,0931;183;19,62100;1,18600;0,009000;93,800;93,06;-15,3700;0,000;101,054;35,600;0,005;399,650;426,350;26,80;844,383;263,177;0,000;576,100;582,900;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,69;15,782;27,274;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;420,8751;17,27140;66,0838;0,24497477;0,24497477;0,00044;1,52644;35,9832;21,171077;0,072212;23,956482;25,556977;0,0162;1,6104;1,31;130,74;0,00;0,37;31,78;;195,471;195,709;4,2310571;19,58800;1,19800;0,00600;0,0675178;;55,85;183,00;;;
CO2Y 300s [kg/kg];2,1035;184;19,60400;1,18300;0,012000;95,725;92,31;-15,6901;0,000;101,050;35,600;0,005;399,950;426,550;26,80;844,550;263,177;0,000;576,500;583,000;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,69;15,769;27,258;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;425,9797;17,35619;73,6921;0,24673462;0,24673462;0,00233;1,53311;36,4092;21,379191;0,080278;24,210137;25,820312;0,0182;1,8087;1,33;132,55;0,00;0,38;32,21;;196,710;195,709;4,2823739;19,58300;1,20000;0,01600;0,0676735;;55,53;184,00;;;
CO2Y 360s [kg/kg];2,1017;185;19,59900;1,18000;0,015000;95,900;91,38;-15,8301;0,000;101,050;35,600;0,005;400,150;426,650;26,80;844,417;263,177;0,000;576,100;583,000;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,69;15,763;27,258;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;425,7448;37,79236;180,9748;0,11325073;0,11325073;0,00536;3,34522;36,8350;21,393376;0,090409;24,238315;25,843501;0,0205;2,0387;1,35;134,59;0,01;0,38;32,28;;197,948;198,170;4,2800122;19,58100;1,20100;0,03200;0,0675921;;55,39;185,00;;;
CO2Y Test [kg/kg];2,1025;186;19,60100;1,18100;0,026000;95,575;91,61;-15,9500;0,000;101,050;35,600;0,005;400,250;426,250;26,80;844,283;263,177;0,000;575,800;583,000;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,69;15,822;27,258;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;424,4481;37,37178;174,1314;0,11417643;0,11417643;0,00553;3,30061;37,2594;21,354427;0,087944;24,200232;25,772265;0,0199;1,9777;1,37;136,57;0,01;0,38;32,17;;199,170;198,170;4,2669763;19,58300;1,19700;0,03300;0,0675086;;55,27;186,00;;;
;;187;19,60500;1,18600;0,019000;92,200;91,78;-16,0901;0,000;101,050;35,600;0,005;400,450;426,650;26,80;844,217;263,177;0,000;575,700;582,900;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,69;15,814;27,279;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;414,6662;17,30549;79,4277;0,24088542;0,24088542;0,00451;1,52820;37,6741;20,968760;0,086108;23,775043;25,330558;0,0191;1,9032;1,39;138,47;0,00;0,37;31,41;;200,348;200,544;4,1686398;19,59100;1,19100;0,02800;0,0671630;;55,13;187,00;;;
;;188;19,60600;1,19600;0,019000;92,175;91,54;-16,4000;0,000;101,050;35,600;0,005;400,650;426,650;26,80;844,317;263,177;0,000;576,000;582,900;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,70;15,805;27,261;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;413,6286;17,45009;82,6955;0,23829142;0,23829142;0,00118;1,53751;38,0877;20,960683;0,088719;23,777755;25,320802;0,0197;1,9602;1,41;140,43;0,00;0,37;31,23;;201,485;200,544;4,1582079;19,59800;1,18600;0,01000;0,0670182;;54,82;188,00;;;
;;189;19,60200;1,20000;0,011000;95,125;92,37;-16,5400;0,000;101,052;35,600;0,005;400,850;426,750;26,80;845,150;263,177;0,000;578,500;582,900;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,70;15,772;27,255;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;422,4627;32,04627;135,7112;0,13252767;0,13252767;0,00063;2,83475;38,5102;21,288146;0,079711;24,161283;25,722409;0,0180;1,7891;1,43;142,22;0,00;0,38;31,91;;202,631;202,852;4,2470173;19,59000;1,19700;0,00700;0,0673991;;54,68;189,00;;;
;;190;19,59300;1,19800;0,000000;95,750;90,64;-16,6901;0,000;101,050;35,600;0,005;400,850;426,250;26,80;845,083;263,177;0,000;578,300;582,900;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,70;15,826;27,247;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;430,0172;35,28434;181,9284;0,12251790;0,12251790;-0,00068;3,14042;38,9402;21,357966;0,098578;24,240526;25,776536;0,0223;2,2172;1,45;144,44;0,00;0,38;32,48;;203,808;202,852;4,3229633;19,57000;1,22100;0,00000;0,0683865;;54,53;190,00;;;
;;191;19,58400;1,19600;-0,006000;96,350;90,36;-16,8201;0,000;101,052;35,600;0,005;400,750;425,350;26,80;844,583;263,177;0,000;576,800;582,900;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,70;15,774;27,282;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;438,4903;17,17551;89,7125;0,25665283;0,25665283;0,00064;1,52061;39,3787;21,427452;0,101715;24,313324;25,805795;0,0230;2,2904;1,48;146,73;0,00;0,39;33,13;;205,015;205,235;4,4081430;19,54700;1,23400;0,00700;0,0695166;;54,40;191,00;;;
;;192;19,58300;1,19300;-0,006000;96,025;90,53;-17,1700;0,000;101,044;35,600;0,005;400,550;424,750;26,80;844,483;263,177;0,000;576,500;582,900;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,70;15,790;27,271;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;441,7943;17,24818;87,5182;0,25749715;0,25749715;-0,00087;1,51980;39,8205;21,396623;0,099838;24,266226;25,732317;0,0225;2,2417;1,50;148,97;0,00;0,39;33,32;;206,239;205,235;4,4413580;19,53700;1,23900;-0,00100;0,0701452;;54,05;192,00;;;
;;193;19,58600;1,19800;-0,002000;95,700;90,73;-17,3000;0,000;101,052;35,600;0,005;400,850;425,450;26,80;844,317;263,177;0,000;576,000;582,900;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,70;15,843;27,261;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;439,1035;37,32531;186,0868;0,11826579;0,11826579;0,00176;3,28838;40,2596;21,352389;0,097540;24,234196;25,721439;0,0220;2,1892;1,52;151,16;0,00;0,39;33,18;;207,453;207,655;4,4143074;19,54000;1,23400;0,01300;0,0698616;;53,92;193,00;;;
;;194;19,59000;1,20000;0,006000;93,350;91,70;-17,4399;0,000;101,052;35,500;0,005;401,050;425,750;26,80;844,217;263,177;0,000;575,700;582,900;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,70;15,805;27,285;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;430,1969;38,15671;170,9868;0,11334229;0,11334229;0,00137;3,35384;40,6898;21,083336;0,086929;23,940771;25,415243;0,0194;1,9278;1,54;153,09;0,00;0,38;32,48;;208,624;207,655;4,3247690;19,55200;1,22200;0,01100;0,0693138;;53,78;194,00;;;
;;195;19,58800;1,20100;0,016000;92,775;92,64;-17,5601;0,000;101,052;35,500;0,005;401,450;426,350;26,80;844,283;263,177;0,000;575,900;582,900;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,70;15,774;27,250;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;426,1070;17,84550;71,1470;0,24004110;0,24004110;0,00322;1,57794;41,1159;21,007829;0,076771;23,878823;25,359910;0,0171;1,6988;1,56;154,79;0,00;0,38;32,25;;209,750;209,963;4,2836539;19,55700;1,22200;0,02100;0,0688995;;53,66;195,00;;;
;;196;19,58300;1,19700;0,032000;91,750;91,68;-17,8900;0,000;101,052;35,500;0,005;401,550;426,450;26,80;844,117;263,177;0,000;575,300;582,900;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,70;15,763;27,269;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;424,6447;17,42103;78,7326;0,24504598;0,24504598;0,00578;1,54740;41,5405;20,888856;0,087202;23,749505;25,222205;0,0193;1,9191;1,58;156,71;0,01;0,38;32,23;;210,850;209,963;4,2689537;19,55000;1,23000;0,03500;0,0690565;;53,33;196,00;;;
;;197;19,58100;1,19100;0,033000;95,550;90,67;-18,0201;0,000;101,052;35,500;0,005;401,650;426,150;26,80;844,317;263,177;0,000;575,900;582,900;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,71;15,803;27,282;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;440,1104;34,02747;170,4338;0,13002523;0,13002523;0,00270;3,02579;41,9806;21,314389;0,098232;24,239348;25,717909;0,0222;2,2044;1,60;158,91;0,00;0,39;33,33;;211,974;212,228;4,4244294;19,53100;1,25000;0,01800;0,0701491;;53,20;197,00;;;
;;198;19,58300;1,18600;0,028000;95,350;88,80;-18,1801;0,000;101,052;35,500;0,005;401,350;425,150;26,80;844,383;263,170;0,000;576,100;582,900;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,71;15,820;27,274;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;447,2142;32,90837;196,0171;0,13661702;0,13661702;0,00195;2,92317;42,4279;21,300027;0,119064;24,204922;25,640271;0,0268;2,6638;1,62;161,57;0,00;0,40;33,85;;213,144;212,228;4,4958440;19,50800;1,26900;0,01400;0,0713379;;53,04;198,00;;;
;;199;19,59100;1,19700;0,010000;93,725;91,07;-18,3201;0,000;101,052;35,500;0,005;401,450;425,350;26,80;844,517;263,177;0,000;576,400;583,000;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,71;15,803;27,258;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;451,9809;18,23665;83,9892;0,24915568;0,24915568;0,00025;1,61615;42,8798;21,115114;0,093812;24,000769;25,429635;0,0209;2,0816;1,65;163,66;0,00;0,40;34,16;;214,333;214,578;4,5437642;19,48200;1,29000;0,00500;0,0727395;;52,90;199,00;;;
;;200;19,59800;1,22100;0,007000;91,200;89,52;-18,6500;0,000;101,044;35,500;0,005;401,550;425,450;26,80;844,550;263,177;0,000;576,500;583,000;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,71;15,849;27,285;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;450,6427;18,06245;97,4331;0,25081380;0,25081380;0,00117;1,60001;43,3305;20,826152;0,111047;23,678214;25,087526;0,0244;2,4309;1,67;166,09;0,00;0,40;34,08;;215,518;214,578;4,5303110;19,46500;1,30300;0,01000;0,0735370;;52,57;200,00;;;
;;201;19,59000;1,23400;0,000000;92,975;90,66;-18,7900;0,000;101,052;35,500;0,005;401,950;426,050;26,80;844,450;263,177;0,000;576,200;583,000;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,71;15,835;27,269;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;460,3957;43,72344;206,7277;0,10585531;0,10585531;-0,00049;3,87754;43,7909;21,017377;0,098396;23,919430;25,353583;0,0219;2,1768;1,69;168,26;0,00;0,41;34,79;;216,712;216,982;4,6283581;19,44800;1,32000;0,00100;0,0744512;;52,43;201,00;;;
;;202;19,57000;1,23900;0,007000;91,175;90,87;-18,9301;0,000;101,054;35,500;0,005;402,450;427,050;26,80;844,417;263,177;0,000;576,000;583,100;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,71;15,812;27,282;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;459,1766;17,14971;78,6941;0,26916504;0,26916504;0,00190;1,51862;44,2501;20,800001;0,096012;23,701485;25,150252;0,0212;2,1070;1,71;170,37;0,00;0,41;34,75;;217,915;216,982;4,6161028;19,43400;1,32800;0,01400;0,0750358;;52,29;202,00;;;
;;203;19,54700;1,23400;-0,001000;92,300;90,12;-19,2900;0,000;101,054;35,500;0,005;402,850;427,650;26,80;844,717;263,177;0,000;576,800;583,100;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,71;15,862;27,269;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;465,3222;17,93505;88,8309;0,26082357;0,26082357;0,00062;1,58587;44,7154;20,917540;0,104284;23,859110;25,327910;0,0232;2,3047;1,74;172,68;0,00;0,41;35,17;;219,119;219,404;4,6778845;19,42400;1,33600;0,00700;0,0756168;;51,93;203,00;;;
;;204;19,53700;1,22200;0,013000;92,475;89,61;-19,4200;0,000;101,052;35,500;0,005;403,250;428,550;26,80;844,550;263,177;0,000;576,400;583,000;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,71;15,803;27,253;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;467,9281;37,37412;194,6664;0,12586466;0,12586466;0,00081;3,30308;45,1833;20,926973;0,110000;23,893572;25,392659;0,0245;2,4372;1,76;175,11;0,00;0,42;35,37;;220,332;219,404;4,7040814;19,41600;1,34200;0,00800;0,0760091;;51,80;204,00;;;
;;205;19,54000;1,22200;0,011000;92,275;90,70;-19,5801;0,000;101,054;35,500;0,005;403,750;429,550;26,80;844,983;263,177;0,000;577,700;583,000;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,72;15,822;27,269;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;466,7773;32,00310;148,8686;0,14662679;0,14662679;0,00265;2,83055;45,6501;20,891383;0,097935;23,882512;25,408626;0,0218;2,1713;1,78;177,28;0,00;0,42;35,34;;221,537;221,811;4,6925119;19,41500;1,34200;0,01800;0,0759518;;51,64;205,00;;;
;;206;19,55200;1,23000;0,021000;94,925;91,42;-19,7400;0,000;101,052;35,500;0,005;404,150;430,250;26,80;845,250;263,177;0,000;578,500;583,000;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,72;15,776;27,279;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;473,2622;17,35313;74,3347;0,27416992;0,27416992;0,00138;1,52989;46,1233;21,178756;0,090052;24,235015;25,800112;0,0204;2,0273;1,80;179,31;0,00;0,42;35,78;;222,743;221,811;4,7577054;19,41700;1,33800;0,01100;0,0759616;;51,48;206,00;;;
;;207;19,55700;1,25000;0,035000;96,475;92,26;-20,0901;0,000;101,046;35,500;0,005;404,750;431,150;26,80;845,117;263,177;0,000;578,000;583,100;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,72;15,793;27,279;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;474,9803;19,15838;74,1378;0,24923706;0,24923706;0,00082;1,69143;46,5983;21,335135;0,080879;24,450206;26,044982;0,0185;1,8380;1,82;181,15;0,00;0,42;35,90;;223,957;224,217;4,7749772;19,42300;1,33500;0,00800;0,0756760;;51,13;207,00;;;
;;208;19,55000;1,26900;0,018000;92,150;93,00;-20,2101;0,000;101,046;35,500;0,005;405,350;432,050;26,80;845,050;263,177;0,000;577,900;583,000;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,72;15,797;27,271;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;463,3559;42,05653;147,1331;0,11075846;0,11075846;0,00025;3,70276;47,0617;20,835984;0,072886;23,913573;25,488736;0,0163;1,6210;1,84;182,77;0,00;0,41;34,99;;225,136;224,217;4,6581170;19,42600;1,33000;0,00500;0,0755916;;51,01;208,00;;;
;;209;19,53100;1,29000;0,014000;90,675;93,23;-20,3500;0,000;101,046;35,500;0,005;405,950;433,250;26,80;845,083;263,177;0,000;578,000;583,000;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,72;15,803;27,271;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;457,1445;36,78335;125,2931;0,12493896;0,12493896;0,00007;3,24361;47,5188;20,653276;0,070437;23,738964;25,335402;0,0157;1,5571;1,85;184,33;0,00;0,41;34,53;;226,261;226,531;4,5956740;19,43300;1,32600;0,00400;0,0752351;;50,87;209,00;;;
;;210;19,50800;1,30300;0,005000;94,175;92,99;-20,4900;0,000;101,046;35,500;0,005;406,250;433,850;26,80;845,350;263,177;0,000;578,800;583,000;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,72;15,790;27,263;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;466,0767;18,30903;64,6681;0,25591024;0,25591024;-0,00030;1,61577;47,9849;21,040330;0,072994;24,201719;25,845946;0,0165;1,6462;1,87;185,97;0,00;0,41;35,20;;227,382;226,531;4,6854689;19,43200;1,32800;0,00200;0,0752944;;50,73;210,00;;;
;;211;19,48200;1,32000;0,010000;92,125;91,80;-20,8301;0,000;101,046;35,500;0,005;406,850;434,950;26,80;845,583;263,177;0,000;579,600;582,900;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,72;15,786;27,309;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;462,4428;17,76794;73,6991;0,26164754;0,26164754;0,00062;1,56798;48,4473;20,794717;0,085840;23,954528;25,609001;0,0193;1,9182;1,89;187,89;0,00;0,41;34,94;;228,505;228,743;4,6489371;19,42500;1,33300;0,00700;0,0755925;;50,39;211,00;;;
;;212;19,46500;1,32800;0,001000;92,650;91,42;-20,9800;0,000;101,054;35,500;0,005;407,250;435,250;26,80;846,283;263,177;0,000;581,700;582,900;554,800;313,050;;;;;0,00;0,00;0,00;3,00;2,72;15,851;27,271;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;466,3470;34,93538;151,0883;0,13419596;0,13419596;-0,00067;3,08337;48,9137;20,843642;0,089983;24,034493;25,686957;0,0203;2,0169;1,91;189,91;0,00;0,41;35,21;;229,617;228,743;4,6881865;19,41700;1,34100;0,00000;0,0760548;;50,24;212,00;;;
;;213;19,44800;1,33600;0,014000;88,075;89,67;-21,1301;0,000;101,048;35,500;0,005;407,450;435,450;26,80;846,183;263,177;0,000;581,500;582,900;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,73;15,814;27,282;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;456,9098;34,65663;181,3185;0,13253784;0,13253784;0,00060;3,06660;49,3706;20,317515;0,109365;23,439330;25,050083;0,0240;2,3905;1,93;192,30;0,00;0,41;34,55;;230,707;230,911;4,5933143;19,40700;1,35100;0,00700;0,0764491;;50,09;213,00;;;
;;214;19,43400;1,34200;0,007000;91,425;90,25;-21,2800;0,000;101,046;35,500;0,005;407,850;435,950;26,90;845,883;263,177;0,000;580,600;582,900;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,73;15,822;27,263;0,58;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;466,8825;17,17656;84,3988;0,27325439;0,27325439;0,00354;1,52280;49,8375;20,690152;0,102946;23,892656;25,538809;0,0231;2,2941;1,96;194,59;0,00;0,42;35,38;;231,787;230,911;4,6935697;19,39800;1,35800;0,02300;0,0767143;;49,94;214,00;;;
;;215;19,42400;1,34200;0,008000;93,250;90,83;-21,6400;0,000;101,048;35,500;0,005;408,050;436,250;26,90;845,583;263,177;0,000;579,800;582,800;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,73;15,849;27,277;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;474,0150;17,86936;81,9280;0,26667277;0,26667277;0,00357;1,58628;50,3115;20,890516;0,096523;24,135862;25,803872;0,0218;2,1733;1,98;196,77;0,00;0,42;35,93;;232,897;233,093;4,7652730;19,38900;1,36700;0,02300;0,0771426;;49,58;215,00;;;
;;216;19,41600;1,33800;0,018000;89,375;92,13;-21,7800;0,000;101,042;35,500;0,005;408,750;437,350;26,90;845,317;263,170;0,000;579,100;582,700;554,700;313,050;;;;;0,00;0,00;0,00;3,00;2,73;15,835;27,279;0,58;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;464,5874;36,62480;143,2281;0,12752279;0,12752279;0,00475;3,24478;50,7761;20,434338;0,082287;23,649318;25,304046;0,0183;1,8169;2,00;198,58;0,00;0,41;35,24;;233,991;233,093;4,6704968;19,38500;1,36700;0,03000;0,0772981;;49,44;216,00;;;
;;217;19,41500;1,33500;0,011000;89,075;92,78;-21,9301;0,000;101,048;35,500;0,005;409,250;438,150;26,90;844,950;263,177;0,000;578,200;582,600;554,600;313,050;;;;;0,00;0,00;0,00;3,00;2,73;15,807;27,271;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;463,7250;35,85326;128,4714;0,13002523;0,13002523;0,00276;3,17025;51,2398;20,387548;0,075292;23,624029;25,292286;0,0167;1,6616;2,01;200,24;0,00;0,41;35,11;;235,052;235,266;4,6618277;19,38700;1,36500;0,01900;0,0773310;;49,29;217,00;;;
