General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
SPR 300s [m²/s];0,024;164;18,14800;2,44900;0,013000;79,450;88,92;-37,0100;0,000;101,410;20,800;0,000;480,550;519,850;25,20;1013,017;263,190;0,000;730,700;758,000;730,900;316,250;;;;;0,00;0,00;0,00;3,00;1,81;15,080;24,823;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;750,3101;37,54422;133,2170;0,19914754;0,19914754;-0,00004;3,32391;87,9174;17,443553;0,117795;23,734156;25,675166;0,0265;2,6623;3,53;353,90;0,00;0,66;56,82;;533,775;532,833;7,4768399;18,00100;2,53000;0,00600;0,1451889;;36,18;164,00;;;
SPR 360s [m²/s];--;165;18,11400;2,44400;0,009000;81,975;87,33;-37,2899;0,000;101,406;20,800;0,000;480,950;520,450;25,20;1012,917;263,190;0,000;730,400;758,000;730,900;316,250;;;;;0,00;0,00;0,00;3,00;1,81;15,137;24,833;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;762,9599;18,88935;77,2398;0,40249634;0,40249634;0,00059;1,67522;88,6804;17,711202;0,135794;24,118386;26,099208;0,0311;3,1198;3,56;357,02;0,00;0,67;57,81;;535,126;535,619;7,6028953;17,99500;2,53800;0,01000;0,1454093;;35,90;165,00;;;
SPR Test [m²/s];0,030;166;18,09800;2,44500;0,017000;80,575;87,84;-37,7600;0,000;101,410;20,800;0,000;481,550;521,250;25,20;1012,917;263,190;0,000;730,400;758,000;730,900;316,250;;;;;0,00;0,00;0,00;3,00;1,81;15,124;24,833;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;758,4616;21,04068;82,2252;0,35921224;0,35921224;0,00321;1,86953;89,4389;17,548369;0,130010;23,926458;25,899006;0,0295;2,9640;3,59;359,99;0,00;0,67;57,55;;536,485;535,619;7,5580695;17,98100;2,55100;0,02700;0,1459022;;35,43;166,00;;;
Results COY;;167;18,09900;2,45300;0,027000;83,725;87,74;-37,9800;0,000;101,410;20,800;0,000;481,950;521,750;25,20;1012,750;263,190;0,000;729,900;758,000;730,900;316,250;;;;;0,00;0,00;0,00;3,00;1,81;15,109;24,801;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;775,6522;40,68693;159,9437;0,18997192;0,18997192;0,00359;3,62785;90,2145;17,880673;0,131134;24,399792;26,414756;0,0304;3,0492;3,62;363,04;0,00;0,69;58,89;;537,865;538,418;7,7293745;17,96800;2,56900;0,02900;0,1464445;;35,21;167,00;;;
COY max [kg/kg];0,0415;168;18,10300;2,46700;0,036000;82,350;87,22;-38,2200;0,000;101,410;20,800;0,000;482,450;522,250;25,20;1012,550;263,183;0,000;729,300;758,000;730,900;316,250;;;;;0,00;0,00;0,00;3,00;1,81;15,132;24,820;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;775,2212;20,51063;83,6503;0,37663778;0,37663778;0,00309;1,83108;90,9897;17,724049;0,137042;24,211156;26,208470;0,0315;3,1617;3,65;366,20;0,00;0,69;58,87;;539,279;538,418;7,7250796;17,94300;2,59300;0,02600;0,1476750;;34,97;168,00;;;
Max at [s];177;169;18,09600;2,48000;0,033000;79,875;87,22;-38,6899;0,000;101,410;20,800;0,000;483,050;523,050;25,20;1012,417;263,190;0,000;729,000;757,900;730,900;316,250;;;;;0,00;0,00;0,00;3,00;1,81;15,135;24,817;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;769,1895;20,80738;84,3205;0,36837769;0,36837769;0,00319;1,85422;91,7589;17,444828;0,137063;23,859373;25,835100;0,0311;3,1171;3,68;369,32;0,00;0,68;58,41;;540,658;541,187;7,6649729;17,91900;2,60900;0,02700;0,1488900;;34,50;169,00;;;
COY 060s [kg/kg];0,0051;170;18,08200;2,50600;0,053000;79,675;88,00;-38,9200;0,000;101,410;20,800;0,000;483,450;523,650;25,20;1012,617;263,190;0,000;729,600;757,900;730,900;316,250;;;;;0,00;0,00;0,00;3,00;1,81;15,097;24,823;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;773,9148;39,70704;149,4553;0,19422404;0,19422404;0,00273;3,54248;92,5328;17,415765;0,128155;23,839348;25,821646;0,0290;2,9130;3,71;372,23;0,00;0,69;58,77;;542,016;541,187;7,7120609;17,89500;2,63200;0,02400;0,1500728;;34,27;170,00;;;
COY 120s [kg/kg];0,0059;171;18,06600;2,51900;0,032000;79,650;88,52;-39,1600;0,000;101,406;20,800;0,000;484,150;524,650;25,20;1012,850;263,190;0,000;730,300;757,900;730,900;316,250;;;;;0,00;0,00;0,00;3,00;1,82;15,145;24,817;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;779,7842;20,14069;71,8710;0,38581340;0,38581340;0,00104;1,78865;93,3126;17,400440;0,122294;23,852858;25,848192;0,0277;2,7826;3,74;375,01;0,00;0,69;59,14;;543,389;543,916;7,7705496;17,87300;2,64200;0,01300;0,1513633;;34,03;171,00;;;
COY 180s [kg/kg];0,0065;172;18,04700;2,52900;0,030000;79,225;87,64;-39,6500;0,000;101,412;20,800;0,000;484,750;525,650;25,20;1013,117;263,190;0,000;731,100;757,900;730,900;316,250;;;;;0,00;0,00;0,00;3,00;1,82;15,145;24,817;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;778,1883;19,79930;76,4542;0,39166260;0,39166260;-0,00004;1,75614;94,0908;17,343211;0,132249;23,803872;25,812285;0,0299;3,0049;3,77;378,02;0,00;0,69;58,99;;544,759;543,916;7,7546460;17,87100;2,64200;0,00600;0,1515544;;33,54;172,00;;;
COY 240s [kg/kg];0,0068;173;18,02000;2,53000;0,011000;78,475;88,42;-39,9000;0,000;101,408;20,800;0,000;485,450;526,450;25,20;1013,050;263,190;0,000;730,900;757,900;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,168;24,807;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;775,0002;37,82709;136,2495;0,20416260;0,20416260;-0,00034;3,35572;94,8658;17,248475;0,123341;23,708030;25,710356;0,0278;2,7915;3,79;380,81;0,00;0,69;58,74;;546,099;546,615;7,7228766;17,86700;2,64600;0,00400;0,1517656;;33,29;173,00;;;
COY 300s [kg/kg];0,0061;174;18,00600;2,53000;0,012000;79,925;87,44;-40,1400;0,000;101,412;20,800;0,000;486,250;527,550;25,20;1013,083;263,190;0,000;731,000;757,900;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,160;24,825;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;782,6761;20,39120;80,1347;0,38248698;0,38248698;0,00150;1,80897;95,6485;17,392772;0,134496;23,945764;25,979614;0,0307;3,0758;3,83;383,88;0,00;0,69;59,37;;547,437;546,615;7,7993672;17,86000;2,65000;0,01600;0,1520019;;33,05;174,00;;;
COY 360s [kg/kg];--;175;18,00000;2,53800;0,006000;77,900;87,36;-40,6300;0,000;101,408;20,800;0,000;486,650;528,150;25,20;1012,817;263,190;0,000;730,300;757,800;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,160;24,825;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;772,9296;20,26880;80,2332;0,38000488;0,38000488;0,00238;1,79683;96,4214;17,163966;0,135417;23,650191;25,667006;0,0305;3,0596;3,86;386,94;0,00;0,68;58,65;;548,753;549,213;7,7022430;17,85700;2,65000;0,02200;0,1521124;;32,56;175,00;;;
COY Test [kg/kg];0,0067;176;18,00100;2,55100;0,010000;77,225;86,89;-40,9000;0,000;101,408;20,800;0,000;487,250;528,750;25,20;1012,683;263,190;0,000;729,900;757,800;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,168;24,817;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;769,3969;18,96866;78,1469;0,40419515;0,40419515;0,00433;1,68996;97,1908;17,078917;0,140830;23,562016;25,568837;0,0316;3,1698;3,89;390,11;0,00;0,68;58,47;;550,017;549,213;7,6670397;17,85100;2,66400;0,03500;0,1521732;;32,29;176,00;;;
Results CO2Y;;177;17,99500;2,56900;0,027000;77,575;87,18;-41,4200;0,000;101,408;20,800;0,000;487,850;529,550;25,20;1012,483;263,190;0,000;729,300;757,800;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,154;24,847;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;775,9473;20,90015;83,6164;0,36996460;0,36996460;0,00509;1,86419;97,9668;17,107047;0,137491;23,629885;25,649699;0,0309;3,1044;3,92;393,22;0,01;0,69;59,00;;551,275;551,758;7,7323148;17,82800;2,68500;0,04000;0,1532336;;31,77;177,00;;;
CO2Y max [kg/kg];4,3843;178;17,98100;2,59300;0,029000;80,925;86,76;-41,6100;0,000;101,412;20,800;0,000;488,250;530,050;25,20;1012,817;263,190;0,000;730,300;757,800;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,132;24,836;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;799,0799;45,27346;186,0060;0,17588298;0,17588298;0,00443;4,03375;98,7658;17,465359;0,142286;24,144601;26,211666;0,0327;3,2830;3,95;396,50;0,00;0,71;60,74;;552,602;551,758;7,9628317;17,80200;2,70500;0,03500;0,1545856;;31,58;178,00;;;
Max at [s];195;179;17,96800;2,60900;0,026000;79,100;87,37;-41,8701;0,000;101,408;20,800;0,000;488,650;530,450;25,20;1012,817;263,190;0,000;730,400;757,700;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,185;24,820;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;792,9532;18,81270;73,2522;0,42002360;0,42002360;0,00498;1,67995;99,5588;17,260230;0,135303;23,880574;25,923360;0,0308;3,0876;3,98;399,59;0,00;0,71;60,31;;553,962;554,358;7,9017783;17,78700;2,72200;0,03900;0,1552342;;31,32;179,00;;;
CO2Y 060s [kg/kg];2,0897;180;17,94300;2,63200;0,027000;82,650;87,83;-42,3900;0,000;101,408;20,800;0,000;489,650;531,450;25,20;1012,950;263,190;0,000;730,800;757,700;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,166;24,823;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;816,4012;20,60086;76,6306;0,39490763;0,39490763;0,00229;1,83549;100,3752;17,625272;0,130078;24,435536;26,521526;0,0303;3,0368;4,01;402,62;0,00;0,72;62,02;;555,355;554,358;8,1354382;17,76500;2,73800;0,02100;0,1565338;;30,80;180,00;;;
CO2Y 120s [kg/kg];2,0911;181;17,91900;2,64200;0,024000;80,425;88,76;-42,6200;0,000;101,412;20,800;0,000;490,350;532,350;25,20;1012,650;263,190;0,000;729,900;757,700;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,162;24,836;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;810,1095;41,38417;140,7825;0,19506836;0,19506836;-0,00004;3,68195;101,1853;17,373997;0,119548;24,121604;26,187695;0,0275;2,7559;4,04;405,38;0,00;0,72;61,48;;556,779;557,089;8,0727416;17,74700;2,75200;0,00600;0,1575898;;30,57;181,00;;;
CO2Y 180s [kg/kg];2,0944;182;17,89500;2,64200;0,013000;78,825;88,78;-42,8701;0,000;101,414;20,800;0,000;490,950;533,150;25,20;1012,983;263,190;0,000;730,900;757,700;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,152;24,812;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;806,1581;20,12108;68,0366;0,39925130;0,39925130;0,00148;1,79500;101,9915;17,189793;0,119336;23,895064;25,948983;0,0272;2,7259;4,07;408,11;0,00;0,72;61,25;;558,161;557,089;8,0333659;17,72500;2,77500;0,01600;0,1585177;;30,32;182,00;;;
CO2Y 240s [kg/kg];2,1049;183;17,87300;2,64600;0,006000;78,825;88,78;-43,3701;0,000;101,414;20,800;0,000;490,950;533,150;25,20;1013,550;263,190;0,000;732,700;757,700;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,135;24,815;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;811,7806;21,10848;70,8810;0,38322957;0,38322957;0,00102;1,87827;102,8032;17,189793;0,119336;23,895064;25,948983;0,0272;2,7259;4,09;410,83;0,00;0,72;61,65;;559,531;559,864;8,0893940;17,70400;2,78700;0,01300;0,1596415;;29,82;183,00;;;
CO2Y 300s [kg/kg];2,1119;184;17,87100;2,65000;0,004000;80,425;86,72;-43,6000;0,000;101,414;20,800;0,000;491,850;534,250;25,20;1013,417;263,190;0,000;732,400;757,600;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,194;24,807;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;821,8910;40,61359;163,0539;0,20166016;0,20166016;0,00058;3,61267;103,6251;17,347484;0,142848;24,158470;26,241055;0,0329;3,2997;4,13;414,13;0,00;0,73;62,41;;560,929;559,864;8,1901436;17,69400;2,79500;0,01000;0,1601690;;29,59;184,00;;;
CO2Y 360s [kg/kg];--;185;17,86700;2,65000;0,016000;80,500;86,71;-43,8601;0,000;101,412;20,700;0,000;492,450;535,050;25,20;1013,217;263,190;0,000;731,800;757,600;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,191;24,839;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;822,6466;20,11191;80,8409;0,40760295;0,40760295;0,00180;1,79620;104,4478;17,344994;0,142957;24,184470;26,276577;0,0330;3,3067;4,16;417,44;0,00;0,73;62,53;;562,342;562,646;8,1976735;17,68700;2,80900;0,01800;0,1603428;;29,33;185,00;;;
CO2Y Test [kg/kg];2,1022;186;17,86000;2,66400;0,022000;78,625;88,11;-44,3701;0,000;101,412;20,700;0,000;493,050;535,950;25,20;1013,317;263,190;0,000;732,200;757,500;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,82;15,187;24,839;0,58;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;819,0573;21,06619;74,6811;0,38744100;0,38744100;0,00253;1,88666;105,2668;17,131372;0,126883;23,915715;25,996607;0,0289;2,9036;4,19;420,34;0,00;0,73;62,31;;563,732;562,646;8,1619061;17,65800;2,83900;0,02300;0,1616563;;28,82;186,00;;;
;;187;17,85700;2,68500;0,035000;79,775;87,29;-44,6400;0,000;101,410;20,700;0,000;493,750;537,050;25,20;1013,383;263,190;0,000;732,400;757,500;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,172;24,855;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;832,4241;19,79469;74,7575;0,41905721;0,41905721;0,00376;1,76647;106,0993;17,243965;0,136201;24,107075;26,221173;0,0313;3,1438;4,22;423,49;0,00;0,74;63,33;;565,133;565,479;8,2951066;17,62600;2,85600;0,03100;0,1632492;;28,55;187,00;;;
;;188;17,85100;2,70500;0,040000;81,425;87,47;-45,1899;0,000;101,410;20,700;0,000;494,350;537,750;25,20;1013,350;263,190;0,000;732,300;757,500;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,156;24,836;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;844,8554;21,40378;79,3044;0,39334106;0,39334106;0,00303;1,90017;106,9441;17,410807;0,134144;24,369898;26,509382;0,0312;3,1303;4,25;426,62;0,00;0,75;64,22;;566,588;565,479;8,4189845;17,61200;2,85600;0,02600;0,1641136;;28,00;188,00;;;
;;189;17,82800;2,72200;0,035000;78,550;86,07;-45,3900;0,000;101,410;20,700;0,000;494,850;538,350;25,20;1013,217;263,190;0,000;732,000;757,400;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,185;24,833;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;827,5262;45,37865;189,0020;0,18172201;0,18172201;0,00328;4,03047;107,7716;17,092028;0,150287;23,947900;26,053051;0,0343;3,4466;4,29;430,06;0,00;0,73;62,91;;568,014;568,278;8,2462989;17,61900;2,85100;0,02800;0,1637393;;27,80;189,00;;;
;;190;17,80200;2,73800;0,039000;73,575;86,88;-45,6500;0,000;101,410;20,600;0,000;495,650;539,250;25,30;1013,183;263,190;0,000;731,900;757,400;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,185;24,833;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;798,0899;19,80064;77,6600;0,40165202;0,40165202;0,00404;1,76215;108,5697;16,528555;0,140905;23,195848;25,236278;0,0312;3,1302;4,32;433,19;0,00;0,71;60,71;;569,303;568,278;7,9529663;17,62600;2,84900;0,03400;0,1632913;;27,54;190,00;;;
;;191;17,78700;2,75200;0,021000;80,650;84,68;-46,1400;0,000;101,410;20,600;0,000;496,450;540,350;25,30;1012,983;263,183;0,000;731,400;757,300;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,196;24,823;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;837,5127;23,67208;109,6542;0,35255941;0,35255941;0,00179;2,11662;109,4072;17,291064;0,166596;24,305105;26,454354;0,0387;3,8795;4,36;437,07;0,00;0,75;63,70;;570,604;571,045;8,3458145;17,61600;2,87100;0,01800;0,1638081;;27,05;191,00;;;
;;192;17,76500;2,77500;0,006000;77,150;86,32;-46,3701;0,000;101,400;20,600;0,000;497,050;541,050;25,30;1012,683;263,190;0,000;730,600;757,200;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,137;24,839;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;829,4485;20,92417;84,7664;0,39501953;0,39501953;0,00145;1,88054;110,2367;16,901499;0,147429;23,786227;25,891838;0,0335;3,3602;4,39;440,43;0,00;0,74;63,14;;571,973;571,045;8,2654548;17,56900;2,92300;0,01600;0,1660076;;26,82;192,00;;;
;;193;17,74700;2,78700;0,016000;78,175;85,85;-46,9200;0,000;101,414;20,600;0,000;497,350;541,350;25,30;1012,783;263,190;0,000;730,900;757,200;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,170;24,844;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;848,2287;20,45302;84,5976;0,41326904;0,41326904;0,00086;1,82772;111,0849;17,008272;0,152882;23,950940;26,069854;0,0350;3,5084;4,42;443,94;0,00;0,76;64,52;;573,356;573,862;8,4525988;17,51700;2,95300;0,01200;0,1687479;;26,27;193,00;;;
;;194;17,72500;2,79500;0,013000;78,325;86,87;-47,1500;0,000;101,410;20,600;0,000;498,050;541,950;25,30;1012,717;263,190;0,000;730,700;757,200;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,170;24,841;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;854,5647;41,87959;158,8843;0,20333862;0,20333862;0,00371;3,74503;111,9395;17,012613;0,141083;23,990773;26,105410;0,0323;3,2421;4,46;447,18;0,00;0,76;65,09;;574,789;573,862;8,5157373;17,48800;2,97600;0,03100;0,1699884;;26,04;194,00;;;
;;195;17,70400;2,80900;0,010000;74,900;85,38;-47,4200;0,000;101,410;20,500;0,000;498,350;542,150;25,30;1012,950;263,183;0,000;731,400;757,100;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,162;24,847;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;841,2460;20,19863;85,4269;0,41502889;0,41502889;0,00290;1,80414;112,7807;16,631483;0,158317;23,467439;25,529993;0,0355;3,5579;4,49;450,74;0,00;0,75;64,05;;576,189;576,640;8,3830159;17,46500;2,99300;0,02600;0,1711947;;25,77;195,00;;;
;;196;17,69400;2,83900;0,018000;77,850;85,28;-47,9301;0,000;101,414;20,500;0,000;499,450;543,450;25,30;1012,950;263,190;0,000;731,400;757,100;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,196;24,844;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;862,1468;23,06843;97,9202;0,37242635;0,37242635;0,00280;2,05928;113,6429;16,937160;0,159521;23,951509;26,061562;0,0365;3,6596;4,53;454,40;0,00;0,77;65,64;;577,595;576,640;8,5912926;17,44300;3,01000;0,02500;0,1723011;;25,26;196,00;;;
;;197;17,68700;2,85600;0,023000;81,925;86,17;-48,1799;0,000;101,414;20,500;0,000;500,450;544,650;25,30;1012,883;263,183;0,000;731,300;757,000;730,900;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,149;24,847;0,58;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;886,8022;20,79450;82,3863;0,42496745;0,42496745;0,00318;1,85445;114,5297;17,357420;0,149112;24,594960;26,767200;0,0350;3,5134;4,56;457,91;0,00;0,79;67,52;;579,102;579,558;8,8369843;17,43000;3,01800;0,02700;0,1729492;;25,01;197,00;;;
;;198;17,65800;2,85600;0,031000;76,075;86,80;-48,7600;0,000;101,414;20,500;0,000;501,050;545,550;25,30;1012,883;263,183;0,000;731,400;757,000;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,168;24,841;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;854,7797;20,64401;77,8641;0,41260783;0,41260783;0,00424;1,83572;115,3845;16,716207;0,141843;23,714778;25,820971;0,0321;3,2240;4,60;461,14;0,00;0,76;65,08;;580,575;579,558;8,5178799;17,42700;3,01200;0,03500;0,1731020;;24,43;198,00;;;
;;199;17,62600;2,85100;0,026000;72,900;87,75;-48,9601;0,000;101,414;20,500;0,000;502,150;546,850;25,30;1012,983;263,190;0,000;731,800;756,900;730,800;316,350;;;;;0,00;0,00;0,00;3,00;1,83;15,175;24,847;0,58;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;833,8362;47,26452;165,4517;0,17580160;0,17580160;0,00472;4,20160;116,2183;16,345730;0,131017;23,240104;25,308874;0,0291;2,9189;4,62;464,06;0,00;0,74;63,49;;581,901;582,379;8,3091776;17,43500;3,00400;0,03900;0,1726807;;24,23;199,00;;;
