General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Edge frame?;N;9;20,94100;0,05100;0,004000;116,650;99,99;0,0499;0,000;101,080;32,200;0,000;324,150;325,450;28,70;844,083;263,190;0,000;566,200;587,300;559,300;313,750;;;;;0,00;0,00;0,00;3,00;4,99;14,939;28,401;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0751;;;-0,00583903;-0,00583903;-0,00153;-0,03891;0,0047;26,215057;-0,000033;24,060082;24,156574;0,0000;-0,0007;0,00;0,02;0,00;0,00;0,02;;0,517;0,526;0,0007517;20,94700;0,04600;0,00200;0,0000098;;71,74;9,00;;;
Grid?;N;10;20,94100;0,04900;0,009000;118,600;99,97;0,0599;0,000;101,072;32,200;0,000;324,150;325,650;28,70;843,850;263,196;0,000;565,600;587,200;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,00;14,901;28,404;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;-0,00583903;-0,00583903;0,00079;-0,10847;0,0047;26,433263;0,000107;24,260351;24,372615;0,0000;0,0023;0,00;0,03;0,00;0,00;0,02;;0,469;0,526;0,0000000;20,94700;0,04700;0,01200;-0,0001295;;71,75;10,00;;;
Non-scrubbed?;;11;20,94300;0,04800;0,021000;115,600;99,98;0,0599;0,000;101,072;32,200;0,000;324,150;325,650;28,80;843,783;263,196;0,000;565,300;587,300;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,00;14,939;28,422;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00083415;0,00083415;-0,00014;0,74961;0,0047;26,096804;0,000003;23,951550;24,062386;0,0000;0,0001;0,00;0,03;0,00;0,00;-0,04;;0,426;0,437;0,0000000;20,94900;0,04700;0,00800;-0,0001996;;71,75;11,00;;;
Substrate used? {Y/N};;12;20,94300;0,04700;0,021000;114,750;99,99;0,0599;0,000;101,068;32,200;0,000;324,150;325,650;28,70;843,617;263,190;0,000;564,800;587,300;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,00;14,979;28,385;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;-0,00083415;-0,00083415;0,00032;-0,74685;0,0047;26,000684;-0,000014;23,863331;23,973758;0,0000;-0,0003;0,00;0,03;0,00;0,00;-0,01;;0,391;0,437;0,0000000;20,94800;0,04700;0,01000;-0,0001645;;71,75;12,00;;;
Substrate;;13;20,94400;0,04600;0,012000;116,075;99,98;0,0599;0,000;101,080;32,100;0,000;324,250;325,650;28,70;843,483;263,190;0,000;564,400;587,300;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,00;14,994;28,396;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00583903;0,00583903;0,00125;0,03881;0,0047;26,146333;0,000004;24,004410;24,108053;0,0000;0,0001;0,00;0,03;0,00;0,00;0,02;;0,361;0,370;0,0000000;20,94700;0,04600;0,01400;-0,0001421;;71,75;13,00;;;
Additional preparation details;;14;20,94600;0,04700;0,010000;114,850;100,00;0,0499;0,000;101,076;32,200;0,000;324,150;325,650;28,70;843,417;263,190;0,000;564,200;587,300;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,00;14,994;28,401;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,4442;;;0,00583903;0,00583903;-0,00151;0,10674;0,0051;26,012011;-0,000170;23,873727;23,984202;0,0000;-0,0036;0,00;0,03;0,00;0,00;0,05;;0,351;0,370;0,0044478;20,94600;0,04700;0,00200;0,0000575;;71,74;14,00;;;
;;15;20,94800;0,04600;0,000000;114,475;99,99;0,0499;0,000;101,080;32,200;0,000;324,050;325,550;28,70;843,450;263,196;0,000;564,300;587,300;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,00;14,960;28,404;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,7970;;;-0,00083415;-0,00083415;-0,00357;-0,74607;0,0069;25,973517;-0,000100;23,831043;23,941355;0,0000;-0,0021;0,00;0,03;0,00;0,00;0,08;;0,402;0,440;0,0179953;20,94500;0,04700;-0,00700;0,0002318;;71,74;15,00;;;
Specimen;;16;20,94700;0,04600;-0,010000;111,600;100,00;0,0499;0,000;101,068;32,200;0,000;324,050;325,450;28,70;843,517;263,196;0,000;564,400;587,400;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,00;14,956;28,390;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00054;Infinity;0,0069;25,645284;-0,000151;23,529886;23,631542;0,0000;-0,0031;0,00;0,03;0,00;0,00;0,05;;0,433;0,440;0,0000000;20,94600;0,04700;0,01100;-0,0000564;;71,74;16,00;;;
Sample description;PMMA_DE_6mm_q25_Al2O3_R3;17;20,94800;0,04700;-0,012000;115,875;100,00;0,0499;0,000;101,072;32,100;0,000;324,050;325,450;28,70;843,350;263,190;0,000;564,000;587,300;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,00;14,924;28,417;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,5195;;;0,00000000;0,00000000;-0,00060;Infinity;0,0074;26,131858;-0,000168;23,976324;24,079909;0,0000;-0,0035;0,00;0,03;0,00;0,00;0,08;;0,423;0,525;0,0052026;20,94500;0,04700;0,00600;0,0000673;;71,74;17,00;;;
Material name/ID;PMMA_DE_6mm;18;20,94700;0,04600;-0,014000;119,525;100,01;0,0499;0,000;101,072;32,100;0,000;324,050;325,450;28,70;843,383;263,190;0,000;564,000;587,400;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,01;14,967;28,412;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,2014;;;0,00000000;0,00000000;0,00056;Infinity;0,0077;26,540237;-0,000220;24,351016;24,456220;0,0000;-0,0047;0,00;0,03;0,00;0,00;0,11;;0,419;0,525;0,0020171;20,94400;0,05000;0,01100;0,0000264;;71,74;18,00;;;
Specimen number;R3;19;20,94700;0,04600;0,001000;114,925;100,00;0,0499;0,000;101,080;32,100;0,000;324,050;325,450;28,70;843,517;263,190;0,000;564,400;587,400;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,01;14,935;28,401;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,6661;;;-0,00083415;-0,00083415;0,00032;-2,65614;0,0083;26,024517;-0,000150;23,877836;23,980996;0,0000;-0,0032;0,00;0,03;0,00;0,00;0,14;;0,420;0,532;0,0066707;20,94300;0,05100;0,01000;0,0000868;;71,74;19,00;;;
E (MJ/kg);13,10;20;20,94600;0,04700;0,002000;117,700;100,00;0,0499;0,000;101,076;32,100;0,000;324,050;325,450;28,70;843,617;263,190;0,000;564,600;587,500;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,01;14,948;28,412;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,8956;;;0,00667318;0,00667318;0,00056;0,39636;0,0102;26,336839;-0,000114;24,164396;24,268794;0,0000;-0,0024;0,00;0,03;0,00;0,00;0,22;;0,463;0,532;0,0189829;20,94000;0,05200;0,01100;0,0002427;;71,74;20,00;;;
Initial mass (g);71,69;21;20,94700;0,04700;0,012000;116,625;99,99;0,0399;0,000;101,080;32,100;0,000;324,050;325,450;28,70;843,583;263,190;0,000;564,600;587,400;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,01;14,939;28,420;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,5635;;;0,00000000;0,00000000;0,00217;Infinity;0,0118;26,216292;-0,000061;24,053792;24,157712;0,0000;-0,0013;0,00;0,03;0,00;0,00;0,25;;0,524;0,587;0,0156568;20,93900;0,05300;0,01800;0,0002019;;71,73;21,00;;;
Thickness (mm);6,00;22;20,94700;0,04700;0,008000;116,150;100,01;0,0499;0,000;101,072;32,100;0,000;324,050;325,450;28,70;843,650;263,196;0,000;564,600;587,500;559,400;313,750;;;;;0,00;0,00;0,00;3,00;5,01;14,920;28,414;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,8587;;;-0,00667318;-0,00667318;0,00125;-0,51367;0,0136;26,162849;-0,000271;24,004758;24,108466;-0,0001;-0,0057;0,00;0,03;0,00;0,00;0,25;;0,578;0,587;0,0186129;20,93900;0,05400;0,01400;0,0002398;;71,74;22,00;;;
Surface area (cm²);100,14;23;20,94900;0,04600;0,010000;116,700;100,01;0,0499;0,000;101,080;32,100;0,000;324,050;325,450;28,70;843,617;263,190;0,000;564,600;587,500;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,01;14,935;28,401;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,2297;;;0,00083415;0,00083415;-0,00083;4,11904;0,0169;26,224719;-0,000305;24,061525;24,165478;-0,0001;-0,0065;0,00;0,03;0,00;0,00;0,28;;0,663;0,745;0,0323419;20,93800;0,05400;0,00500;0,0004141;;71,74;23,00;;;
Sponsor;;24;20,94800;0,04700;0,014000;114,125;100,03;0,0499;0,000;101,064;32,100;0,000;323,950;325,350;28,70;843,650;263,196;0,000;564,600;587,500;559,400;313,750;;;;;0,00;0,00;0,00;3,00;5,01;15,004;28,414;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,3737;;;0,00000000;0,00000000;-0,00334;Infinity;0,0212;25,937782;-0,000409;23,790912;23,893728;-0,0001;-0,0086;0,00;0,03;0,00;0,00;0,28;;0,794;0,745;0,0437979;20,93800;0,05300;-0,00600;0,0005659;;71,74;24,00;;;
Manufacturer;;25;20,94700;0,04700;0,002000;121,100;100,01;0,0499;0,000;101,068;32,100;0,000;323,950;325,350;28,70;843,750;263,190;0,000;564,900;587,600;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,01;14,966;28,414;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,4302;;;0,00083415;0,00083415;-0,00438;3,70674;0,0257;26,718651;-0,000304;24,507148;24,613060;-0,0001;-0,0066;0,00;0,03;0,00;0,00;0,26;;0,938;0,991;0,0443643;20,93900;0,05300;-0,01000;0,0005562;;71,74;25,00;;;
Test start time (s);60;26;20,94600;0,04700;-0,007000;117,875;100,02;0,0499;0,000;101,072;32,100;0,000;323,950;325,250;28,70;843,783;263,196;0,000;565,000;587,600;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,02;14,967;28,425;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,2961;;;-0,00583903;-0,00583903;-0,00502;-0,45339;0,0300;26,360479;-0,000391;24,178622;24,275650;-0,0001;-0,0083;0,00;0,03;-0,01;0,00;0,22;;1,070;0,991;0,0430208;20,94000;0,05200;-0,01300;0,0005464;;71,74;26,00;;;
Time to ignition (s);82;27;20,94500;0,04700;0,011000;116,200;100,01;0,0599;0,000;101,072;32,100;0,000;323,850;325,250;28,70;843,750;263,190;0,000;564,900;587,600;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,02;14,987;28,412;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,9684;;;-0,00583903;-0,00583903;-0,00429;-0,45023;0,0339;26,176558;-0,000303;24,002513;24,106276;-0,0001;-0,0064;0,00;0,03;0,00;0,00;0,22;;1,183;1,229;0,0397399;20,94000;0,05200;-0,01000;0,0005084;;71,75;27,00;;;
Time to flameout (s);494;28;20,94600;0,05000;0,006000;112,925;100,01;0,0599;0,000;101,068;32,100;0,000;323,850;325,150;28,70;843,783;263,190;0,000;565,100;587,500;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,02;14,952;28,409;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,1535;;;0,00000000;0,00000000;-0,00310;Infinity;0,0371;25,805040;-0,000303;23,661850;23,756834;-0,0001;-0,0063;0,00;0,03;0,00;0,00;0,19;;1,268;1,229;0,0315792;20,94100;0,05000;-0,00500;0,0004101;;71,75;28,00;;;
End of test criteria;User end of test;29;20,94500;0,05100;0,011000;114,625;100,03;0,0599;0,000;101,072;32,100;0,000;323,850;325,150;28,70;843,850;263,190;0,000;565,200;587,600;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,02;14,996;28,428;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,6253;;;0,00500488;0,00500488;-0,00060;0,36280;0,0387;25,998553;-0,000494;23,839291;23,934987;-0,0001;-0,0104;0,00;0,03;0,00;0,00;0,16;;1,307;1,337;0,0162762;20,94200;0,05000;0,00600;0,0002105;;71,75;29,00;;;
User EOT time (s);585;30;20,94400;0,05200;0,010000;114,625;100,03;0,0499;0,000;101,072;32,100;0,000;323,850;325,150;28,70;843,817;263,190;0,000;565,000;587,700;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,02;14,979;28,420;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0987;;;0,01167806;0,01167806;0,00078;0,15549;0,0388;25,998553;-0,000494;23,839291;23,934987;-0,0001;-0,0104;0,00;0,03;0,00;0,00;0,11;;1,292;1,337;0,0009882;20,94400;0,05000;0,01200;0,0000138;;71,74;30,00;;;
MLR EOT mass (g/m²);;31;20,94300;0,05300;0,011000;118,550;100,01;0,0399;0,000;101,072;32,100;0,000;323,850;325,150;28,70;843,817;263,196;0,000;565,100;587,600;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,02;14,990;28,412;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00500488;0,00500488;0,00476;0,36896;0,0388;26,439927;-0,000302;24,244009;24,341329;-0,0001;-0,0064;0,00;0,03;0,00;0,00;0,14;;1,252;1,303;0,0000000;20,94300;0,05000;0,02900;-0,0001411;;71,73;31,00;;;
MLR time period (s);;32;20,94000;0,05400;0,018000;112,800;100,03;0,0399;0,000;101,072;32,100;0,000;323,850;325,150;28,70;843,883;263,190;0,000;565,300;587,600;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,02;14,983;28,444;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,0036;;;-0,00083415;-0,00083415;-0,00150;-2,15941;0,0408;25,790753;-0,000459;23,648750;23,743681;-0,0001;-0,0095;0,00;0,03;0,00;0,00;0,16;;1,244;1,303;0,0200640;20,94200;0,05000;0,00200;0,0002611;;71,73;32,00;;;
Truncate graphs at EOT;;33;20,93900;0,05400;0,014000;117,150;100,02;0,0399;0,000;101,072;32,100;0,000;323,850;325,250;28,70;843,883;263,190;0,000;565,300;587,600;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,02;14,952;28,417;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,1728;;;0,00000000;0,00000000;0,00195;Infinity;0,0410;26,283345;-0,000353;24,100431;24,204617;-0,0001;-0,0075;0,00;0,03;0,00;0,00;0,14;;1,239;1,230;0,0017309;20,94300;0,04900;0,01700;0,0000235;;71,73;33,00;;;
Smooth data?;;34;20,93900;0,05300;0,005000;114,800;100,01;0,0399;0,000;101,072;32,100;0,000;323,950;325,350;28,70;843,917;263,190;0,000;565,400;587,600;559,300;313,750;;;;;0,00;0,00;0,00;3,00;5,03;14,958;28,422;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,8619;;;0,00000000;0,00000000;0,00032;Infinity;0,0418;26,014375;-0,000301;23,861165;23,964285;-0,0001;-0,0063;0,00;0,03;0,00;0,00;0,13;;1,218;1,230;0,0086312;20,94300;0,04900;0,01000;0,0001122;;71,73;34,00;;;
