General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Event2;;76;17,51800;2,94800;0,022000;79,500;85,47;-21,0901;0,000;100,990;27,400;0,000;491,950;531,250;25,10;1131,517;263,177;0,000;839,600;878,800;856,700;324,950;;;;;0,00;0,00;0,00;3,00;2,26;15,315;24,697;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;892,8294;20,92029;83,1635;0,42920939;0,42920939;0,00374;1,85340;49,9522;17,125083;0,157970;23,853599;25,759172;0,0357;3,5492;2,19;217,85;0,00;0,80;68,20;;651,392;649,964;8,9791853;17,33800;3,08200;0,03000;0,1784400;;50,70;76,00;;;
Event3;;77;17,51700;2,97400;0,034000;79,075;84,73;-21,3301;0,000;100,994;27,400;0,000;493,050;532,450;25,10;1131,017;263,177;0,000;838,300;878,700;856,600;324,950;;;;;0,00;0,00;0,00;3,00;2,26;15,328;24,697;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;889,9865;40,52875;170,3028;0,22084554;0,22084554;0,00494;3,58604;50,8422;17,060185;0,166706;23,816336;25,719517;0,0376;3,7397;2,23;221,59;0,00;0,79;68,00;;654,509;656,716;8,9505939;17,33500;3,08000;0,03800;0,1785512;;50,46;77,00;;;
Event4;;78;17,50300;2,98800;0,033000;75,050;84,35;-21,6301;0,000;100,990;27,400;0,000;494,550;534,250;25,10;1131,083;263,177;0,000;838,500;878,700;856,600;324,950;;;;;0,00;0,00;0,00;3,00;2,26;15,320;24,697;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;865,2177;19,26254;83,4680;0,45173136;0,45173136;0,00392;1,70201;51,7074;16,595099;0,171230;23,237549;25,102944;0,0377;3,7491;2,27;225,34;0,00;0,77;66,07;;657,369;656,716;8,7014945;17,33900;3,07400;0,03200;0,1784443;;50,16;78,00;;;
Event5;;79;17,47500;3,00800;0,044000;82,475;85,22;-22,1802;0,000;100,996;27,400;0,000;495,750;535,650;25,10;1131,150;263,177;0,000;838,800;878,600;856,600;324,950;;;;;0,00;0,00;0,00;3,00;2,26;15,322;24,695;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;903,2727;21,54438;88,2223;0,42165120;0,42165120;0,00610;1,90856;52,6107;17,375583;0,160922;24,389472;26,352436;0,0372;3,6988;2,30;229,03;0,01;0,80;69,04;;660,241;662,789;9,0842138;17,34600;3,07300;0,04500;0,1779162;;49,61;79,00;;;
Event6;;80;17,45200;3,01500;0,038000;84,000;83,42;-22,4701;0,000;100,996;27,400;0,000;496,850;536,950;25,10;1131,083;263,183;0,000;838,600;878,600;856,600;324,950;;;;;0,00;0,00;0,00;3,00;2,26;15,328;24,703;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;912,2915;22,61442;104,9511;0,40571086;0,40571086;0,00399;2,00554;53,5229;17,516067;0,182280;24,641218;26,629972;0,0426;4,2338;2,35;233,27;0,00;0,81;69,70;;663,335;662,789;9,1749156;17,34100;3,08200;0,03100;0,1782565;;49,32;80,00;;;
Event7;;81;17,43700;3,02000;0,041000;81,100;82,40;-22,9900;0,000;100,994;27,400;0,000;497,450;537,850;25,10;1131,017;263,183;0,000;838,500;878,600;856,500;324,950;;;;;0,00;0,00;0,00;3,00;2,26;15,309;24,668;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;898,5082;22,54236;111,5122;0,40085856;0,40085856;0,00376;1,99656;54,4215;17,200668;0,194541;24,226742;26,194297;0,0447;4,4447;2,39;237,71;0,00;0,80;68,63;;666,323;668,668;9,0362969;17,33100;3,08700;0,03000;0,1787923;;48,80;81,00;;;
Event8;;82;17,42200;3,02000;0,029000;80,175;83,78;-23,2401;0,000;100,992;27,400;0,000;498,050;538,450;25,10;1131,183;263,183;0,000;839,000;878,600;856,500;324,950;;;;;0,00;0,00;0,00;3,00;2,26;15,322;24,697;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;894,5097;39,53997;178,7818;0,22751872;0,22751872;0,00298;3,50812;55,3160;17,091989;0,177954;24,102707;26,057830;0,0407;4,0446;2,43;241,76;0,00;0,80;68,33;;669,131;668,668;8,9960837;17,32400;3,09800;0,02500;0,1791343;;48,55;82,00;;;
Event9;;83;17,41100;3,03000;0,021000;81,400;83,04;-23,5300;0,000;100,990;27,400;0,000;498,850;539,350;25,10;1131,583;263,183;0,000;840,200;878,600;856,500;324,950;;;;;0,00;0,00;0,00;3,00;2,26;15,318;24,684;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;904,1040;20,98109;99,3754;0,43336995;0,43336995;0,00209;1,86706;56,2201;17,208254;0,186825;24,305640;26,278936;0,0431;4,2822;2,47;246,04;0,00;0,81;69,08;;671,904;674,274;9,0925744;17,30900;3,11900;0,01900;0,1798451;;48,26;83,00;;;
;;84;17,40900;3,05400;0,007000;79,975;83,16;-24,0602;0,000;100,990;27,400;0,000;499,650;540,150;25,10;1131,417;263,177;0,000;839,700;878,600;856,500;324,950;;;;;0,00;0,00;0,00;3,00;2,27;15,315;24,689;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;903,1785;22,24185;103,8301;0,40838623;0,40838623;0,00192;1,98274;57,1232;17,043304;0,185452;24,111262;26,065642;0,0424;4,2162;2,52;250,26;0,00;0,81;69,04;;674,663;674,274;9,0832662;17,27600;3,15100;0,01800;0,1814293;;47,73;84,00;;;
;;85;17,40600;3,07200;0,011000;83,275;82,62;-24,3501;0,000;100,990;27,400;0,000;500,050;540,650;25,10;1131,283;263,177;0,000;839,300;878,600;856,500;324,950;;;;;0,00;0,00;0,00;3,00;2,27;15,286;24,711;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;928,6421;22,11107;106,0815;0,42238363;0,42238363;0,00273;1,96737;58,0519;17,384420;0,191944;24,613530;26,611949;0,0448;4,4553;2,56;254,71;0,00;0,83;70,99;;677,501;679,970;9,3393535;17,24600;3,17000;0,02300;0,1829124;;47,44;85,00;;;
;;86;17,38300;3,08200;0,019000;80,775;83,54;-24,9000;0,000;100,990;27,400;0,000;500,950;541,550;25,10;1131,417;263,177;0,000;839,600;878,600;856,600;324,950;;;;;0,00;0,00;0,00;3,00;2,27;15,334;24,689;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;918,6062;21,23489;95,6673;0,43505859;0,43505859;0,00495;1,89032;58,9705;17,106095;0,180895;24,263058;26,229482;0,0416;4,1385;2,60;258,85;0,00;0,82;70,29;;680,363;679,970;9,2384221;17,22300;3,18800;0,03800;0,1838995;;46,89;86,00;;;
;;87;17,35700;3,08000;0,030000;82,400;83,15;-25,1802;0,000;100,990;27,400;0,000;501,850;542,550;25,10;1131,183;263,183;0,000;838,900;878,500;856,700;324,950;;;;;0,00;0,00;0,00;3,00;2,27;15,334;24,692;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;934,4252;37,70666;173,1641;0,24922689;0,24922689;0,00332;3,35848;59,9049;17,261806;0,185537;24,527904;26,517115;0,0432;4,2913;2,65;263,14;0,00;0,84;71,48;;683,192;685,754;9,3975146;17,19400;3,21500;0,02700;0,1854068;;46,61;87,00;;;
;;88;17,33800;3,07400;0,038000;77,725;82,68;-25,4801;0,000;100,992;27,400;0,000;502,650;543,450;25,10;1131,150;263,177;0,000;838,700;878,500;856,800;324,950;;;;;0,00;0,00;0,00;3,00;2,27;15,320;24,695;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;912,1006;21,50538;101,3491;0,42654419;0,42654419;0,00677;1,91637;60,8170;16,751632;0,191193;23,840923;25,776086;0,0432;4,2985;2,69;267,44;0,01;0,82;69,87;;685,920;685,754;9,1729961;17,16700;3,23500;0,05100;0,1865121;;46,31;88,00;;;
;;89;17,33500;3,07300;0,032000;79,925;84,10;-26,0000;0,000;100,992;27,500;0,000;503,250;544,150;25,10;1130,917;263,183;0,000;838,000;878,500;856,800;325,050;;;;;0,00;0,00;0,00;3,00;2,27;15,328;24,684;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;930,9231;21,73048;92,7669;0,43083700;0,43083700;0,00551;1,93366;61,7479;16,976925;0,174194;24,190402;26,156398;0,0400;3,9741;2,73;271,41;0,01;0,83;71,27;;688,567;691,302;9,3622937;17,14200;3,25300;0,04200;0,1878602;;45,79;89,00;;;
;;90;17,33900;3,08200;0,045000;75,075;83,72;-26,3401;0,000;100,992;27,500;0,000;504,450;545,550;25,10;1131,150;263,183;0,000;838,700;878,500;856,800;325,050;;;;;0,00;0,00;0,00;3,00;2,27;15,338;24,716;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;903,2424;20,03780;87,7919;0,45333862;0,45333862;0,00693;1,78005;62,6512;16,434186;0,178731;23,472892;25,385343;0,0398;3,9574;2,77;275,37;0,01;0,81;69,18;;691,106;691,302;9,0839092;17,13200;3,25500;0,05300;0,1883033;;45,45;90,00;;;
;;91;17,34600;3,08700;0,031000;75,600;82,98;-26,8900;0,000;100,990;27,500;0,000;505,150;546,650;25,10;1131,517;263,183;0,000;839,800;878,500;856,800;325,050;;;;;0,00;0,00;0,00;3,00;2,27;15,370;24,700;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;905,7947;21,30690;98,1591;0,42754110;0,42754110;0,00433;1,88978;63,5570;16,480118;0,187561;23,571159;25,507620;0,0420;4,1729;2,81;279,54;0,00;0,81;69,30;;693,451;696,293;9,1095769;17,13600;3,25000;0,03500;0,1883077;;44,90;91,00;;;
;;92;17,34100;3,09800;0,030000;80,925;84,61;-27,1602;0,000;100,992;27,500;0,000;506,150;547,850;25,10;1131,650;263,183;0,000;840,200;878,400;856,900;325,050;;;;;0,00;0,00;0,00;3,00;2,27;15,341;24,695;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;936,3273;42,15939;174,4645;0,22335815;0,22335815;0,00388;3,74121;64,4933;17,033792;0,168128;24,411296;26,422462;0,0390;3,8747;2,85;283,42;0,00;0,84;71,63;;695,925;696,293;9,4166438;17,13600;3,25200;0,03100;0,1883281;;44,63;92,00;;;
;;93;17,33100;3,11900;0,025000;77,700;82,55;-27,4301;0,000;100,992;27,500;0,000;507,050;548,850;25,10;1131,883;263,183;0,000;840,900;878,400;856,900;325,050;;;;;0,00;0,00;0,00;3,00;2,27;15,357;24,719;0,57;0,46;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;917,5317;21,37902;101,5644;0,43162028;0,43162028;0,00129;1,89834;65,4108;16,676109;0,192841;23,941192;25,914848;0,0438;4,3589;2,89;287,78;0,00;0,82;70,14;;698,409;700,924;9,2276167;17,13500;3,25700;0,01400;0,1885080;;44,36;93,00;;;
;;94;17,32400;3,15100;0,019000;78,825;83,78;-27,9801;0,000;100,992;27,500;0,000;507,450;549,350;25,10;1131,917;263,177;0,000;841,000;878,400;856,900;325,050;;;;;0,00;0,00;0,00;3,00;2,27;15,357;24,703;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;925,8328;22,21000;97,2859;0,41923014;0,41923014;0,00174;1,97145;66,3367;16,789778;0,178038;24,123399;26,115261;0,0408;4,0554;2,93;291,83;0,00;0,83;70,78;;700,785;700,924;9,3111005;17,12600;3,26300;0,01700;0,1889342;;43,81;94,00;;;
;;95;17,30900;3,17000;0,018000;76,325;84,48;-28,2701;0,000;100,992;27,500;0,000;508,050;550,250;25,10;1132,150;263,177;0,000;841,900;878,300;856,800;325,050;;;;;0,00;0,00;0,00;3,00;2,27;15,341;24,695;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;912,0104;20,92536;87,3404;0,43832397;0,43832397;0,00172;1,86875;67,2487;16,511623;0,169654;23,751798;25,724687;0,0383;3,8066;2,97;295,64;0,00;0,82;69,79;;703,081;705,426;9,1720891;17,11600;3,28800;0,01700;0,1892550;;43,52;95,00;;;
;;96;17,27600;3,18800;0,023000;77,400;83,35;-28,8501;0,000;100,996;27,500;0,000;508,750;551,250;25,10;1132,083;263,183;0,000;841,700;878,300;856,800;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,343;24,735;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;924,9782;20,52046;91,8873;0,45332845;0,45332845;0,00363;1,83854;68,1737;16,616053;0,183103;23,934952;25,934432;0,0417;4,1419;3,01;299,78;0,00;0,83;70,88;;705,325;705,426;9,3025062;17,08100;3,32400;0,03000;0,1907705;;42,94;96,00;;;
Auswertung Test;;97;17,24600;3,21500;0,038000;76,650;83,82;-29,1301;0,000;100,992;27,500;0,000;509,550;552,050;25,10;1131,983;263,183;0,000;841,600;878,200;856,700;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,322;24,708;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;932,1335;39,33866;168,7587;0,23830160;0,23830160;0,00609;3,52875;69,1058;16,522367;0,177520;23,837425;25,825632;0,0402;3,9988;3,06;303,78;0,01;0,84;71,51;;707,626;709,893;9,3744661;17,02400;3,37200;0,04700;0,1933898;;42,66;97,00;;;
Software;Logger2025 / 19.09.2025 10:04;98;17,22300;3,23500;0,027000;79,025;84,40;-29,4200;0,000;100,992;27,500;0,000;510,250;552,750;25,10;1132,283;263,183;0,000;842,600;878,100;856,700;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,336;24,697;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;957,5061;21,88643;89,2706;0,43998210;0,43998210;0,00441;1,95154;70,0633;16,764876;0,170655;24,220529;26,237918;0,0393;3,9055;3,09;307,69;0,00;0,86;73,37;;710,046;709,893;9,6296386;16,98000;3,39300;0,03500;0,1958284;;42,37;98,00;;;
Auswertung Test;;99;17,19400;3,25300;0,051000;75,325;83,88;-29,9701;0,000;100,992;27,500;0,000;511,250;553,850;25,10;1132,150;263,183;0,000;842,200;878,100;856,700;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,343;24,700;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;936,9090;21,57827;91,0754;0,43666585;0,43666585;0,00502;1,92421;71,0002;16,351685;0,176807;23,669882;25,642180;0,0398;3,9544;3,13;311,64;0,01;0,84;71,82;;712,442;714,431;9,4224933;16,96600;3,40400;0,04000;0,1964712;;41,82;99,00;;;
Test start time   [s];60;100;17,16700;3,25500;0,042000;73,525;84,23;-30,2900;0,000;100,992;27,500;0,000;512,450;555,350;25,10;1131,783;263,183;0,000;841,200;878,000;856,700;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,347;24,681;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;927,9154;21,04994;86,6874;0,44332886;0,44332886;0,00396;1,87533;71,9281;16,136203;0,172671;23,412788;25,372801;0,0384;3,8213;3,17;315,46;0,00;0,83;71,10;;714,642;714,431;9,3320454;16,95300;3,41300;0,03300;0,1971979;;41,50;100,00;;;
Time to ignition  [s];14;101;17,14200;3,25000;0,053000;79,175;83,33;-30,8501;0,000;100,992;27,500;0,000;513,350;556,550;25,10;1131,250;263,183;0,000;839,700;877,900;856,700;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,378;24,705;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;963,9048;23,07740;100,9263;0,42006429;0,42006429;0,00528;2,05509;72,8920;16,730035;0,183326;24,317039;26,363393;0,0424;4,2155;3,21;319,68;0,01;0,86;73,89;;716,931;719,104;9,6939906;16,94400;3,41800;0,04100;0,1975838;;40,94;101,00;;;
Time to flame out [s];202;102;17,13200;3,25200;0,035000;79,375;84,81;-31,1401;0,000;100,992;27,500;0,000;514,450;557,750;25,10;1131,017;263,183;0,000;839,200;877,800;856,600;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,393;24,697;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;966,0644;21,67071;85,7005;0,44833374;0,44833374;0,00336;1,93274;73,8581;16,733234;0,165756;24,373804;26,425288;0,0384;3,8205;3,25;323,50;0,00;0,87;74,03;;719,363;719,104;9,7157095;16,93700;3,43000;0,02800;0,1979959;;40,65;102,00;;;
Time end of test  [s];306;103;17,13600;3,25700;0,031000;80,275;84,32;-31,7301;0,000;100,992;27,500;0,000;515,250;558,750;25,10;1131,250;263,183;0,000;840,000;877,700;856,600;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,420;24,700;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;974,9112;23,20883;94,7451;0,42245483;0,42245483;0,00412;2,06845;74,8330;16,814763;0,171527;24,530648;26,601649;0,0400;3,9799;3,29;327,48;0,00;0,87;74,72;;721,801;723,964;9,8046817;16,91900;3,44200;0,03300;0,1988583;;40,06;103,00;;;
Masses;;104;17,13600;3,26300;0,014000;74,125;84,56;-31,9501;0,000;100,992;27,500;0,000;516,350;560,050;25,10;1131,417;263,183;0,000;840,600;877,700;856,500;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,385;24,695;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;938,9103;43,91368;176,1388;0,21502686;0,21502686;0,00267;3,91352;75,7719;16,140607;0,168696;23,597409;25,594517;0,0379;3,7660;3,33;331,24;0,00;0,84;71,94;;724,062;723,964;9,4426207;16,90700;3,45300;0,02400;0,1995270;;39,84;104,00;;;
Mass sust.flaming [g];71,72;105;17,13500;3,28800;0,017000;78,525;83,62;-32,2601;0,000;100,992;27,500;0,000;516,850;560,750;25,10;1131,217;263,183;0,000;840,200;877,600;856,400;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,379;24,695;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;969,8040;21,59486;92,0904;0,45164998;0,45164998;0,00319;1,92690;76,7417;16,604711;0,179854;24,299431;26,363367;0,0416;4,1357;3,37;335,38;0,00;0,87;74,34;;726,255;728,695;9,7533192;16,88900;3,47100;0,02700;0,2003491;;39,53;105,00;;;
Mass remaining    [g];-0,05;106;17,12600;3,32400;0,017000;73,250;85,28;-32,8000;0,000;100,994;27,500;0,000;518,050;562,250;25,10;1130,817;263,183;0,000;839,000;877,600;856,400;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,420;24,711;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;943,7324;22,33321;84,3507;0,42497762;0,42497762;0,00393;2,00155;77,6855;16,018711;0,160252;23,496302;25,501006;0,0358;3,5644;3,41;338,94;0,00;0,85;72,42;;728,430;728,695;9,4911165;16,84900;3,51600;0,03300;0,2021328;;38,99;106,00;;;
Mass loss test    [g];71,77;107;17,11600;3,37200;0,030000;78,050;85,15;-33,1101;0,000;100,992;27,500;0,000;518,750;563,150;25,10;1130,750;263,183;0,000;839,000;877,500;856,300;325,050;;;;;0,00;0,00;0,00;3,00;2,28;15,379;24,724;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;983,7966;23,14008;87,4527;0,42757161;0,42757161;0,00551;2,06637;78,6692;16,524069;0,161788;24,270313;26,347617;0,0374;3,7180;3,45;342,66;0,01;0,88;75,51;;730,629;733,333;9,8940426;16,80500;3,54000;0,04300;0,2043163;;38,68;107,00;;;
Mass loss rate test [g/s];0,29;108;17,08100;3,39300;0,047000;77,825;83,48;-33,6501;0,000;100,992;27,500;0,000;519,650;564,050;25,10;1132,283;263,183;0,000;843,800;877,400;856,200;325,050;;;;;0,00;0,00;0,00;3,00;2,29;15,374;24,737;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;986,2418;24,74724;104,6327;0,40079753;0,40079753;0,00433;2,20626;79,6555;16,485940;0,181579;24,256320;26,328831;0,0419;4,1699;3,49;346,83;0,00;0,88;75,66;;732,985;733,333;9,9186341;16,78700;3,55100;0,03500;0,2053183;;38,14;108,00;;;
Mass loss rate 10/90 [g/s];0,43;109;17,02400;3,40400;0,035000;75,225;83,51;-33,9301;0,000;100,994;27,500;0,000;520,550;565,150;25,10;1133,950;263,183;0,000;848,900;877,400;856,100;325,050;;;;;0,00;0,00;0,00;3,00;2,29;15,366;24,716;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;969,5371;21,43299;90,5651;0,45493571;0,45493571;0,00426;1,90986;80,6250;16,194199;0,181256;23,868339;25,913345;0,0412;4,0968;3,53;350,93;0,00;0,87;74,37;;735,232;737,798;9,7506348;16,78400;3,55200;0,03500;0,2054803;;37,86;109,00;;;
Values;;110;16,98000;3,41300;0,040000;74,425;84,80;-34,5500;0,000;100,994;27,500;0,000;521,650;566,750;25,10;1135,417;263,183;0,000;853,300;877,400;856,100;325,050;;;;;0,00;0,00;0,00;3,00;2,29;15,381;24,721;0,57;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;964,7095;19,93466;77,1837;0,48669434;0,48669434;0,00466;1,78347;81,5897;16,090866;0,165850;23,766153;25,820890;0,0376;3,7352;3,57;354,66;0,00;0,87;74,06;;737,340;737,798;9,7020839;16,77500;3,57100;0,03800;0,2057767;;37,24;110,00;;;
THR   [MJ/m²];171,9;111;16,96600;3,41800;0,033000;76,450;83,30;-34,8501;0,000;100,994;27,500;0,000;522,450;567,750;25,10;1134,383;263,183;0,000;850,400;877,300;856,000;325,050;;;;;0,00;0,00;0,00;3,00;2,29;15,378;24,695;0,57;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;980,8636;37,44976;160,3185;0,26340739;0,26340739;0,00500;3,33254;82,5706;16,295811;0,183774;24,105769;26,195904;0,0422;4,1990;3,61;358,86;0,01;0,88;75,25;;739,461;742,075;9,8645448;16,76100;3,56600;0,04000;0,2066089;;36,94;111,00;;;
