General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
Edge frame?;N;9;20,93500;0,04900;0,016000;121,450;100,01;0,0499;0,000;101,008;33,800;0,005;319,050;320,450;28,30;844,483;263,196;0,000;568,600;589,900;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,74;15,181;27,656;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;-0,00675456;-0,00675456;0,00348;-0,00203;0,0026;26,961920;-0,000054;24,356217;24,463093;0,0000;-0,0012;0,00;0,00;0,00;0,00;-0,07;;0,289;0,118;0,0000000;20,94000;0,04800;0,02400;-0,0004453;;71,43;9,00;;;
Grid?;N;10;20,93600;0,04800;0,011000;119,375;100,02;0,0601;0,000;101,008;33,800;0,005;319,150;320,550;28,30;844,383;263,196;0,000;568,300;589,900;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,75;15,210;27,672;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;-0,00591024;-0,00591024;0,00109;-0,00231;0,0026;26,726414;-0,000159;24,151039;24,256981;0,0000;-0,0034;0,00;0,00;0,00;0,00;-0,07;;0,260;0,118;0,0000000;20,94000;0,04800;0,01400;-0,0003186;;71,44;10,00;;;
Non-scrubbed?;;11;20,93800;0,04700;0,021000;114,700;100,01;0,0601;0,000;101,010;33,800;0,005;319,150;320,550;28,30;844,383;263,196;0,000;568,200;590,000;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,75;15,238;27,648;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00061;Infinity;0,0026;26,197854;-0,000107;23,673411;23,777258;0,0000;-0,0022;0,00;0,00;0,00;0,00;-0,07;;0,236;0,097;0,0000000;20,94000;0,04900;0,01200;-0,0003060;;71,44;11,00;;;
Substrate used? {Y/N};;12;20,94000;0,04700;0,019000;118,950;100,02;0,0601;0,000;101,010;33,800;0,005;319,150;320,650;28,30;844,283;263,196;0,000;567,900;590,000;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,75;15,244;27,640;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00591024;0,00591024;0,00015;0,20942;0,0026;26,678797;-0,000159;24,108010;24,221317;0,0000;-0,0034;0,00;0,00;0,00;0,00;-0,01;;0,216;0,097;0,0000000;20,93800;0,05100;0,01000;-0,0001851;;71,44;12,00;;;
Substrate;;13;20,94100;0,04700;0,010000;121,275;100,01;0,0499;0,000;101,008;33,800;0,005;319,150;320,650;28,30;844,250;263,196;0,000;567,800;590,000;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,75;15,221;27,643;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,5909;;;0,00591024;0,00591024;-0,00484;0,21145;0,0052;26,938267;-0,000055;24,342477;24,456887;0,0000;-0,0012;0,00;0,00;0,00;0,00;0,11;;0,299;0,281;0,0259249;20,93400;0,05100;-0,01100;0,0003223;;71,43;13,00;;;
Additional preparation details;;14;20,94000;0,04800;0,003000;118,600;100,02;0,0499;0,000;101,008;33,800;0,005;319,150;320,650;28,30;844,150;263,196;0,000;567,500;590,000;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,75;15,214;27,651;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,3863;;;-0,00084432;-0,00084432;-0,00549;-1,46376;0,0076;26,639518;-0,000159;24,072516;24,185656;0,0000;-0,0034;0,00;0,00;-0,01;0,00;0,08;;0,456;0,281;0,0238771;20,93500;0,05100;-0,01400;0,0002999;;71,43;14,00;;;
;;15;20,94000;0,04700;-0,025000;119,375;100,00;0,0499;0,000;101,010;33,800;0,005;319,150;320,650;28,30;844,183;263,196;0,000;567,400;590,100;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,75;15,187;27,659;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,7994;;;0,00000000;0,00000000;-0,00292;Infinity;0,0084;26,726414;-0,000002;24,151039;24,264548;0,0000;0,0000;0,00;0,00;0,00;0,00;0,05;;0,532;0,470;0,0079992;20,93600;0,05100;-0,00300;0,0001003;;71,43;15,00;;;
Specimen;;16;20,93900;0,04700;-0,006000;115,500;100,00;0,0499;0,000;101,008;33,800;0,005;319,150;320,650;28,30;844,083;263,196;0,000;567,300;590,000;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,75;15,189;27,653;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,2332;;;0,00000000;0,00000000;-0,00171;Infinity;0,0096;26,289057;0,000051;23,755826;23,867478;0,0000;0,0011;0,00;0,00;0,00;0,00;0,11;;0,562;0,470;0,0123399;20,93400;0,05100;0,00200;0,0001578;;71,43;16,00;;;
Sample description;PMMA_DE_6mm_q25_Al2O3_R2;17;20,93800;0,04800;-0,007000;115,300;100,00;0,0499;0,000;101,010;33,800;0,005;319,150;320,650;28,30;844,083;263,196;0,000;567,200;590,000;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,76;15,202;27,653;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0886;;;0,00000000;0,00000000;-0,00124;Infinity;0,0097;26,266286;-0,000002;23,735249;23,846804;0,0000;0,0000;0,00;0,00;0,00;0,00;0,05;;0,568;0,467;0,0008868;20,93600;0,05100;0,00400;0,0000117;;71,43;17,00;;;
Material name/ID;PMMA_DE_6mm;18;20,93900;0,04700;0,007000;121,175;100,01;0,0499;0,000;101,010;33,800;0,005;319,050;320,550;28,30;844,083;263,196;0,000;567,100;590,100;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,76;15,189;27,653;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00110;Infinity;0,0097;26,931378;-0,000089;24,328626;24,443006;0,0000;-0,0019;0,00;0,00;0,00;0,00;0,05;;0,539;0,467;0,0000000;20,93600;0,05100;0,01400;-0,0001149;;71,43;18,00;;;
Specimen number;R2;19;20,93900;0,04800;0,027000;119,400;100,00;0,0499;0,000;101,006;33,800;0,005;319,050;320,550;28,40;843,983;263,196;0,000;566,900;590,000;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,76;15,231;27,656;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;-0,00083415;-0,00083415;0,00180;-1,48683;0,0097;26,733402;0,000033;24,149784;24,263323;0,0000;0,0007;0,00;0,00;0,00;0,00;0,08;;0,510;0,422;0,0000000;20,93500;0,05100;0,01700;-0,0000924;;71,43;19,00;;;
E (MJ/kg);13,10;20;20,93900;0,04800;0,024000;116,450;100,01;0,0499;0,000;101,010;33,800;0,005;319,050;320,450;28,40;843,950;263,196;0,000;566,800;590,000;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,76;15,210;27,669;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00583903;0,00583903;0,00364;0,07146;0,0097;26,401087;-0,000090;23,849586;23,954238;0,0000;-0,0019;0,00;0,00;0,00;0,00;0,05;;0,485;0,422;0,0000000;20,93600;0,04900;0,02500;-0,0002289;;71,43;20,00;;;
Initial mass (g);71,38;21;20,94000;0,04900;0,014000;117,800;100,00;0,0399;0,000;101,010;33,800;0,005;319,050;320,550;28,40;843,917;263,196;0,000;566,700;590,000;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,76;15,202;27,669;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00583903;0,00583903;0,00132;0,14142;0,0097;26,553680;0,000051;23,987431;24,100207;0,0000;0,0011;0,00;0,00;0,00;0,00;0,02;;0,462;0,382;0,0000000;20,93700;0,05000;0,01500;-0,0001753;;71,42;21,00;;;
Thickness (mm);6,02;22;20,94000;0,05100;0,012000;119,700;100,00;0,0399;0,000;101,010;33,800;0,005;319,050;320,550;28,40;844,017;263,196;0,000;566,900;590,100;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,76;15,231;27,669;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;-0,00083415;-0,00083415;0,00157;-0,50714;0,0097;26,766965;0,000033;24,180103;24,293785;0,0000;0,0007;0,00;0,00;0,00;0,00;0,02;;0,441;0,382;0,0000000;20,93700;0,04900;0,01600;-0,0001753;;71,42;22,00;;;
Surface area (cm²);100,06;23;20,94000;0,05100;0,010000;117,800;100,00;0,0399;0,000;101,010;33,800;0,005;319,050;320,550;28,30;844,050;263,196;0,000;567,100;590,000;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,76;15,244;27,659;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00155;Infinity;0,0097;26,553680;0,000051;23,987431;24,100207;0,0000;0,0011;0,00;0,01;0,00;0,00;-0,04;;0,422;0,349;0,0000000;20,93900;0,04900;0,01600;-0,0002962;;71,42;23,00;;;
Sponsor;;24;20,93800;0,05100;-0,011000;117,925;100,01;0,0399;0,000;101,008;33,800;0,005;319,050;320,650;28,40;844,117;263,196;0,000;567,200;590,100;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,76;15,200;27,626;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;-0,00243;Infinity;0,0097;26,567765;-0,000072;24,000154;24,120512;0,0000;-0,0015;0,00;0,01;0,00;0,00;-0,01;;0,404;0,349;0,0000000;20,93800;0,04900;-0,00100;-0,0000206;;71,42;24,00;;;
Manufacturer;;25;20,93400;0,05100;-0,014000;121,225;100,00;0,0399;0,000;101,010;33,800;0,005;319,050;320,550;28,40;844,050;263,196;0,000;567,100;590,000;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,77;15,210;27,672;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;-0,00294;Infinity;0,0097;26,936934;0,000068;24,333646;24,448050;0,0000;0,0014;0,00;0,01;0,00;0,00;-0,01;;0,388;0,321;0,0000000;20,93800;0,05000;-0,00300;-0,0000079;;71,42;25,00;;;
Test start time (s);60;26;20,93500;0,05100;-0,003000;121,200;99,99;0,0399;0,000;101,008;33,800;0,005;319,050;320,550;28,40;843,950;263,196;0,000;566,800;590,000;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,77;15,238;27,656;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,6271;;;0,00000000;0,00000000;-0,00341;Infinity;0,0103;26,934155;0,000120;24,331136;24,445528;0,0000;0,0026;0,00;0,01;0,00;0,00;0,02;;0,385;0,321;0,0062748;20,93700;0,05000;-0,00500;0,0000778;;71,42;26,00;;;
Time to ignition (s);81;27;20,93600;0,05100;0,002000;114,450;100,00;0,0399;0,000;101,010;33,800;0,005;319,050;320,550;28,30;843,950;263,196;0,000;566,800;590,000;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,77;15,206;27,653;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,7324;;;0,00000000;0,00000000;-0,00078;Infinity;0,0111;26,173388;0,000050;23,643892;23,755053;0,0000;0,0010;0,00;0,01;0,00;0,00;0,11;;0,396;0,324;0,0073282;20,93400;0,05200;0,00600;0,0000946;;71,42;27,00;;;
Time to flameout (s);486;28;20,93400;0,05100;0,004000;116,225;100,01;0,0399;0,000;101,010;33,800;0,005;319,050;320,650;28,40;843,983;263,196;0,000;566,900;590,000;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,77;15,252;27,667;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,5386;;;0,00000000;0,00000000;-0,00288;Infinity;0,0126;26,375569;-0,000055;23,826533;23,946020;0,0000;-0,0011;0,00;0,01;0,00;0,00;0,11;;0,422;0,324;0,0153950;20,93400;0,05300;-0,00300;0,0001958;;71,42;28,00;;;
End of test criteria;User end of test;29;20,93600;0,05100;0,014000;113,075;100,00;0,0399;0,000;101,010;33,800;0,005;319,150;320,750;28,40;843,983;263,196;0,000;567,000;589,900;555,600;308,950;;;;;0,00;0,00;0,00;3,00;3,77;15,215;27,667;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,1858;;;0,00000000;0,00000000;0,00198;Infinity;0,0128;26,011614;0,000050;23,505118;23,622956;0,0000;0,0010;0,00;0,01;0,00;0,00;0,16;;0,437;0,333;0,0018591;20,93200;0,05500;0,01800;0,0000255;;71,42;29,00;;;
User EOT time (s);537;30;20,93600;0,04900;0,017000;113,500;100,01;0,0399;0,000;101,010;33,800;0,005;319,150;320,750;28,40;843,950;263,196;0,000;567,000;589,900;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,77;15,238;27,656;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,9630;;;0,00000000;0,00000000;0,00175;Infinity;0,0147;26,060452;-0,000054;23,549249;23,667309;0,0000;-0,0011;0,00;0,01;0,00;0,00;0,28;;0,459;0,333;0,0196414;20,92800;0,05700;0,01700;0,0002546;;71,42;30,00;;;
MLR EOT mass (g/m²);;31;20,93500;0,05000;0,025000;114,975;100,00;0,0399;0,000;101,010;33,800;0,005;319,150;320,750;28,40;843,917;263,196;0,000;566,900;589,900;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,77;15,246;27,669;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,4479;;;0,00000000;0,00000000;0,00153;Infinity;0,0172;26,229241;0,000050;23,701774;23,820598;0,0000;0,0010;0,00;0,01;0,00;0,00;0,31;;0,515;0,397;0,0244938;20,92700;0,05800;0,01600;0,0003150;;71,42;31,00;;;
MLR time period (s);;32;20,93600;0,04900;0,015000;119,050;100,01;0,0399;0,000;101,010;33,800;0,005;319,150;320,850;28,40;843,983;263,196;0,000;567,000;590,000;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,77;15,244;27,661;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,7806;;;-0,00083415;-0,00083415;-0,00056;-5,39936;0,0210;26,690008;-0,000037;24,118141;24,246610;0,0000;-0,0008;0,00;0,01;0,00;0,00;0,34;;0,596;0,397;0,0378291;20,92600;0,05900;0,00700;0,0004767;;71,42;32,00;;;
Truncate graphs at EOT;;33;20,93700;0,04900;0,016000;119,300;100,00;0,0399;0,000;101,010;33,800;0,005;319,150;320,850;28,40;843,950;263,196;0,000;567,000;589,900;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,78;15,231;27,653;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,2396;;;0,00583903;0,00583903;0,00038;0,84213;0,0252;26,718018;-0,000002;24,143451;24,272055;0,0000;0,0000;0,00;0,01;0,00;0,00;0,40;;0,700;0,576;0,0424213;20,92400;0,06000;0,01100;0,0005343;;71,42;33,00;;;
Smooth data?;;34;20,93700;0,04900;0,016000;116,250;100,01;0,0299;0,000;101,010;33,800;0,005;319,150;320,750;28,40;843,883;263,196;0,000;566,800;589,900;555,500;308,950;;;;;0,00;0,00;0,00;3,00;3,78;15,236;27,672;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,6590;;;0,00583903;0,00583903;-0,00218;0,90038;0,0309;26,374272;-0,000037;23,832829;23,952311;0,0000;-0,0008;0,00;0,01;0,00;0,01;0,43;;0,825;0,576;0,0566238;20,92300;0,06100;0,00000;0,0007211;;71,41;34,00;;;
